ELECTION_PROCESS,ELECTION_TYPE,YEAR,ZIP_CODE,REGION,PROVINCE,DISTRICT,POLITICAL_ORGANIZATION,POLITICAL_ORGANIZATION_TYPE,VOTES_OBTAINED,TOTAL_VOTES,VOTES_NOT_OBTAINED,
Proceso electoral,Tipo de elección,Año,Ubigeo,Departamento,Provincia,Distrito,Organización politica,Tipo de Organización politica,Votos obtenidos,Total Electores,Votos emitidos,
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010100,AMAZONAS,CHACHAPOYAS,,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,MOVIMIENTO REGIONAL,"9,668","35,666","29,156",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010100,AMAZONAS,CHACHAPOYAS,,SENTIMIENTO AMAZONENSE REGIONAL,MOVIMIENTO REGIONAL,"5,649","35,666","29,156",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010100,AMAZONAS,CHACHAPOYAS,,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,MOVIMIENTO REGIONAL,"3,827","35,666","29,156",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010100,AMAZONAS,CHACHAPOYAS,,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,MOVIMIENTO REGIONAL,"2,243","35,666","29,156",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010100,AMAZONAS,CHACHAPOYAS,,OBRAS POR AMAZONAS,MOVIMIENTO REGIONAL,"1,582","35,666","29,156",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010100,AMAZONAS,CHACHAPOYAS,,ALIANZA PARA EL PROGRESO,PARTIDO POLÍTICO,959,"35,666","29,156",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010100,AMAZONAS,CHACHAPOYAS,,TODOS SOMOS AMAZONAS,ALIANZA ELECTORAL,648,"35,666","29,156",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010100,AMAZONAS,CHACHAPOYAS,,UNIDAD Y DEMOCRACIA DE AMAZONAS,MOVIMIENTO REGIONAL,574,"35,666","29,156",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010100,AMAZONAS,CHACHAPOYAS,,ACCION POPULAR,PARTIDO POLÍTICO,199,"35,666","29,156",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010100,AMAZONAS,CHACHAPOYAS,,VOTOS EN BLANCO,,"1,706","35,666","29,156",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010100,AMAZONAS,CHACHAPOYAS,,VOTOS NULOS,,"2,101","35,666","29,156",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010200,AMAZONAS,BAGUA,,SENTIMIENTO AMAZONENSE REGIONAL,MOVIMIENTO REGIONAL,"8,626","51,896","40,033",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010200,AMAZONAS,BAGUA,,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,MOVIMIENTO REGIONAL,"7,018","51,896","40,033",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010200,AMAZONAS,BAGUA,,UNIDAD Y DEMOCRACIA DE AMAZONAS,MOVIMIENTO REGIONAL,"5,827","51,896","40,033",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010200,AMAZONAS,BAGUA,,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,MOVIMIENTO REGIONAL,"3,576","51,896","40,033",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010200,AMAZONAS,BAGUA,,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,MOVIMIENTO REGIONAL,"3,129","51,896","40,033",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010200,AMAZONAS,BAGUA,,TODOS SOMOS AMAZONAS,ALIANZA ELECTORAL,"2,197","51,896","40,033",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010200,AMAZONAS,BAGUA,,ALIANZA PARA EL PROGRESO,PARTIDO POLÍTICO,"2,006","51,896","40,033",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010200,AMAZONAS,BAGUA,,OBRAS POR AMAZONAS,MOVIMIENTO REGIONAL,772,"51,896","40,033",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010200,AMAZONAS,BAGUA,,PARTIDO POPULAR CRISTIANO - PPC,PARTIDO POLÍTICO,321,"51,896","40,033",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010200,AMAZONAS,BAGUA,,VOTOS EN BLANCO,,"4,262","51,896","40,033",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010200,AMAZONAS,BAGUA,,VOTOS NULOS,,"2,299","51,896","40,033",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010300,AMAZONAS,BONGARA,,OBRAS POR AMAZONAS,MOVIMIENTO REGIONAL,"4,678","18,987","15,209",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010300,AMAZONAS,BONGARA,,SENTIMIENTO AMAZONENSE REGIONAL,MOVIMIENTO REGIONAL,"3,928","18,987","15,209",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010300,AMAZONAS,BONGARA,,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,MOVIMIENTO REGIONAL,"1,892","18,987","15,209",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010300,AMAZONAS,BONGARA,,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,MOVIMIENTO REGIONAL,"1,642","18,987","15,209",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010300,AMAZONAS,BONGARA,,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,MOVIMIENTO REGIONAL,495,"18,987","15,209",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010300,AMAZONAS,BONGARA,,TODOS SOMOS AMAZONAS,ALIANZA ELECTORAL,287,"18,987","15,209",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010300,AMAZONAS,BONGARA,,UNIDAD Y DEMOCRACIA DE AMAZONAS,MOVIMIENTO REGIONAL,186,"18,987","15,209",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010300,AMAZONAS,BONGARA,,ALIANZA PARA EL PROGRESO,PARTIDO POLÍTICO,142,"18,987","15,209",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010300,AMAZONAS,BONGARA,,VOTOS EN BLANCO,,895,"18,987","15,209",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010300,AMAZONAS,BONGARA,,VOTOS NULOS,,"1,064","18,987","15,209",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010400,AMAZONAS,LUYA,,OBRAS POR AMAZONAS,MOVIMIENTO REGIONAL,"6,146","31,816","25,508",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010400,AMAZONAS,LUYA,,SENTIMIENTO AMAZONENSE REGIONAL,MOVIMIENTO REGIONAL,"5,634","31,816","25,508",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010400,AMAZONAS,LUYA,,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,MOVIMIENTO REGIONAL,"3,785","31,816","25,508",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010400,AMAZONAS,LUYA,,TODOS SOMOS AMAZONAS,ALIANZA ELECTORAL,"2,631","31,816","25,508",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010400,AMAZONAS,LUYA,,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,MOVIMIENTO REGIONAL,"1,609","31,816","25,508",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010400,AMAZONAS,LUYA,,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,MOVIMIENTO REGIONAL,"1,370","31,816","25,508",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010400,AMAZONAS,LUYA,,UNIDAD Y DEMOCRACIA DE AMAZONAS,MOVIMIENTO REGIONAL,617,"31,816","25,508",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010400,AMAZONAS,LUYA,,VOTOS EN BLANCO,,"2,339","31,816","25,508",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010400,AMAZONAS,LUYA,,VOTOS NULOS,,"1,377","31,816","25,508",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010500,AMAZONAS,RODRIGUEZ DE MENDOZA,,SENTIMIENTO AMAZONENSE REGIONAL,MOVIMIENTO REGIONAL,"4,691","20,736","16,410",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010500,AMAZONAS,RODRIGUEZ DE MENDOZA,,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,MOVIMIENTO REGIONAL,"3,619","20,736","16,410",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010500,AMAZONAS,RODRIGUEZ DE MENDOZA,,OBRAS POR AMAZONAS,MOVIMIENTO REGIONAL,"3,007","20,736","16,410",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010500,AMAZONAS,RODRIGUEZ DE MENDOZA,,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,MOVIMIENTO REGIONAL,"1,916","20,736","16,410",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010500,AMAZONAS,RODRIGUEZ DE MENDOZA,,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,MOVIMIENTO REGIONAL,406,"20,736","16,410",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010500,AMAZONAS,RODRIGUEZ DE MENDOZA,,TODOS SOMOS AMAZONAS,ALIANZA ELECTORAL,382,"20,736","16,410",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010500,AMAZONAS,RODRIGUEZ DE MENDOZA,,ALIANZA PARA EL PROGRESO,PARTIDO POLÍTICO,330,"20,736","16,410",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010500,AMAZONAS,RODRIGUEZ DE MENDOZA,,UNIDAD Y DEMOCRACIA DE AMAZONAS,MOVIMIENTO REGIONAL,134,"20,736","16,410",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010500,AMAZONAS,RODRIGUEZ DE MENDOZA,,VOTOS EN BLANCO,,821,"20,736","16,410",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010500,AMAZONAS,RODRIGUEZ DE MENDOZA,,VOTOS NULOS,,"1,104","20,736","16,410",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010600,AMAZONAS,CONDORCANQUI,,PARTIDO DEMOCRATICO SOMOS PERU,PARTIDO POLÍTICO,0,"26,884","26,884",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010600,AMAZONAS,CONDORCANQUI,,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,MOVIMIENTO REGIONAL,0,"26,884","26,884",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010600,AMAZONAS,CONDORCANQUI,,PERU POSIBLE,PARTIDO POLÍTICO,0,"26,884","26,884",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010600,AMAZONAS,CONDORCANQUI,,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,MOVIMIENTO REGIONAL,0,"26,884","26,884",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010600,AMAZONAS,CONDORCANQUI,,ALIANZA PARA EL PROGRESO,PARTIDO POLÍTICO,0,"26,884","26,884",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010600,AMAZONAS,CONDORCANQUI,,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,MOVIMIENTO REGIONAL,0,"26,884","26,884",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010600,AMAZONAS,CONDORCANQUI,,UNIDAD Y DEMOCRACIA DE AMAZONAS,MOVIMIENTO REGIONAL,0,"26,884","26,884",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010600,AMAZONAS,CONDORCANQUI,,TODOS SOMOS AMAZONAS,ALIANZA ELECTORAL,0,"26,884","26,884",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010600,AMAZONAS,CONDORCANQUI,,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",PARTIDO POLÍTICO,0,"26,884","26,884",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010600,AMAZONAS,CONDORCANQUI,,OBRAS POR AMAZONAS,MOVIMIENTO REGIONAL,0,"26,884","26,884",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010600,AMAZONAS,CONDORCANQUI,,SENTIMIENTO AMAZONENSE REGIONAL,MOVIMIENTO REGIONAL,0,"26,884","26,884",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010600,AMAZONAS,CONDORCANQUI,,VOTOS EN BLANCO,,0,"26,884","26,884",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010600,AMAZONAS,CONDORCANQUI,,VOTOS NULOS,,"26,884","26,884","26,884",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010700,AMAZONAS,UTCUBAMBA,,SENTIMIENTO AMAZONENSE REGIONAL,MOVIMIENTO REGIONAL,"10,112","75,871","60,565",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010700,AMAZONAS,UTCUBAMBA,,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,MOVIMIENTO REGIONAL,"9,958","75,871","60,565",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010700,AMAZONAS,UTCUBAMBA,,TODOS SOMOS AMAZONAS,ALIANZA ELECTORAL,"9,175","75,871","60,565",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010700,AMAZONAS,UTCUBAMBA,,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,MOVIMIENTO REGIONAL,"6,513","75,871","60,565",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010700,AMAZONAS,UTCUBAMBA,,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,MOVIMIENTO REGIONAL,"6,503","75,871","60,565",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010700,AMAZONAS,UTCUBAMBA,,OBRAS POR AMAZONAS,MOVIMIENTO REGIONAL,"1,582","75,871","60,565",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010700,AMAZONAS,UTCUBAMBA,,UNIDAD Y DEMOCRACIA DE AMAZONAS,MOVIMIENTO REGIONAL,"1,279","75,871","60,565",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010700,AMAZONAS,UTCUBAMBA,,ALIANZA PARA EL PROGRESO,PARTIDO POLÍTICO,599,"75,871","60,565",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010700,AMAZONAS,UTCUBAMBA,,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",PARTIDO POLÍTICO,225,"75,871","60,565",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010700,AMAZONAS,UTCUBAMBA,,VOTOS EN BLANCO,,"3,642","75,871","60,565",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,010700,AMAZONAS,UTCUBAMBA,,VOTOS NULOS,,"10,977","75,871","60,565",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,020100,ANCASH,HUARAZ,,RENOVACION ANCASHINA,MOVIMIENTO REGIONAL,"21,075","114,574","94,962",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,020100,ANCASH,HUARAZ,,JUNTOS POR HUARAZ,ORGANIZACIÓN LOCAL (PROVINCIAL),"16,704","114,574","94,962",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,020100,ANCASH,HUARAZ,,MOVIMIENTO REGIONAL EL MAICITO,MOVIMIENTO REGIONAL,"7,773","114,574","94,962",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,020100,ANCASH,HUARAZ,,MOVIMIENTO INDEPENDIENTE REGIONAL PURO ANCASH,MOVIMIENTO REGIONAL,"7,538","114,574","94,962",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,020100,ANCASH,HUARAZ,,MOVIMIENTO ACCION NACIONALISTA PERUANO,MOVIMIENTO REGIONAL,"7,169","114,574","94,962",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,020100,ANCASH,HUARAZ,,ALIANZA PARA EL PROGRESO,PARTIDO POLÍTICO,"3,169","114,574","94,962",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,020100,ANCASH,HUARAZ,,MOVIMIENTO REGIONAL ANDE - MAR,MOVIMIENTO REGIONAL,"3,078","114,574","94,962",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,020100,ANCASH,HUARAZ,,SIEMPRE UNIDOS,PARTIDO POLÍTICO,"2,324","114,574","94,962",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,020100,ANCASH,HUARAZ,,MOVIMIENTO INDEPENDIENTE REGIONAL RIO SANTA CAUDALOSO,MOVIMIENTO REGIONAL,"1,443","114,574","94,962",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,020100,ANCASH,HUARAZ,,PARTIDO APRISTA PERUANO,PARTIDO POLÍTICO,"1,182","114,574","94,962",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,020100,ANCASH,HUARAZ,,ALIANZA HORA CERO FUERZA POPULAR,ALIANZA ELECTORAL,"1,019","114,574","94,962",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,020100,ANCASH,HUARAZ,,PARTIDO DEMOCRATICO SOMOS PERU,PARTIDO POLÍTICO,"1,011","114,574","94,962",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,020100,ANCASH,HUARAZ,,PARTIDO HUMANISTA PERUANO,PARTIDO POLÍTICO,917,"114,574","94,962",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,020100,ANCASH,HUARAZ,,ACCION POPULAR,PARTIDO POLÍTICO,740,"114,574","94,962",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,020100,ANCASH,HUARAZ,,UNION POR EL PERU,PARTIDO POLÍTICO,735,"114,574","94,962",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,020100,ANCASH,HUARAZ,,PERU POSIBLE,PARTIDO POLÍTICO,471,"114,574","94,962",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,020100,ANCASH,HUARAZ,,PARTIDO POPULAR CRISTIANO - PPC,PARTIDO POLÍTICO,383,"114,574","94,962",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,020100,ANCASH,HUARAZ,,UNION NACIONALISTA ANCASHINA,MOVIMIENTO REGIONAL,310,"114,574","94,962",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,020100,ANCASH,HUARAZ,,PERU PATRIA SEGURA,PARTIDO POLÍTICO,307,"114,574","94,962",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,020100,ANCASH,HUARAZ,,DEMOCRACIA DIRECTA,PARTIDO POLÍTICO,131,"114,574","94,962",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,020100,ANCASH,HUARAZ,,VOTOS EN BLANCO,,"5,977","114,574","94,962",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,020100,ANCASH,HUARAZ,,VOTOS NULOS,,"11,506","114,574","94,962",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,020200,ANCASH,AIJA,,MOVIMIENTO ACCION NACIONALISTA PERUANO,MOVIMIENTO REGIONAL,988,"5,801","4,848",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,020200,ANCASH,AIJA,,MOVIMIENTO INDEPENDIENTE REGIONAL RIO SANTA CAUDALOSO,MOVIMIENTO REGIONAL,938,"5,801","4,848",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,020200,ANCASH,AIJA,,MOVIMIENTO REGIONAL EL MAICITO,MOVIMIENTO REGIONAL,887,"5,801","4,848",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,020200,ANCASH,AIJA,,ALIANZA PARA EL PROGRESO,PARTIDO POLÍTICO,645,"5,801","4,848",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,020200,ANCASH,AIJA,,MOVIMIENTO REGIONAL ANDE - MAR,MOVIMIENTO REGIONAL,542,"5,801","4,848",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,020200,ANCASH,AIJA,,JUNTOS POR EL CAMBIO,MOVIMIENTO REGIONAL,86,"5,801","4,848",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,020200,ANCASH,AIJA,,VOTOS EN BLANCO,,339,"5,801","4,848",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,020200,ANCASH,AIJA,,VOTOS NULOS,,423,"5,801","4,848",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,020300,ANCASH,BOLOGNESI,,PARTIDO DEMOCRATICO SOMOS PERU,PARTIDO POLÍTICO,"3,845","19,539","15,880",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,020300,ANCASH,BOLOGNESI,,MOVIMIENTO INDEPENDIENTE REGIONAL RIO SANTA CAUDALOSO,MOVIMIENTO REGIONAL,"3,603","19,539","15,880",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,020300,ANCASH,BOLOGNESI,,SIEMPRE UNIDOS,PARTIDO POLÍTICO,"3,153","19,539","15,880",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,020300,ANCASH,BOLOGNESI,,MOVIMIENTO REGIONAL EL MAICITO,MOVIMIENTO REGIONAL,"2,096","19,539","15,880",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,020300,ANCASH,BOLOGNESI,,ALIANZA PARA EL PROGRESO,PARTIDO POLÍTICO,540,"19,539","15,880",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,020300,ANCASH,BOLOGNESI,,UNION POR EL PERU,PARTIDO POLÍTICO,147,"19,539","15,880",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,020300,ANCASH,BOLOGNESI,,VOTOS EN BLANCO,,"1,875","19,539","15,880",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,020300,ANCASH,BOLOGNESI,,VOTOS NULOS,,621,"19,539","15,880",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,020400,ANCASH,CARHUAZ,,MOVIMIENTO INDEPENDIENTE REGIONAL RIO SANTA CAUDALOSO,MOVIMIENTO REGIONAL,"8,625","35,944","30,987",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,020400,ANCASH,CARHUAZ,,MOVIMIENTO ACCION NACIONALISTA PERUANO,MOVIMIENTO REGIONAL,"6,310","35,944","30,987",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,020400,ANCASH,CARHUAZ,,PARTIDO DEMOCRATICO SOMOS PERU,PARTIDO POLÍTICO,"4,829","35,944","30,987",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,020400,ANCASH,CARHUAZ,,MOVIMIENTO REGIONAL ANDE - MAR,MOVIMIENTO REGIONAL,"3,896","35,944","30,987",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,020400,ANCASH,CARHUAZ,,ALIANZA PARA EL PROGRESO,PARTIDO POLÍTICO,"1,596","35,944","30,987",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,020400,ANCASH,CARHUAZ,,UNION POR EL PERU,PARTIDO POLÍTICO,"1,069","35,944","30,987",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,020400,ANCASH,CARHUAZ,,VOTOS EN BLANCO,,"2,234","35,944","30,987",
