ELECTION_PROCESS,ELECTION_TYPE,YEAR,ZIP_CODE,REGION,PROVINCE,DISTRICT,POLITICAL_ORGANIZATION,POLITICAL_ORGANIZATION_TYPE,VOTES_OBTAINED,TOTAL_VOTES,VOTES_NOT_OBTAINED,
Proceso electoral,Tipo de elección,Año,Ubigeo,Departamento,Provincia,Distrito,Organización politica,Tipo de Organización politica,Votos obtenidos,Total Electores,Votos emitidos,
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,050800,AYACUCHO,HUANCA SANCOS,,ALIANZA RENACE AYACUCHO,MOVIMIENTO REGIONAL,238,"7,197","5,453",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,050800,AYACUCHO,HUANCA SANCOS,,FUERZA POPULAR,PARTIDO POLÍTICO,214,"7,197","5,453",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,050800,AYACUCHO,HUANCA SANCOS,,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,MOVIMIENTO REGIONAL,146,"7,197","5,453",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,050800,AYACUCHO,HUANCA SANCOS,,ACCION POPULAR,PARTIDO POLÍTICO,59,"7,197","5,453",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,050800,AYACUCHO,HUANCA SANCOS,,VOTOS EN BLANCO,,419,"7,197","5,453",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,050800,AYACUCHO,HUANCA SANCOS,,VOTOS NULOS,,452,"7,197","5,453",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,050900,AYACUCHO,VILCAS HUAMAN,,QATUN TARPUY,MOVIMIENTO REGIONAL,"2,522","15,392","12,161",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,050900,AYACUCHO,VILCAS HUAMAN,,ALIANZA PARA EL PROGRESO DE AYACUCHO,ALIANZA ELECTORAL,"2,475","15,392","12,161",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,050900,AYACUCHO,VILCAS HUAMAN,,ALIANZA RENACE AYACUCHO,MOVIMIENTO REGIONAL,"2,172","15,392","12,161",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,050900,AYACUCHO,VILCAS HUAMAN,,FUERZA POPULAR,PARTIDO POLÍTICO,"2,164","15,392","12,161",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,050900,AYACUCHO,VILCAS HUAMAN,,MUSUQ ÑAN,MOVIMIENTO REGIONAL,863,"15,392","12,161",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,050900,AYACUCHO,VILCAS HUAMAN,,PARTIDO APRISTA PERUANO,PARTIDO POLÍTICO,60,"15,392","12,161",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,050900,AYACUCHO,VILCAS HUAMAN,,MOVIMIENTO ETNOCACERISTA AYACUCHO,MOVIMIENTO REGIONAL,21,"15,392","12,161",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,050900,AYACUCHO,VILCAS HUAMAN,,VOTOS EN BLANCO,,853,"15,392","12,161",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,050900,AYACUCHO,VILCAS HUAMAN,,VOTOS NULOS,,"1,031","15,392","12,161",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,051000,AYACUCHO,PAUCAR DEL SARA SARA,,UNIDOS POR EL DESARROLLO DE AYACUCHO,MOVIMIENTO REGIONAL,870,"6,720","5,046",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,051000,AYACUCHO,PAUCAR DEL SARA SARA,,ALIANZA RENACE AYACUCHO,MOVIMIENTO REGIONAL,689,"6,720","5,046",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,051000,AYACUCHO,PAUCAR DEL SARA SARA,,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,MOVIMIENTO REGIONAL,687,"6,720","5,046",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,051000,AYACUCHO,PAUCAR DEL SARA SARA,,FUERZA POPULAR,PARTIDO POLÍTICO,644,"6,720","5,046",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,051000,AYACUCHO,PAUCAR DEL SARA SARA,,QATUN TARPUY,MOVIMIENTO REGIONAL,443,"6,720","5,046",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,051000,AYACUCHO,PAUCAR DEL SARA SARA,,ALIANZA PARA EL PROGRESO DE AYACUCHO,ALIANZA ELECTORAL,414,"6,720","5,046",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,051000,AYACUCHO,PAUCAR DEL SARA SARA,,ACCION POPULAR,PARTIDO POLÍTICO,398,"6,720","5,046",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,051000,AYACUCHO,PAUCAR DEL SARA SARA,,PARTIDO APRISTA PERUANO,PARTIDO POLÍTICO,205,"6,720","5,046",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,051000,AYACUCHO,PAUCAR DEL SARA SARA,,VOTOS EN BLANCO,,282,"6,720","5,046",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,051000,AYACUCHO,PAUCAR DEL SARA SARA,,VOTOS NULOS,,414,"6,720","5,046",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,051100,AYACUCHO,SUCRE,,ALIANZA PARA EL PROGRESO DE AYACUCHO,ALIANZA ELECTORAL,"1,215","7,481","5,919",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,051100,AYACUCHO,SUCRE,,ALIANZA RENACE AYACUCHO,MOVIMIENTO REGIONAL,"1,090","7,481","5,919",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,051100,AYACUCHO,SUCRE,,UNIDOS POR EL DESARROLLO DE AYACUCHO,MOVIMIENTO REGIONAL,961,"7,481","5,919",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,051100,AYACUCHO,SUCRE,,MUSUQ ÑAN,MOVIMIENTO REGIONAL,811,"7,481","5,919",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,051100,AYACUCHO,SUCRE,,QATUN TARPUY,MOVIMIENTO REGIONAL,625,"7,481","5,919",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,051100,AYACUCHO,SUCRE,,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,MOVIMIENTO REGIONAL,397,"7,481","5,919",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,051100,AYACUCHO,SUCRE,,SIEMPRE UNIDOS,PARTIDO POLÍTICO,25,"7,481","5,919",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,051100,AYACUCHO,SUCRE,,VOTOS EN BLANCO,,378,"7,481","5,919",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,051100,AYACUCHO,SUCRE,,VOTOS NULOS,,417,"7,481","5,919",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060100,CAJAMARCA,CAJAMARCA,,FUERZA POPULAR,PARTIDO POLÍTICO,"50,478","239,511","206,320",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060100,CAJAMARCA,CAJAMARCA,,CAJAMARCA EN ACCION,ORGANIZACIÓN LOCAL (PROVINCIAL),"27,985","239,511","206,320",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060100,CAJAMARCA,CAJAMARCA,,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",PARTIDO POLÍTICO,"22,984","239,511","206,320",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060100,CAJAMARCA,CAJAMARCA,,FRENTE REGIONAL DE CAJAMARCA,MOVIMIENTO REGIONAL,"12,751","239,511","206,320",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060100,CAJAMARCA,CAJAMARCA,,ESPERANZA DEL PUEBLO,ORGANIZACIÓN LOCAL (PROVINCIAL),"10,593","239,511","206,320",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060100,CAJAMARCA,CAJAMARCA,,MOVIMIENTO REGIONAL FUERZA SOCIAL CAJAMARCA,MOVIMIENTO REGIONAL,"5,792","239,511","206,320",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060100,CAJAMARCA,CAJAMARCA,,LUCHEMOS POR CAJAMARCA,MOVIMIENTO REGIONAL,"4,816","239,511","206,320",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060100,CAJAMARCA,CAJAMARCA,,PARTIDO APRISTA PERUANO,PARTIDO POLÍTICO,"4,558","239,511","206,320",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060100,CAJAMARCA,CAJAMARCA,,MOVIMIENTO INDEPENDIENTE DIALOGO SOCIAL,MOVIMIENTO REGIONAL,"3,969","239,511","206,320",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060100,CAJAMARCA,CAJAMARCA,,ALIANZA PARA EL PROGRESO,PARTIDO POLÍTICO,"3,865","239,511","206,320",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060100,CAJAMARCA,CAJAMARCA,,SIEMPRE UNIDOS,PARTIDO POLÍTICO,"3,484","239,511","206,320",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060100,CAJAMARCA,CAJAMARCA,,DEMOCRACIA DIRECTA,PARTIDO POLÍTICO,"3,024","239,511","206,320",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060100,CAJAMARCA,CAJAMARCA,,RESTAURACION NACIONAL,PARTIDO POLÍTICO,"2,050","239,511","206,320",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060100,CAJAMARCA,CAJAMARCA,,UNION POR EL PERU,PARTIDO POLÍTICO,"1,705","239,511","206,320",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060100,CAJAMARCA,CAJAMARCA,,PARTIDO HUMANISTA PERUANO,PARTIDO POLÍTICO,"1,212","239,511","206,320",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060100,CAJAMARCA,CAJAMARCA,,PERU POSIBLE,PARTIDO POLÍTICO,838,"239,511","206,320",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060100,CAJAMARCA,CAJAMARCA,,VAMOS PERU,PARTIDO POLÍTICO,784,"239,511","206,320",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060100,CAJAMARCA,CAJAMARCA,,GOBERNABILIDAD E INCLUSION SOCIAL GIS,ORGANIZACIÓN LOCAL (PROVINCIAL),765,"239,511","206,320",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060100,CAJAMARCA,CAJAMARCA,,VOTOS EN BLANCO,,"26,339","239,511","206,320",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060100,CAJAMARCA,CAJAMARCA,,VOTOS NULOS,,"18,328","239,511","206,320",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060200,CAJAMARCA,CAJABAMBA,,CAJAMARCA SIEMPRE VERDE,MOVIMIENTO REGIONAL,"7,492","50,152","38,765",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060200,CAJAMARCA,CAJABAMBA,,GLORIABAMBA,ORGANIZACIÓN LOCAL (PROVINCIAL),"6,247","50,152","38,765",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060200,CAJAMARCA,CAJABAMBA,,FRENTE REGIONAL DE CAJAMARCA,MOVIMIENTO REGIONAL,"3,856","50,152","38,765",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060200,CAJAMARCA,CAJABAMBA,,MOVIMIENTO DE AFIRMACION SOCIAL,MOVIMIENTO REGIONAL,"2,667","50,152","38,765",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060200,CAJAMARCA,CAJABAMBA,,PARTIDO APRISTA PERUANO,PARTIDO POLÍTICO,"1,795","50,152","38,765",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060200,CAJAMARCA,CAJABAMBA,,ALIANZA PARA EL PROGRESO,PARTIDO POLÍTICO,"1,765","50,152","38,765",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060200,CAJAMARCA,CAJABAMBA,,ACCION POPULAR,PARTIDO POLÍTICO,"1,644","50,152","38,765",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060200,CAJAMARCA,CAJABAMBA,,MOVIMIENTO REGIONAL FUERZA SOCIAL CAJAMARCA,MOVIMIENTO REGIONAL,"1,551","50,152","38,765",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060200,CAJAMARCA,CAJABAMBA,,DEMOCRACIA DIRECTA,PARTIDO POLÍTICO,"1,418","50,152","38,765",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060200,CAJAMARCA,CAJABAMBA,,FUERZA POPULAR,PARTIDO POLÍTICO,"1,196","50,152","38,765",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060200,CAJAMARCA,CAJABAMBA,,MOVIMIENTO INDEPENDIENTE DIALOGO SOCIAL,MOVIMIENTO REGIONAL,317,"50,152","38,765",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060200,CAJAMARCA,CAJABAMBA,,PERU POSIBLE,PARTIDO POLÍTICO,167,"50,152","38,765",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060200,CAJAMARCA,CAJABAMBA,,VOTOS EN BLANCO,,"2,983","50,152","38,765",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060200,CAJAMARCA,CAJABAMBA,,VOTOS NULOS,,"5,667","50,152","38,765",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060300,CAJAMARCA,CELENDIN,,MOVIMIENTO DE AFIRMACION SOCIAL,MOVIMIENTO REGIONAL,"18,112","61,927","49,660",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060300,CAJAMARCA,CELENDIN,,CAJAMARCA SIEMPRE VERDE,MOVIMIENTO REGIONAL,"8,696","61,927","49,660",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060300,CAJAMARCA,CELENDIN,,MOVIMIENTO INDEPENDIENTE DIALOGO SOCIAL,MOVIMIENTO REGIONAL,"8,481","61,927","49,660",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060300,CAJAMARCA,CELENDIN,,MOVIMIENTO REGIONAL FUERZA SOCIAL CAJAMARCA,MOVIMIENTO REGIONAL,"3,826","61,927","49,660",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060300,CAJAMARCA,CELENDIN,,SOLIDARIDAD NACIONAL,PARTIDO POLÍTICO,"1,007","61,927","49,660",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060300,CAJAMARCA,CELENDIN,,FUERZA POPULAR,PARTIDO POLÍTICO,513,"61,927","49,660",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060300,CAJAMARCA,CELENDIN,,ALIANZA PARA EL PROGRESO,PARTIDO POLÍTICO,151,"61,927","49,660",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060300,CAJAMARCA,CELENDIN,,VOTOS EN BLANCO,,"6,084","61,927","49,660",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060300,CAJAMARCA,CELENDIN,,VOTOS NULOS,,"2,790","61,927","49,660",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060400,CAJAMARCA,CONTUMAZA,,FUERZA POPULAR,PARTIDO POLÍTICO,"3,343","21,122","17,889",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060400,CAJAMARCA,CONTUMAZA,,PARTIDO APRISTA PERUANO,PARTIDO POLÍTICO,"3,081","21,122","17,889",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060400,CAJAMARCA,CONTUMAZA,,ALIANZA PARA EL PROGRESO,PARTIDO POLÍTICO,"2,675","21,122","17,889",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060400,CAJAMARCA,CONTUMAZA,,CAJAMARCA SIEMPRE VERDE,MOVIMIENTO REGIONAL,"2,658","21,122","17,889",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060400,CAJAMARCA,CONTUMAZA,,MOVIMIENTO DE AFIRMACION SOCIAL,MOVIMIENTO REGIONAL,"1,349","21,122","17,889",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060400,CAJAMARCA,CONTUMAZA,,MOVIMIENTO INDEPENDIENTE DIALOGO SOCIAL,MOVIMIENTO REGIONAL,"1,074","21,122","17,889",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060400,CAJAMARCA,CONTUMAZA,,MOVIMIENTO REGIONAL FUERZA SOCIAL CAJAMARCA,MOVIMIENTO REGIONAL,648,"21,122","17,889",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060400,CAJAMARCA,CONTUMAZA,,FRENTE REGIONAL DE CAJAMARCA,MOVIMIENTO REGIONAL,546,"21,122","17,889",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060400,CAJAMARCA,CONTUMAZA,,VOTOS EN BLANCO,,"1,195","21,122","17,889",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060400,CAJAMARCA,CONTUMAZA,,VOTOS NULOS,,"1,320","21,122","17,889",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060500,CAJAMARCA,CUTERVO,,MOVIMIENTO DE AFIRMACION SOCIAL,MOVIMIENTO REGIONAL,"20,372","89,505","72,309",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060500,CAJAMARCA,CUTERVO,,CAJAMARCA SIEMPRE VERDE,MOVIMIENTO REGIONAL,"15,629","89,505","72,309",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060500,CAJAMARCA,CUTERVO,,FRENTE REGIONAL DE CAJAMARCA,MOVIMIENTO REGIONAL,"12,459","89,505","72,309",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060500,CAJAMARCA,CUTERVO,,MOVIMIENTO REGIONAL FUERZA SOCIAL CAJAMARCA,MOVIMIENTO REGIONAL,"9,503","89,505","72,309",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060500,CAJAMARCA,CUTERVO,,MOVIMIENTO INDEPENDIENTE DIALOGO SOCIAL,MOVIMIENTO REGIONAL,"2,150","89,505","72,309",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060500,CAJAMARCA,CUTERVO,,FUERZA POPULAR,PARTIDO POLÍTICO,"1,691","89,505","72,309",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060500,CAJAMARCA,CUTERVO,,ALIANZA PARA EL PROGRESO,PARTIDO POLÍTICO,469,"89,505","72,309",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060500,CAJAMARCA,CUTERVO,,VOTOS EN BLANCO,,"4,704","89,505","72,309",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060500,CAJAMARCA,CUTERVO,,VOTOS NULOS,,"5,332","89,505","72,309",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060600,CAJAMARCA,CHOTA,,MOVIMIENTO DE AFIRMACION SOCIAL,MOVIMIENTO REGIONAL,"30,617","112,845","92,422",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060600,CAJAMARCA,CHOTA,,FRENTE REGIONAL DE CAJAMARCA,MOVIMIENTO REGIONAL,"17,550","112,845","92,422",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060600,CAJAMARCA,CHOTA,,CAJAMARCA SIEMPRE VERDE,MOVIMIENTO REGIONAL,"8,053","112,845","92,422",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060600,CAJAMARCA,CHOTA,,FUERZA POPULAR,PARTIDO POLÍTICO,"3,392","112,845","92,422",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060600,CAJAMARCA,CHOTA,,MOVIMIENTO INDEPENDIENTE DIALOGO SOCIAL,MOVIMIENTO REGIONAL,"3,287","112,845","92,422",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060600,CAJAMARCA,CHOTA,,MOVIMIENTO REGIONAL FUERZA SOCIAL CAJAMARCA,MOVIMIENTO REGIONAL,"3,215","112,845","92,422",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060600,CAJAMARCA,CHOTA,,ACCION POPULAR,PARTIDO POLÍTICO,"2,818","112,845","92,422",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060600,CAJAMARCA,CHOTA,,DEMOCRACIA DIRECTA,PARTIDO POLÍTICO,"1,836","112,845","92,422",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060600,CAJAMARCA,CHOTA,,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",PARTIDO POLÍTICO,525,"112,845","92,422",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060600,CAJAMARCA,CHOTA,,PARTIDO APRISTA PERUANO,PARTIDO POLÍTICO,480,"112,845","92,422",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060600,CAJAMARCA,CHOTA,,VOTOS EN BLANCO,,"10,553","112,845","92,422",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060600,CAJAMARCA,CHOTA,,VOTOS NULOS,,"10,096","112,845","92,422",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060700,CAJAMARCA,HUALGAYOC,,LUCHEMOS POR CAJAMARCA,MOVIMIENTO REGIONAL,"20,634","65,664","52,525",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060700,CAJAMARCA,HUALGAYOC,,FRENTE REGIONAL DE CAJAMARCA,MOVIMIENTO REGIONAL,"9,744","65,664","52,525",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060700,CAJAMARCA,HUALGAYOC,,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",PARTIDO POLÍTICO,"5,141","65,664","52,525",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060700,CAJAMARCA,HUALGAYOC,,MOVIMIENTO INDEPENDIENTE DIALOGO SOCIAL,MOVIMIENTO REGIONAL,"2,733","65,664","52,525",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060700,CAJAMARCA,HUALGAYOC,,DEMOCRACIA DIRECTA,PARTIDO POLÍTICO,"2,038","65,664","52,525",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060700,CAJAMARCA,HUALGAYOC,,ACCION POPULAR,PARTIDO POLÍTICO,982,"65,664","52,525",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060700,CAJAMARCA,HUALGAYOC,,RESTAURACION NACIONAL,PARTIDO POLÍTICO,829,"65,664","52,525",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060700,CAJAMARCA,HUALGAYOC,,MOVIMIENTO REGIONAL FUERZA SOCIAL CAJAMARCA,MOVIMIENTO REGIONAL,748,"65,664","52,525",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060700,CAJAMARCA,HUALGAYOC,,FUERZA POPULAR,PARTIDO POLÍTICO,460,"65,664","52,525",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060700,CAJAMARCA,HUALGAYOC,,CAJAMARCA SIEMPRE VERDE,MOVIMIENTO REGIONAL,262,"65,664","52,525",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060700,CAJAMARCA,HUALGAYOC,,ALIANZA PARA EL PROGRESO,PARTIDO POLÍTICO,219,"65,664","52,525",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060700,CAJAMARCA,HUALGAYOC,,VOTOS EN BLANCO,,"3,092","65,664","52,525",
ELECCIONES REGIONALES Y MUNICIPALES 2014,MUNICIPAL PROVINCIAL,2014,060700,CAJAMARCA,HUALGAYOC,,VOTOS NULOS,,"5,643","65,664","52,525",
