ELECTION_PROCESS,YEAR,ZIP_CODE,REGION,PROVINCE,DISTRICT,TOTAL_VOTERS,MALE_VOTERS,FEMALE_VOTERS,UNDER_18,AGE_18_TO_20,AGE_21_TO_29,AGE_30_TO_35,AGE_36_TO_50,AGE_51_TO_75,OVER_75,INITIAL_EDUCATION,PRIMARY_EDUCATION,SECONDARY_EDUCATION,UNIVERSITY_EDUCATION,TECHNICAL_EDUCATION,SPECIAL_EDUCATION,NO_EDUCATION,DISABILITIES
ELECCIONES REGIONALES Y MUNICIPALES 2426,2426,200903,PUNO,SAN ROMAN,CABANILLAS,3919,1857,2062,0,255,887,498,1021,1002,256,1,929,2471,202,33,0,283,3,4,0,5,3907
ELECCIONES REGIONALES Y MUNICIPALES 2427,2427,110131,JUNIN,HUANCAYO,SANTO DOMINGO DE ACOBAMBA,4484,2357,2127,0,482,882,507,1156,1222,235,0,1652,1930,50,34,0,818,2,1,3,6,4472
ELECCIONES REGIONALES Y MUNICIPALES 2428,2428,090901,HUANUCO,HUACAYBAMBA,HUACAYBAMBA,4208,2071,2137,0,476,858,424,1045,1098,307,0,1563,1650,105,19,0,871,6,1,5,5,4191
ELECCIONES REGIONALES Y MUNICIPALES 2429,2429,061001,CAJAMARCA,SAN MIGUEL,SAN MIGUEL,9400,4271,5129,0,622,1657,1020,2525,2690,886,0,4534,3010,512,63,0,1281,18,17,0,15,9350
ELECCIONES REGIONALES Y MUNICIPALES 2430,2430,120802,LA LIBERTAD,ASCOPE,CHICAMA,12376,6211,6165,0,823,2383,1421,3227,3719,803,5,2784,8065,868,92,13,549,33,37,7,17,12282
ELECCIONES REGIONALES Y MUNICIPALES 2431,2431,220210,TACNA,TARATA,SITAJARA,353,192,161,0,5,41,38,110,126,33,0,110,207,16,1,0,19,0,1,0,0,352
ELECCIONES REGIONALES Y MUNICIPALES 2432,2432,220201,TACNA,TARATA,TARATA,2676,1381,1295,0,154,476,346,721,770,209,0,661,1565,211,31,0,208,9,0,6,1,2660
ELECCIONES REGIONALES Y MUNICIPALES 2433,2433,030204,APURIMAC,AYMARAES,COLCABAMBA,629,311,318,0,37,127,61,162,177,65,0,193,324,13,0,0,99,2,0,1,0,626
ELECCIONES REGIONALES Y MUNICIPALES 2434,2434,120404,LA LIBERTAD,OTUZCO,HUARANCHAL,4355,2409,1946,0,314,919,535,1294,1101,192,0,2546,1394,34,4,0,377,1,0,0,5,4349
ELECCIONES REGIONALES Y MUNICIPALES 2435,2435,010114,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,1766,862,904,0,123,327,217,545,452,102,0,802,733,55,10,0,166,1,7,0,5,1753
ELECCIONES REGIONALES Y MUNICIPALES 2436,2436,040807,AREQUIPA,LA UNION,QUECHUALLA,412,219,193,0,4,79,45,103,144,37,0,83,265,29,10,0,25,0,0,0,0,412
ELECCIONES REGIONALES Y MUNICIPALES 2437,2437,030606,APURIMAC,GRAU,MICAELA BASTIDAS,799,405,394,0,62,179,104,185,211,58,0,182,495,49,6,0,67,1,0,3,0,795
ELECCIONES REGIONALES Y MUNICIPALES 2438,2438,140104,LIMA,LIMA,BREÑA,105048,49884,55164,0,4758,17447,11667,29086,34049,8041,7,7797,71741,22199,2448,112,744,334,186,61,126,104341
ELECCIONES REGIONALES Y MUNICIPALES 2439,2439,050115,AYACUCHO,HUAMANGA,JESUS NAZARENO,12804,6271,6533,0,1066,3485,2140,3291,2426,396,5,1689,8988,1315,73,5,729,33,12,7,13,12739
ELECCIONES REGIONALES Y MUNICIPALES 2440,2440,210620,SAN MARTIN,SAN MARTIN,SHAPAJA,1989,1015,974,0,95,401,280,566,543,104,0,684,1126,59,7,0,113,1,0,2,1,1985
ELECCIONES REGIONALES Y MUNICIPALES 2441,2441,160301,MADRE DE DIOS,TAHUAMANU,IÑAPARI,1174,676,498,0,78,276,146,390,260,24,0,292,749,57,11,0,65,1,0,0,0,1173
ELECCIONES REGIONALES Y MUNICIPALES 2442,2442,030602,APURIMAC,GRAU,CURPAHUASI,1776,925,851,0,137,410,207,412,486,124,0,612,857,41,4,0,262,2,0,4,3,1767
ELECCIONES REGIONALES Y MUNICIPALES 2443,2443,020503,ANCASH,CASMA,COMANDANTE NOEL,1913,1029,884,0,108,345,257,600,506,97,0,470,1188,52,4,0,199,3,1,1,3,1905
ELECCIONES REGIONALES Y MUNICIPALES 2444,2444,170201,MOQUEGUA,GENERAL SANCHEZ CERRO,OMATE,2207,1123,1084,0,132,286,223,611,729,226,1,475,1411,218,57,0,45,7,4,2,4,2190
ELECCIONES REGIONALES Y MUNICIPALES 2445,2445,140807,LIMA,HUARAL,LAMPIAN,584,308,276,0,12,73,74,154,212,59,0,187,338,31,3,0,25,4,0,0,0,580
ELECCIONES REGIONALES Y MUNICIPALES 2446,2446,030215,APURIMAC,AYMARAES,YANACA,935,460,475,0,47,151,89,243,281,124,0,253,511,43,5,0,123,3,1,2,1,928
ELECCIONES REGIONALES Y MUNICIPALES 2447,2447,040504,AREQUIPA,CASTILLA,CHACHAS,1481,883,598,0,95,321,217,381,379,88,0,545,675,15,3,0,243,0,0,0,1,1480
ELECCIONES REGIONALES Y MUNICIPALES 2448,2448,071307,CUSCO,URUBAMBA,YUCAY,2283,1187,1096,0,147,520,296,601,548,171,0,345,1497,273,44,0,124,7,0,0,1,2275
ELECCIONES REGIONALES Y MUNICIPALES 2449,2449,050109,AYACUCHO,HUAMANGA,VINCHOS,12774,6073,6701,0,1307,3153,1690,3265,2741,618,5,4497,5310,94,18,0,2850,10,0,4,2,12758
ELECCIONES REGIONALES Y MUNICIPALES 2450,2450,250103,UCAYALI,CORONEL PORTILLO,MASISEA,9457,5187,4270,0,920,2247,1273,2550,2197,270,0,4284,4082,73,6,1,1011,3,4,0,1,9449
ELECCIONES REGIONALES Y MUNICIPALES 2451,2451,120102,LA LIBERTAD,TRUJILLO,HUANCHACO,43055,21304,21751,0,3614,11500,6262,11632,8676,1371,9,10416,27225,2863,512,22,2008,40,63,14,51,42887
ELECCIONES REGIONALES Y MUNICIPALES 2452,2452,060501,CAJAMARCA,CUTERVO,CUTERVO,38062,17904,20158,0,3229,8494,5094,10292,8815,2138,8,15750,14017,1633,166,6,6482,106,34,55,86,37781
ELECCIONES REGIONALES Y MUNICIPALES 2453,2453,060502,CAJAMARCA,CUTERVO,CALLAYUC,6626,3452,3174,0,644,1631,841,1691,1450,369,1,3656,1739,43,6,0,1181,7,4,10,14,6591
ELECCIONES REGIONALES Y MUNICIPALES 2454,2454,030704,APURIMAC,CHINCHEROS,COCHARCAS,1400,703,697,0,114,281,145,375,356,129,5,463,646,14,6,0,266,0,0,0,0,1400
ELECCIONES REGIONALES Y MUNICIPALES 2455,2455,200803,PUNO,SANDIA,CUYOCUYO,5126,2670,2456,0,307,1207,709,1416,1231,256,0,1241,3161,104,15,0,605,39,1,19,9,5058
ELECCIONES REGIONALES Y MUNICIPALES 2456,2456,140405,LIMA,CAÑETE,CHILCA,12033,6169,5864,0,945,2887,1829,3437,2510,425,4,2254,8735,571,182,4,283,20,13,3,9,11988
ELECCIONES REGIONALES Y MUNICIPALES 2457,2457,070304,CUSCO,ANTA,LIMATAMBO,6348,3180,3168,0,526,1278,685,1533,1852,474,0,1769,3140,157,26,0,1256,6,1,1,3,6337
ELECCIONES REGIONALES Y MUNICIPALES 2458,2458,140803,LIMA,HUARAL,ATAVILLOS BAJO,874,447,427,0,17,78,60,152,388,179,0,291,496,64,4,0,19,2,0,0,0,872
ELECCIONES REGIONALES Y MUNICIPALES 2459,2459,080117,HUANCAVELICA,HUANCAVELICA,VILCA,1761,800,961,0,175,342,172,390,528,154,0,514,932,50,11,0,254,0,0,0,1,1760
ELECCIONES REGIONALES Y MUNICIPALES 2460,2460,080113,HUANCAVELICA,HUANCAVELICA,MOYA,1096,516,580,0,88,237,120,258,313,80,0,297,586,65,6,0,142,0,0,0,1,1095
ELECCIONES REGIONALES Y MUNICIPALES 2461,2461,080614,HUANCAVELICA,HUAYTARA,SANTIAGO DE QUIRAHUARA,729,377,352,0,29,143,92,170,223,72,0,197,413,21,7,1,90,2,1,0,2,724
ELECCIONES REGIONALES Y MUNICIPALES 2462,2462,050112,AYACUCHO,HUAMANGA,SOCOS,5990,2885,3105,0,495,1406,776,1474,1508,331,7,1993,2690,50,8,0,1242,3,0,0,2,5985
ELECCIONES REGIONALES Y MUNICIPALES 2463,2463,201001,PUNO,YUNGUYO,YUNGUYO,20901,10146,10755,0,1545,4033,2428,5377,6072,1446,0,5683,11089,946,92,1,3090,70,15,13,20,20783
ELECCIONES REGIONALES Y MUNICIPALES 2464,2464,100301,ICA,NASCA,NAZCA,24096,12229,11867,0,1551,5307,3093,6656,6289,1200,6,3123,17522,2263,470,21,691,50,39,5,41,23961
ELECCIONES REGIONALES Y MUNICIPALES 2465,2465,130202,LAMBAYEQUE,FERREÑAFE,INCAHUASI,10591,5151,5440,0,1095,2421,1304,2802,2448,521,2,3674,4123,93,21,0,2678,9,2,4,7,10569
ELECCIONES REGIONALES Y MUNICIPALES 2466,2466,060301,CAJAMARCA,CELENDIN,CELENDIN,18598,8476,10122,0,1506,4284,2378,4579,4577,1274,2,6793,8486,1341,80,10,1886,105,36,31,41,18385
ELECCIONES REGIONALES Y MUNICIPALES 2467,2467,080109,HUANCAVELICA,HUANCAVELICA,IZCUCHACA,926,448,478,0,78,206,114,221,261,46,0,222,548,59,7,0,90,0,0,0,0,926
ELECCIONES REGIONALES Y MUNICIPALES 2468,2468,040112,AREQUIPA,AREQUIPA,QUEQUEÑA,1505,748,757,0,44,246,258,489,390,78,0,269,1012,133,22,0,69,5,1,0,0,1499
ELECCIONES REGIONALES Y MUNICIPALES 2469,2469,140305,LIMA,CANTA,LACHAQUI,897,479,418,0,28,112,91,223,317,126,0,306,524,38,9,0,20,0,0,0,1,896
ELECCIONES REGIONALES Y MUNICIPALES 2470,2470,110904,JUNIN,CHUPACA,HUACHAC,2463,1118,1345,0,160,484,309,564,704,242,1,441,1623,212,29,2,155,3,1,0,6,2453
ELECCIONES REGIONALES Y MUNICIPALES 2471,2471,140142,LIMA,LIMA,LOS OLIVOS,294021,145376,148645,0,17410,66414,44894,85194,69814,10295,45,28644,215223,40556,5938,283,3332,505,452,83,310,292671
ELECCIONES REGIONALES Y MUNICIPALES 2472,2472,180303,PASCO,OXAPAMPA,HUANCABAMBA,4739,2476,2263,0,309,1070,667,1403,1093,197,1,2406,1652,91,19,0,570,5,2,3,1,4728
ELECCIONES REGIONALES Y MUNICIPALES 2473,2473,070701,CUSCO,CHUMBIVILCAS,SANTO TOMAS,15560,7563,7997,0,1637,3552,1645,3495,4204,1027,0,4356,7507,315,40,0,3342,34,1,13,15,15497
ELECCIONES REGIONALES Y MUNICIPALES 2474,2474,120701,LA LIBERTAD,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,15956,8141,7815,0,1317,3799,2049,3904,3793,1094,0,7970,6114,424,47,0,1401,18,3,5,3,15927
ELECCIONES REGIONALES Y MUNICIPALES 2475,2475,050525,AYACUCHO,LUCANAS,SANTA LUCIA,772,418,354,0,36,121,82,212,243,78,0,255,440,22,2,0,53,1,0,0,0,771
ELECCIONES REGIONALES Y MUNICIPALES 2476,2476,140508,LIMA,HUAURA,LEONCIO PRADO,1796,1001,795,0,145,356,237,465,482,111,0,679,1009,26,6,0,76,2,0,0,3,1791
ELECCIONES REGIONALES Y MUNICIPALES 2477,2477,210801,SAN MARTIN,TOCACHE,TOCACHE,22576,12348,10228,0,1674,5211,3053,6025,6004,609,3,8165,11693,741,110,11,1853,30,18,11,31,22486
ELECCIONES REGIONALES Y MUNICIPALES 2478,2478,120706,LA LIBERTAD,SANTIAGO DE CHUCO,SANTA CRUZ DE CHUCA,2272,1189,1083,0,175,502,274,585,568,168,0,1093,900,33,10,0,236,1,1,1,2,2267
ELECCIONES REGIONALES Y MUNICIPALES 2479,2479,201102,PUNO,SAN ANTONIO DE PUTINA,PEDRO VILCA APAZA,1708,848,860,0,140,361,199,428,457,123,0,423,985,44,3,0,253,5,0,4,2,1697
ELECCIONES REGIONALES Y MUNICIPALES 2480,2480,030209,APURIMAC,AYMARAES,POCOHUANCA,1050,551,499,0,59,199,111,284,303,94,0,270,594,66,9,0,111,0,0,1,1,1048
ELECCIONES REGIONALES Y MUNICIPALES 2481,2481,051104,AYACUCHO,SUCRE,SAN SALVADOR DE QUIJE,982,507,475,0,84,218,115,233,263,69,0,339,485,15,1,0,142,0,0,0,0,982
ELECCIONES REGIONALES Y MUNICIPALES 2482,2482,200610,PUNO,LAMPA,VILAVILA,896,466,430,0,54,247,117,262,181,35,0,283,521,41,12,0,39,1,0,0,1,894
ELECCIONES REGIONALES Y MUNICIPALES 2483,2483,140701,LIMA,YAUYOS,YAUYOS,1414,742,672,0,94,270,144,314,417,175,2,360,842,146,28,0,36,4,4,2,1,1403
ELECCIONES REGIONALES Y MUNICIPALES 2484,2484,020320,ANCASH,BOLOGNESI,TICLLOS,499,240,259,0,27,83,57,132,140,60,0,184,252,15,2,0,46,1,0,0,0,498
ELECCIONES REGIONALES Y MUNICIPALES 2485,2485,140718,LIMA,YAUYOS,MIRAFLORES,242,118,124,0,14,37,25,61,67,38,0,87,139,12,0,0,4,0,0,0,0,242
ELECCIONES REGIONALES Y MUNICIPALES 2486,2486,100305,ICA,NASCA,VISTA ALEGRE,14095,7163,6932,0,1036,3476,1989,4066,2948,580,2,2070,10548,711,248,8,508,32,14,1,20,14028
ELECCIONES REGIONALES Y MUNICIPALES 2487,2487,090506,HUANUCO,MARAÑON,LA MORADA,1203,642,561,0,76,214,167,416,305,25,0,521,529,25,4,0,124,3,1,1,0,1198
ELECCIONES REGIONALES Y MUNICIPALES 2488,2488,060601,CAJAMARCA,CHOTA,CHOTA,38259,17410,20849,0,2769,8090,4934,10845,9273,2348,3,14003,14449,2432,247,5,7120,159,47,37,54,37962
ELECCIONES REGIONALES Y MUNICIPALES 2489,2489,080509,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,7441,3463,3978,0,750,1770,1019,1922,1670,310,0,1944,4006,177,49,0,1265,10,0,3,7,7421
ELECCIONES REGIONALES Y MUNICIPALES 2490,2490,071304,CUSCO,URUBAMBA,MACHUPICCHU,5524,2908,2616,0,289,1193,1043,1832,1074,93,0,639,3998,588,114,0,185,3,4,1,5,5511
ELECCIONES REGIONALES Y MUNICIPALES 2491,2491,070307,CUSCO,ANTA,ZURITE,3187,1583,1604,0,203,720,380,775,864,245,0,674,1960,147,32,0,374,3,1,2,2,3179
ELECCIONES REGIONALES Y MUNICIPALES 2492,2492,180111,PASCO,PASCO,TICLACAYAN,3499,1706,1793,0,189,897,485,936,828,164,0,844,2100,143,19,0,393,6,0,2,5,3486
ELECCIONES REGIONALES Y MUNICIPALES 2493,2493,050108,AYACUCHO,HUAMANGA,SANTIAGO DE PISCHA,1361,688,673,0,104,229,151,333,393,151,0,400,673,39,5,0,244,2,0,0,0,1359
ELECCIONES REGIONALES Y MUNICIPALES 2494,2494,040118,AREQUIPA,AREQUIPA,SANTA RITA DE SIHUAS,4800,2464,2336,0,350,1348,834,1351,825,92,0,981,3379,175,55,0,210,4,0,0,1,4795
ELECCIONES REGIONALES Y MUNICIPALES 2495,2495,051008,AYACUCHO,PAUCAR DEL SARA SARA,SAN JAVIER DE ALPABAMBA,459,248,211,0,16,59,44,119,169,52,0,125,254,11,2,0,67,2,1,0,0,456
ELECCIONES REGIONALES Y MUNICIPALES 2496,2496,050114,AYACUCHO,HUAMANGA,PACAYCASA,2350,1156,1194,0,204,598,357,561,507,123,1,553,1459,40,5,0,292,2,1,1,2,2344
ELECCIONES REGIONALES Y MUNICIPALES 2497,2497,022001,ANCASH,OCROS,ACAS,353,181,172,0,9,41,49,93,129,32,0,140,183,11,4,0,15,1,0,0,1,351
ELECCIONES REGIONALES Y MUNICIPALES 2498,2498,061101,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,25913,13745,12168,0,2606,6337,3413,6870,5632,1055,8,10455,12271,698,126,21,2334,51,15,13,41,25793
ELECCIONES REGIONALES Y MUNICIPALES 2499,2499,030206,APURIMAC,AYMARAES,CHAPIMARCA,1793,886,907,0,104,337,170,456,544,182,0,564,865,39,10,0,315,3,5,0,2,1783
ELECCIONES REGIONALES Y MUNICIPALES 2500,2500,050707,AYACUCHO,VICTOR FAJARDO,COLCA,1092,534,558,0,80,177,101,273,295,166,0,355,515,72,2,1,147,2,1,3,4,1082
ELECCIONES REGIONALES Y MUNICIPALES 2501,2501,140629,LIMA,HUAROCHIRI,SURCO,1683,884,799,0,80,295,196,508,500,104,0,323,1203,99,19,0,39,0,1,0,1,1681
ELECCIONES REGIONALES Y MUNICIPALES 2502,2502,021404,ANCASH,SIHUAS,HUAYLLABAMBA,2745,1322,1423,0,239,581,319,618,781,207,0,865,1295,76,9,0,500,1,1,1,1,2741
ELECCIONES REGIONALES Y MUNICIPALES 2503,2503,110133,JUNIN,HUANCAYO,SAPALLANGA,13872,6581,7291,0,1125,3195,1990,3596,3268,698,2,2977,8866,679,169,8,1171,16,9,7,9,13831
ELECCIONES REGIONALES Y MUNICIPALES 2504,2504,070601,CUSCO,CANCHIS,SICUANI,44673,21935,22738,0,4065,11283,5881,11415,10081,1948,4,7854,28444,4061,623,18,3669,64,25,16,22,44546
ELECCIONES REGIONALES Y MUNICIPALES 2505,2505,070404,CUSCO,CALCA,LARES,5433,2782,2651,0,458,1128,703,1427,1356,361,0,2278,1930,38,11,0,1176,3,0,3,2,5425
ELECCIONES REGIONALES Y MUNICIPALES 2506,2506,030705,APURIMAC,CHINCHEROS,ANCO HUALLO,7739,3656,4083,0,654,1858,890,1976,1851,510,4,2399,3863,192,32,0,1249,6,3,3,4,7723
ELECCIONES REGIONALES Y MUNICIPALES 2507,2507,180204,PASCO,DANIEL ALCIDES CARRION,PAUCAR,2050,1001,1049,0,184,413,194,431,636,192,0,574,1099,54,15,1,307,6,0,1,3,2040
ELECCIONES REGIONALES Y MUNICIPALES 2508,2508,150501,LORETO,UCAYALI,CONTAMANA,16316,8512,7804,0,1650,4195,2199,4248,3558,466,3,6155,8773,469,44,2,870,41,8,40,21,16206
ELECCIONES REGIONALES Y MUNICIPALES 2509,2509,130303,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,7671,3834,3837,0,555,1578,915,1939,2128,556,0,2499,4483,273,52,1,363,6,10,6,16,7633
ELECCIONES REGIONALES Y MUNICIPALES 2510,2510,040210,AREQUIPA,CAYLLOMA,LARI,961,497,464,0,67,218,98,247,250,81,0,274,543,25,3,0,116,1,0,1,2,957
ELECCIONES REGIONALES Y MUNICIPALES 2511,2511,110105,JUNIN,HUANCAYO,CULLHUAS,2126,1013,1113,0,142,425,278,616,553,112,0,762,1075,16,7,0,266,2,1,0,0,2123
ELECCIONES REGIONALES Y MUNICIPALES 2512,2512,230201,TUMBES,CONTRALMIRANTE VILLAR,ZORRITOS,8472,4530,3942,0,610,1758,1186,2422,2155,341,0,2220,5432,559,67,25,169,41,9,7,22,8393
ELECCIONES REGIONALES Y MUNICIPALES 2513,2513,070204,CUSCO,ACOMAYO,POMACANCHI,5579,2754,2825,0,659,1251,538,1478,1319,334,0,1501,2815,114,28,0,1121,8,1,10,0,5560
ELECCIONES REGIONALES Y MUNICIPALES 2514,2514,080203,HUANCAVELICA,ACOBAMBA,ANDABAMBA,2666,1282,1384,0,285,670,393,604,585,129,1,862,1226,12,1,0,564,6,0,0,2,2658
ELECCIONES REGIONALES Y MUNICIPALES 2515,2515,090323,HUANUCO,DOS DE MAYO,YANAS,2277,1118,1159,0,216,456,244,554,662,145,0,940,924,38,10,0,365,19,0,21,14,2223
ELECCIONES REGIONALES Y MUNICIPALES 2516,2516,140109,LIMA,LIMA,LA VICTORIA,203156,103186,99970,0,10347,36684,24539,57108,61001,13477,15,23460,145476,28060,3231,199,2715,532,363,69,197,201995
ELECCIONES REGIONALES Y MUNICIPALES 2517,2517,140111,LIMA,LIMA,LINCE,84237,38282,45955,0,3167,11995,9216,23826,28454,7579,2,5226,52084,24783,1653,85,404,229,136,25,70,83777
ELECCIONES REGIONALES Y MUNICIPALES 2518,2518,090704,HUANUCO,PACHITEA,MOLINO,9151,4528,4623,0,1095,2297,1285,2333,1833,308,1,3579,2580,65,13,2,2911,38,4,9,7,9093
ELECCIONES REGIONALES Y MUNICIPALES 2519,2519,150505,LORETO,UCAYALI,SARAYACU,9228,5106,4122,0,853,2182,1140,2563,2154,336,1,4054,4220,53,7,0,893,14,2,11,4,9197
ELECCIONES REGIONALES Y MUNICIPALES 2520,2520,030101,APURIMAC,ABANCAY,ABANCAY,44915,22074,22841,0,3722,12122,6959,11825,8583,1704,18,6148,30406,5725,584,24,2010,141,75,29,50,44620
ELECCIONES REGIONALES Y MUNICIPALES 2521,2521,071201,CUSCO,QUISPICANCHI,URCOS,9807,4833,4974,0,926,2521,1328,2410,2213,409,6,2992,4988,512,103,1,1205,27,14,7,9,9750
ELECCIONES REGIONALES Y MUNICIPALES 2522,2522,110112,JUNIN,HUANCAYO,CHUPURO,1915,917,998,0,135,427,220,487,516,130,0,503,1183,71,18,0,140,0,0,1,0,1914
ELECCIONES REGIONALES Y MUNICIPALES 2523,2523,090408,HUANUCO,HUAMALIES,PUNCHAO,1709,855,854,0,153,417,196,401,454,88,1,568,802,18,4,0,316,4,0,0,1,1704
ELECCIONES REGIONALES Y MUNICIPALES 2524,2524,200507,PUNO,HUANCANE,ROSASPATA,4827,2400,2427,0,306,909,567,1169,1419,457,1,1395,2539,136,17,1,738,5,0,1,0,4821
ELECCIONES REGIONALES Y MUNICIPALES 2525,2525,210201,SAN MARTIN,HUALLAGA,SAPOSOA,11281,6030,5251,0,818,2488,1520,3126,2761,568,6,5502,4615,392,50,4,712,56,20,77,23,11105
ELECCIONES REGIONALES Y MUNICIPALES 2526,2526,050405,AYACUCHO,LA MAR,CHUNGUI,3320,1736,1584,0,447,708,393,877,753,142,1,1289,1431,36,7,0,556,6,0,1,2,3311
ELECCIONES REGIONALES Y MUNICIPALES 2527,2527,030318,APURIMAC,ANDAHUAYLAS,SAN MIGUEL DE CHACCRAMPA,1529,765,764,0,123,400,198,396,337,75,1,533,641,3,2,0,349,1,0,1,1,1526
ELECCIONES REGIONALES Y MUNICIPALES 2528,2528,030308,APURIMAC,ANDAHUAYLAS,PAMPACHIRI,1720,831,889,0,149,302,168,454,468,179,0,557,784,30,14,0,335,1,2,0,2,1715
ELECCIONES REGIONALES Y MUNICIPALES 2529,2529,180109,PASCO,PASCO,SAN FCO DE ASIS DE YARUSYACAN,5569,2815,2754,0,312,1398,839,1609,1208,203,0,1086,3779,246,61,0,397,9,2,2,2,5554
ELECCIONES REGIONALES Y MUNICIPALES 2530,2530,200306,PUNO,CARABAYA,CRUCERO,5893,2818,3075,0,587,1530,815,1550,1170,241,0,1904,3287,99,9,0,594,4,0,3,1,5885
ELECCIONES REGIONALES Y MUNICIPALES 2531,2531,060513,CAJAMARCA,CUTERVO,SANTO TOMAS,5515,2820,2695,0,576,1142,621,1483,1386,307,0,2664,1955,99,9,2,786,9,5,8,15,5478
ELECCIONES REGIONALES Y MUNICIPALES 2532,2532,050905,AYACUCHO,VILCAS HUAMAN,CONCEPCION,2035,996,1039,0,174,446,230,502,507,176,0,722,973,29,3,0,308,5,1,0,5,2024
ELECCIONES REGIONALES Y MUNICIPALES 2533,2533,140725,LIMA,YAUYOS,TAURIPAMPA,746,384,362,0,31,110,70,200,241,94,0,243,442,36,10,0,15,1,0,0,0,745
ELECCIONES REGIONALES Y MUNICIPALES 2534,2534,040510,AREQUIPA,CASTILLA,PAMPACOLCA,1879,983,896,0,120,305,161,443,616,234,0,609,979,63,11,0,217,1,1,1,2,1874
ELECCIONES REGIONALES Y MUNICIPALES 2535,2535,060610,CAJAMARCA,CHOTA,LLAMA,4586,2166,2420,0,286,791,492,1235,1386,396,0,2261,1742,67,8,0,508,16,2,4,4,4560
ELECCIONES REGIONALES Y MUNICIPALES 2536,2536,061005,CAJAMARCA,SAN MIGUEL,NANCHOC,1154,593,561,0,61,187,144,326,333,103,0,417,583,42,4,1,107,1,3,0,2,1148
ELECCIONES REGIONALES Y MUNICIPALES 2537,2537,050512,AYACUCHO,LUCANAS,LEONCIO PRADO,879,458,421,0,38,119,67,216,317,122,0,255,506,28,8,0,82,0,0,0,0,879
ELECCIONES REGIONALES Y MUNICIPALES 2538,2538,190106,PIURA,PIURA,LA UNION,27987,13888,14099,0,2213,6768,3994,7410,6440,1162,2,10407,13652,1085,163,9,2669,65,25,24,42,27831
ELECCIONES REGIONALES Y MUNICIPALES 2539,2539,061102,CAJAMARCA,SAN IGNACIO,CHIRINOS,10600,5736,4864,0,930,2507,1505,2842,2387,429,1,4752,4668,104,29,1,1045,17,3,14,14,10552
ELECCIONES REGIONALES Y MUNICIPALES 2540,2540,020325,ANCASH,BOLOGNESI,HUALLANCA,4592,2438,2154,0,423,1115,659,1227,950,218,1,1471,2659,147,20,0,294,1,2,1,1,4587
ELECCIONES REGIONALES Y MUNICIPALES 2541,2541,021403,ANCASH,SIHUAS,CHINGALPO,788,415,373,0,54,187,109,200,187,51,0,317,374,16,0,0,81,2,0,0,0,786
ELECCIONES REGIONALES Y MUNICIPALES 2542,2542,050311,AYACUCHO,HUANTA,UCHURACCAY,2304,1134,1170,0,167,480,279,635,658,85,0,1040,533,4,1,0,726,4,0,0,1,2299
ELECCIONES REGIONALES Y MUNICIPALES 2543,2543,110114,JUNIN,HUANCAYO,HUACRAPUQUIO,1141,488,653,0,86,227,117,240,353,118,0,397,582,31,4,0,127,3,0,0,1,1137
ELECCIONES REGIONALES Y MUNICIPALES 2544,2544,040301,AREQUIPA,CAMANA,CAMANA,13409,6899,6510,0,930,2835,1621,3504,3751,768,1,1790,9109,1979,209,7,314,15,19,0,13,13362
ELECCIONES REGIONALES Y MUNICIPALES 2545,2545,080501,HUANCAVELICA,TAYACAJA,PAMPAS,6896,3251,3645,0,862,1829,892,1601,1445,267,0,1468,4044,507,88,0,789,13,1,7,8,6867
ELECCIONES REGIONALES Y MUNICIPALES 2546,2546,200705,PUNO,MELGAR,MACARI,5382,2604,2778,0,524,1251,695,1380,1231,301,0,1536,3265,146,12,0,423,6,1,5,3,5367
ELECCIONES REGIONALES Y MUNICIPALES 2547,2547,010509,AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA,6433,3553,2880,0,544,1531,1012,1915,1261,170,1,3524,2352,60,6,0,490,2,4,4,7,6416
ELECCIONES REGIONALES Y MUNICIPALES 2548,2548,150411,LORETO,REQUENA,YAQUERANA,1675,881,794,0,155,506,264,420,303,27,7,685,851,12,1,0,119,0,0,1,0,1674
ELECCIONES REGIONALES Y MUNICIPALES 2549,2549,030614,APURIMAC,GRAU,CURASCO,984,496,488,0,101,249,124,212,241,57,0,328,490,11,3,0,152,3,0,2,1,978
ELECCIONES REGIONALES Y MUNICIPALES 2550,2550,140620,LIMA,HUAROCHIRI,SAN LORENZO DE QUINTI,1195,633,562,0,62,201,103,303,413,113,0,428,689,38,6,0,34,0,0,0,0,1195
ELECCIONES REGIONALES Y MUNICIPALES 2551,2551,190304,PIURA,HUANCABAMBA,SONDOR,5391,2767,2624,0,578,1229,634,1348,1308,294,5,2557,1867,68,8,0,886,4,1,7,9,5370
ELECCIONES REGIONALES Y MUNICIPALES 2552,2552,220110,TACNA,TACNA,SAMA,2211,1232,979,0,81,368,275,675,682,130,0,489,1398,180,17,2,125,3,4,0,1,2203
ELECCIONES REGIONALES Y MUNICIPALES 2553,2553,120807,LA LIBERTAD,ASCOPE,RAZURI,5541,2735,2806,0,387,1128,709,1592,1420,305,2,1461,3525,311,64,11,167,23,19,1,13,5485
