ELECTION_PROCESS,ELECTION_TYPE,YEAR,ZIP_CODE,REGION,PROVINCE,DISTRICT,POLITICAL_ORGANIZATION,POLITICAL_ORGANIZATION_TYPE,VOTES_OBTAINED,TOTAL_VOTES,VOTES_NOT_OBTAINED
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,030000,APURIMAC,,,VOTOS NULOS,,"18,504","239,470","199,936"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,040000,AREQUIPA,,,ALIANZA POR AREQUIPA,ALIANZA ELECTORAL,"203,302","879,176","777,473"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,040000,AREQUIPA,,,FUERZA AREQUIPEÑA,MOVIMIENTO REGIONAL,"139,616","879,176","777,473"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,040000,AREQUIPA,,,AREQUIPA RENACE,MOVIMIENTO REGIONAL,"126,660","879,176","777,473"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,040000,AREQUIPA,,,JUNTOS POR EL SUR,MOVIMIENTO REGIONAL,"39,685","879,176","777,473"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,040000,AREQUIPA,,,FRENTE DE MOVILIZACION SOCIAL,MOVIMIENTO REGIONAL,"18,483","879,176","777,473"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,040000,AREQUIPA,,,PARTIDO APRISTA PERUANO,PARTIDO POLÍTICO,"18,151","879,176","777,473"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,040000,AREQUIPA,,,AREQUIPA PRIMERO,MOVIMIENTO REGIONAL,"17,971","879,176","777,473"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,040000,AREQUIPA,,,DECIDE,MOVIMIENTO REGIONAL,"16,667","879,176","777,473"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,040000,AREQUIPA,,,MOVIMIENTO INDEPENDIENTE LEON DEL SUR,MOVIMIENTO REGIONAL,"12,969","879,176","777,473"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,040000,AREQUIPA,,,ALIANZA PARA EL PROGRESO,PARTIDO POLÍTICO,"9,017","879,176","777,473"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,040000,AREQUIPA,,,MOVIMIENTO ETNOCACERISTA AREQUIPA,MOVIMIENTO REGIONAL,"7,827","879,176","777,473"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,040000,AREQUIPA,,,RESTAURACION NACIONAL,PARTIDO POLÍTICO,"6,406","879,176","777,473"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,040000,AREQUIPA,,,PARTIDO POPULAR CRISTIANO - PPC,PARTIDO POLÍTICO,"5,365","879,176","777,473"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,040000,AREQUIPA,,,UNION POR EL PERU,PARTIDO POLÍTICO,"5,208","879,176","777,473"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,040000,AREQUIPA,,,PERU POSIBLE,PARTIDO POLÍTICO,"5,165","879,176","777,473"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,040000,AREQUIPA,,,MOVIMIENTO NUEVA IZQUIERDA,PARTIDO POLÍTICO,"4,855","879,176","777,473"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,040000,AREQUIPA,,,PARTIDO DEMOCRATICO SOMOS PERU,PARTIDO POLÍTICO,"4,176","879,176","777,473"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,040000,AREQUIPA,,,AGRUPACION INDEPENDIENTE SI CUMPLE,PARTIDO POLÍTICO,"2,942","879,176","777,473"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,040000,AREQUIPA,,,VOTOS EN BLANCO,,"77,724","879,176","777,473"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,040000,AREQUIPA,,,VOTOS NULOS,,"55,284","879,176","777,473"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,050000,AYACUCHO,,,MOVIMIENTO INDEPENDIENTE REGIONAL TODOS CON AYACUCHO,MOVIMIENTO REGIONAL,"71,268","362,985","301,890"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,050000,AYACUCHO,,,ALIANZA PARA EL PROGRESO,PARTIDO POLÍTICO,"62,466","362,985","301,890"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,050000,AYACUCHO,,,QATUN TARPUY,MOVIMIENTO REGIONAL,"32,288","362,985","301,890"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,050000,AYACUCHO,,,FRENTE REGIONAL TUNA,ALIANZA ELECTORAL,"16,311","362,985","301,890"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,050000,AYACUCHO,,,MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL,MOVIMIENTO REGIONAL,"15,488","362,985","301,890"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,050000,AYACUCHO,,,MUSUQ ÑAN,MOVIMIENTO REGIONAL,"13,322","362,985","301,890"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,050000,AYACUCHO,,,UNIDOS POR EL DESARROLLO DE AYACUCHO,MOVIMIENTO REGIONAL,"11,040","362,985","301,890"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,050000,AYACUCHO,,,JUNTOS SI SE PUEDE,MOVIMIENTO REGIONAL,"7,758","362,985","301,890"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,050000,AYACUCHO,,,PARTIDO APRISTA PERUANO,PARTIDO POLÍTICO,"5,654","362,985","301,890"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,050000,AYACUCHO,,,RESTAURACION NACIONAL,PARTIDO POLÍTICO,"4,116","362,985","301,890"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,050000,AYACUCHO,,,MOVIMIENTO DE IDENTIDAD REGIONAL DE AYACUCHO,MOVIMIENTO REGIONAL,0,"362,985","301,890"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,050000,AYACUCHO,,,VOTOS EN BLANCO,,"34,252","362,985","301,890"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,050000,AYACUCHO,,,VOTOS NULOS,,"27,927","362,985","301,890"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,060000,CAJAMARCA,,,MOVIMIENTO DE AFIRMACION  SOCIAL,ALIANZA ELECTORAL,"159,660","874,695","745,457"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,060000,CAJAMARCA,,,MOVIMIENTO REGIONAL FUERZA SOCIAL CAJAMARCA,MOVIMIENTO REGIONAL,"66,430","874,695","745,457"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,060000,CAJAMARCA,,,FRENTE REGIONAL DE CAJAMARCA,MOVIMIENTO REGIONAL,"63,838","874,695","745,457"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,060000,CAJAMARCA,,,PARTIDO APRISTA PERUANO,PARTIDO POLÍTICO,"44,953","874,695","745,457"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,060000,CAJAMARCA,,,ALIANZA CAJAMARCA SIEMPRE VERDE - FUERZA 2011,ALIANZA ELECTORAL,"42,356","874,695","745,457"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,060000,CAJAMARCA,,,ALIANZA PARA EL PROGRESO,PARTIDO POLÍTICO,"33,714","874,695","745,457"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,060000,CAJAMARCA,,,PERU POSIBLE,PARTIDO POLÍTICO,"29,890","874,695","745,457"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,060000,CAJAMARCA,,,ACCION POPULAR,PARTIDO POLÍTICO,"27,614","874,695","745,457"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,060000,CAJAMARCA,,,TIERRA Y LIBERTAD,MOVIMIENTO REGIONAL,"22,473","874,695","745,457"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,060000,CAJAMARCA,,,EL AGRO A LA REGION,MOVIMIENTO REGIONAL,"16,094","874,695","745,457"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,060000,CAJAMARCA,,,UNION POR EL PERU,PARTIDO POLÍTICO,"12,068","874,695","745,457"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,060000,CAJAMARCA,,,VOTOS EN BLANCO,,"127,964","874,695","745,457"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,060000,CAJAMARCA,,,VOTOS NULOS,,"98,403","874,695","745,457"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,070000,CUSCO,,,GRAN ALIANZA NACIONALISTA CUSCO,ALIANZA ELECTORAL,"170,873","763,669","652,786"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,070000,CUSCO,,,MOVIMIENTO REGIONAL PAN,MOVIMIENTO REGIONAL,"131,692","763,669","652,786"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,070000,CUSCO,,,RESTAURACION NACIONAL,PARTIDO POLÍTICO,"45,987","763,669","652,786"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,070000,CUSCO,,,MOVIMIENTO REGIONAL ACUERDO POPULAR UNIFICADO,MOVIMIENTO REGIONAL,"37,471","763,669","652,786"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,070000,CUSCO,,,AUTOGOBIERNO AYLLU,MOVIMIENTO REGIONAL,"22,374","763,669","652,786"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,070000,CUSCO,,,TIERRA Y LIBERTAD CUSCO,MOVIMIENTO REGIONAL,"22,271","763,669","652,786"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,070000,CUSCO,,,PERU POSIBLE,PARTIDO POLÍTICO,"20,451","763,669","652,786"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,070000,CUSCO,,,UNION POR EL PERU,PARTIDO POLÍTICO,"17,315","763,669","652,786"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,070000,CUSCO,,,FUERZA 2011,PARTIDO POLÍTICO,"16,312","763,669","652,786"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,070000,CUSCO,,,PARTIDO DEMOCRATICO SOMOS PERU,PARTIDO POLÍTICO,"16,074","763,669","652,786"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,070000,CUSCO,,,PARTIDO APRISTA PERUANO,PARTIDO POLÍTICO,"11,258","763,669","652,786"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,070000,CUSCO,,,VOTOS EN BLANCO,,"87,924","763,669","652,786"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,070000,CUSCO,,,VOTOS NULOS,,"52,784","763,669","652,786"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,080000,HUANCAVELICA,,,MOVIMIENTO INDEPENDIENTE TRABAJANDO PARA TODOS,MOVIMIENTO REGIONAL,"52,156","249,077","212,740"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,080000,HUANCAVELICA,,,MOVIMIENTO REGIONAL AYNI,MOVIMIENTO REGIONAL,"38,073","249,077","212,740"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,080000,HUANCAVELICA,,,MOVIMIENTO INDEPENDIENTE REGIONAL UNIDOS POR HUANCAVELICA,MOVIMIENTO REGIONAL,"30,497","249,077","212,740"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,080000,HUANCAVELICA,,,PROYECTO INTEGRACIONISTA DE COMUNIDADES ORGANIZADAS,MOVIMIENTO REGIONAL,"24,728","249,077","212,740"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,080000,HUANCAVELICA,,,MOVIMIENTO INDEPENDIENTE DE CAMPESINOS Y PROFESIONALES,MOVIMIENTO REGIONAL,"15,676","249,077","212,740"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,080000,HUANCAVELICA,,,PARTIDO APRISTA PERUANO,PARTIDO POLÍTICO,"2,993","249,077","212,740"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,080000,HUANCAVELICA,,,ACCION POPULAR,PARTIDO POLÍTICO,"2,954","249,077","212,740"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,080000,HUANCAVELICA,,,PARTIDO POPULAR CRISTIANO - PPC,PARTIDO POLÍTICO,"2,184","249,077","212,740"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,080000,HUANCAVELICA,,,FONAVISTAS DEL PERU,PARTIDO POLÍTICO,"1,804","249,077","212,740"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,080000,HUANCAVELICA,,,VOTOS EN BLANCO,,"27,770","249,077","212,740"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,080000,HUANCAVELICA,,,VOTOS NULOS,,"13,905","249,077","212,740"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,090000,HUANUCO,,,PARTIDO DEMOCRATICO SOMOS PERU,PARTIDO POLÍTICO,"81,072","437,387","361,626"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,090000,HUANUCO,,,MOVIMIENTO POLITICO HECHOS Y NO PALABRAS,MOVIMIENTO REGIONAL,"70,975","437,387","361,626"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,090000,HUANUCO,,,MOVIMIENTO INDEPENDIENTE REGIONAL LUCHEMOS POR HUANUCO,MOVIMIENTO REGIONAL,"33,325","437,387","361,626"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,090000,HUANUCO,,,AUTENTICO REGIONAL,MOVIMIENTO REGIONAL,"30,681","437,387","361,626"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,090000,HUANUCO,,,ACCION POPULAR,PARTIDO POLÍTICO,"21,397","437,387","361,626"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,090000,HUANUCO,,,FRENTE AMPLIO REGIONAL,MOVIMIENTO REGIONAL,"16,722","437,387","361,626"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,090000,HUANUCO,,,PARTIDO APRISTA PERUANO,PARTIDO POLÍTICO,"15,773","437,387","361,626"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,090000,HUANUCO,,,ALIANZA PARA EL PROGRESO,PARTIDO POLÍTICO,"6,823","437,387","361,626"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,090000,HUANUCO,,,VOTOS EN BLANCO,,"52,582","437,387","361,626"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,090000,HUANUCO,,,VOTOS NULOS,,"32,276","437,387","361,626"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,100000,ICA,,,FRENTE REGIONAL PROGRESISTA IQUEÑO,MOVIMIENTO REGIONAL,"78,312","510,139","455,991"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,100000,ICA,,,FUERZA 2011,PARTIDO POLÍTICO,"77,366","510,139","455,991"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,100000,ICA,,,PARTIDO REGIONAL DE INTEGRACION,MOVIMIENTO REGIONAL,"63,016","510,139","455,991"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,100000,ICA,,,CAMBIO RADICAL,PARTIDO POLÍTICO,"48,299","510,139","455,991"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,100000,ICA,,,PARTIDO APRISTA PERUANO,PARTIDO POLÍTICO,"26,869","510,139","455,991"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,100000,ICA,,,ALIANZA REGIONAL INDEPENDIENTE,MOVIMIENTO REGIONAL,"15,111","510,139","455,991"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,100000,ICA,,,UNION POR EL PERU,PARTIDO POLÍTICO,"12,989","510,139","455,991"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,100000,ICA,,,FRENTE SOCIAL REGIONAL DE ICA,MOVIMIENTO REGIONAL,"10,437","510,139","455,991"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,100000,ICA,,,ALIANZA UNIDAD REGIONAL,ALIANZA ELECTORAL,"10,271","510,139","455,991"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,100000,ICA,,,ACCION POPULAR,PARTIDO POLÍTICO,"7,721","510,139","455,991"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,100000,ICA,,,FONAVISTAS DEL PERU,PARTIDO POLÍTICO,"6,148","510,139","455,991"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,100000,ICA,,,ALIANZA PARA EL PROGRESO,PARTIDO POLÍTICO,"4,314","510,139","455,991"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,100000,ICA,,,UNION REGIONAL TRANSPARENTE,MOVIMIENTO REGIONAL,"3,863","510,139","455,991"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,100000,ICA,,,PARTIDO DEMOCRATICO SOMOS PERU,PARTIDO POLÍTICO,"3,147","510,139","455,991"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,100000,ICA,,,MOVIMIENTO ETNOCACERISTA REGIONAL IQUEÑO,MOVIMIENTO REGIONAL,"2,618","510,139","455,991"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,100000,ICA,,,VOTOS EN BLANCO,,"45,307","510,139","455,991"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,100000,ICA,,,VOTOS NULOS,,"40,203","510,139","455,991"
ELECCIONES REGIONALES Y MUNICIPALES 2010,REGIONAL,2010,110000,JUNIN,,,MOVIMIENTO POLITICO REGIONAL PERU LIBRE,MOVIMIENTO REGIONAL,"172,979","774,714","643,675"
