ELECTION_PROCESS,YEAR,ZIP_CODE,REGION,PROVINCE,DISTRICT,TOTAL_VOTERS,MALE_VOTERS,FEMALE_VOTERS,UNDER_18,AGE_18_TO_20,AGE_21_TO_29,AGE_30_TO_35,AGE_36_TO_50,AGE_51_TO_75,OVER_75,INITIAL_EDUCATION,PRIMARY_EDUCATION,SECONDARY_EDUCATION,UNIVERSITY_EDUCATION,TECHNICAL_EDUCATION,SPECIAL_EDUCATION,NO_EDUCATION,DISABILITIES
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040116,AREQUIPA,AREQUIPA,SAN JUAN DE TARUCANI,"1,208",611,597,0,73,267,182,353,278,55,0,597,499,16,6,0,90,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040117,AREQUIPA,AREQUIPA,SANTA ISABEL DE SIGUAS,624,349,275,0,50,110,69,202,167,26,0,180,324,64,12,0,44,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040118,AREQUIPA,AREQUIPA,SANTA RITA DE SIHUAS,"3,084","1,588","1,496",0,318,959,528,774,461,44,0,829,"1,878",138,37,0,202,4
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040119,AREQUIPA,AREQUIPA,SOCABAYA,"41,435","20,311","21,124",0,"3,383","10,763","6,277","11,273","8,515","1,224",0,"5,866","25,728","7,077","1,744",6,"1,014",59
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040120,AREQUIPA,AREQUIPA,TIABAYA,"11,245","5,664","5,581",0,884,"2,683","1,615","3,205","2,437",421,0,"1,984","7,035","1,282",346,2,596,9
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040121,AREQUIPA,AREQUIPA,UCHUMAYO,"8,696","4,496","4,200",0,669,"2,257","1,409","2,487","1,649",225,0,"1,281","5,730","1,067",377,0,241,4
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040122,AREQUIPA,AREQUIPA,VITOR,"2,087","1,160",927,0,202,534,277,542,445,87,0,524,"1,323",109,26,0,105,2
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040123,AREQUIPA,AREQUIPA,YANAHUARA,"23,272","10,474","12,798",0,"1,339","4,451","3,032","6,620","6,362","1,468",0,"1,496","10,028","10,871",685,7,185,33
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040124,AREQUIPA,AREQUIPA,YARABAMBA,"1,164",614,550,0,76,244,172,352,255,65,0,233,658,213,31,0,29,1
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040125,AREQUIPA,AREQUIPA,YURA,"11,459","5,699","5,760",0,"1,153","3,696","1,652","2,961","1,817",180,0,"2,479","7,694",515,199,1,571,22
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040126,AREQUIPA,AREQUIPA,MARIANO MELGAR,"43,249","21,293","21,956",0,"3,067","10,053","6,450","12,384","9,326","1,969",0,"5,602","26,015","8,873","1,619",4,"1,136",60
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040127,AREQUIPA,AREQUIPA,JACOBO HUNTER,"34,956","17,252","17,704",0,"2,615","9,213","5,537","9,539","6,953","1,099",0,"5,357","22,552","4,470","1,328",5,"1,244",47
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040128,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,"56,239","27,535","28,704",0,"4,936","14,899","8,205","15,417","10,787","1,995",0,"7,155","36,081","9,469","2,188",12,"1,334",81
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040129,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,"55,361","26,461","28,900",0,"4,193","13,862","8,078","14,225","12,766","2,237",0,"4,909","30,193","17,319","2,170",14,756,58
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040201,AREQUIPA,CAYLLOMA,CHIVAY,"4,056","2,007","2,049",0,416,"1,186",559,"1,001",787,107,0,"1,035","2,424",233,41,0,323,9
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040202,AREQUIPA,CAYLLOMA,ACHOMA,893,469,424,0,63,154,103,298,234,41,0,321,452,35,1,0,84,3
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040203,AREQUIPA,CAYLLOMA,CABANACONDE,"1,539",816,723,0,80,272,166,504,416,101,0,505,859,49,9,0,117,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040204,AREQUIPA,CAYLLOMA,CAYLLOMA,"2,465","1,263","1,202",0,156,610,348,727,565,59,0,"1,024",895,19,4,0,523,6
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040205,AREQUIPA,CAYLLOMA,CALLALLI,"1,490",745,745,0,111,264,178,477,405,55,0,617,628,59,8,0,178,5
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040206,AREQUIPA,CAYLLOMA,COPORAQUE,760,384,376,0,50,158,110,192,220,30,0,294,335,15,3,0,113,2
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040207,AREQUIPA,CAYLLOMA,HUAMBO,604,323,281,0,31,84,57,167,222,43,0,244,297,19,4,1,39,2
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040208,AREQUIPA,CAYLLOMA,HUANCA,"1,204",649,555,0,39,189,153,362,376,85,0,473,550,58,12,0,111,2
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040209,AREQUIPA,CAYLLOMA,ICHUPAMPA,542,292,250,0,32,129,67,139,154,21,0,209,239,13,4,0,77,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040210,AREQUIPA,CAYLLOMA,LARI,791,417,374,0,69,163,113,215,209,22,0,266,388,19,2,0,116,1
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040211,AREQUIPA,CAYLLOMA,LLUTA,"1,581",906,675,0,75,260,259,466,454,67,0,503,828,117,12,0,121,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040212,AREQUIPA,CAYLLOMA,MACA,700,377,323,0,38,122,93,186,219,42,0,254,369,14,3,0,60,2
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040213,AREQUIPA,CAYLLOMA,MADRIGAL,586,315,271,0,25,103,63,149,216,30,0,214,260,18,1,0,93,1
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040214,AREQUIPA,CAYLLOMA,SAN ANTONIO DE CHUCA,758,379,379,0,42,154,100,224,215,23,0,391,264,18,5,0,80,1
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040215,AREQUIPA,CAYLLOMA,SIBAYO,694,338,356,0,48,157,119,186,160,24,0,271,321,29,3,0,70,2
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040216,AREQUIPA,CAYLLOMA,TAPAY,446,256,190,0,15,89,46,144,136,16,0,196,174,3,3,0,70,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040217,AREQUIPA,CAYLLOMA,TISCO,"1,175",635,540,0,67,232,164,361,323,28,0,543,430,8,5,2,187,2
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040218,AREQUIPA,CAYLLOMA,TUTI,735,373,362,0,57,184,124,174,178,18,0,245,367,13,6,0,104,2
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040219,AREQUIPA,CAYLLOMA,YANQUE,"1,657",884,773,0,136,349,238,421,443,70,0,667,741,42,12,0,195,3
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040220,AREQUIPA,CAYLLOMA,MAJES,"25,619","12,925","12,694",0,"2,134","7,010","4,310","7,515","4,367",283,0,"6,423","15,770","1,810",446,2,"1,168",13
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040301,AREQUIPA,CAMANA,CAMANA,"12,988","6,528","6,460",0,"1,038","2,890","1,772","3,800","2,957",531,0,"2,282","7,817","2,223",237,2,427,10
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040302,AREQUIPA,CAMANA,JOSE MARIA QUIMPER,"3,093","1,561","1,532",0,214,780,438,835,720,106,0,716,"1,885",316,46,0,130,2
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040303,AREQUIPA,CAMANA,MARIANO NICOLAS VALCARCEL,703,417,286,0,33,118,127,247,162,16,0,219,428,26,4,0,26,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040304,AREQUIPA,CAMANA,MARISCAL CACERES,"3,487","1,792","1,695",0,237,844,494,"1,064",744,104,0,980,"2,027",180,30,0,270,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040305,AREQUIPA,CAMANA,NICOLAS DE PIEROLA,"4,558","2,361","2,197",0,287,"1,107",637,"1,352","1,014",161,0,"1,057","2,804",420,75,1,201,3
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040306,AREQUIPA,CAMANA,OCOÑA,"3,028","1,638","1,390",0,173,627,363,945,784,136,0,910,"1,762",184,28,0,144,1
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040307,AREQUIPA,CAMANA,QUILCA,556,319,237,0,32,120,78,148,158,20,0,168,316,36,7,0,29,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040308,AREQUIPA,CAMANA,SAMUEL PASTOR,"9,310","4,734","4,576",0,714,"2,526","1,406","2,783","1,719",162,0,"2,030","5,879",751,146,1,503,4
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040401,AREQUIPA,CARAVELI,CARAVELI,"2,224","1,090","1,134",0,191,519,257,664,485,108,0,518,"1,427",168,13,0,98,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040402,AREQUIPA,CARAVELI,ACARI,"3,242","1,678","1,564",0,180,629,410,914,927,182,0,920,"1,921",166,21,0,214,1
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040403,AREQUIPA,CARAVELI,ATICO,"2,526","1,361","1,165",0,176,571,387,759,571,62,0,601,"1,685",168,27,1,44,2
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040404,AREQUIPA,CARAVELI,ATIQUIPA,452,238,214,0,38,106,62,127,106,13,0,141,267,12,2,0,30,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040405,AREQUIPA,CARAVELI,BELLA UNION,"1,088",616,472,0,64,195,138,338,302,51,0,289,665,67,3,0,64,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040406,AREQUIPA,CARAVELI,CAHUACHO,609,331,278,0,31,117,79,151,182,49,0,266,236,16,2,0,89,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040407,AREQUIPA,CARAVELI,CHALA,"2,768","1,460","1,308",0,194,703,460,844,501,66,0,718,"1,769",139,22,0,120,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040408,AREQUIPA,CARAVELI,CHAPARRA,"1,472",859,613,0,50,363,275,481,268,35,0,419,926,51,10,0,66,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040409,AREQUIPA,CARAVELI,HUANUHUANU,612,330,282,0,16,139,108,225,108,16,0,217,327,15,2,0,51,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040410,AREQUIPA,CARAVELI,JAQUI,"1,165",636,529,0,67,220,161,356,301,60,0,410,627,39,3,0,86,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040411,AREQUIPA,CARAVELI,LOMAS,731,397,334,0,47,147,124,243,155,15,0,138,543,30,5,1,14,1
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040412,AREQUIPA,CARAVELI,QUICACHA,991,533,458,0,71,207,137,307,223,46,0,440,440,16,3,0,92,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040413,AREQUIPA,CARAVELI,YAUCA,"1,218",639,579,0,66,215,147,377,338,75,0,363,731,71,3,0,50,1
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040501,AREQUIPA,CASTILLA,APLAO,"6,624","3,409","3,215",0,521,"1,559",910,"1,945","1,468",221,0,"1,496","4,115",568,84,0,361,2
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040502,AREQUIPA,CASTILLA,ANDAGUA,853,441,412,0,49,159,102,254,252,37,0,324,410,43,3,0,73,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040503,AREQUIPA,CASTILLA,AYO,313,176,137,0,9,47,33,77,115,32,0,104,155,29,6,0,19,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040504,AREQUIPA,CASTILLA,CHACHAS,"1,021",558,463,0,68,256,126,276,240,55,0,474,292,9,3,0,243,1
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040505,AREQUIPA,CASTILLA,CHILCAYMARCA,643,330,313,0,37,155,116,193,127,15,0,186,355,17,6,0,79,1
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040506,AREQUIPA,CASTILLA,CHOCO,714,404,310,0,22,125,87,181,270,29,0,312,233,8,10,0,151,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040507,AREQUIPA,CASTILLA,HUANCARQUI,"1,133",589,544,0,79,227,132,349,282,64,0,260,709,88,27,0,49,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040508,AREQUIPA,CASTILLA,MACHAGUAY,543,297,246,0,18,59,58,172,189,47,0,195,268,29,0,0,51,1
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040509,AREQUIPA,CASTILLA,ORCOPAMPA,"2,991","1,550","1,441",0,245,776,440,874,615,41,0,975,"1,530",70,22,0,394,7
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040510,AREQUIPA,CASTILLA,PAMPACOLCA,"1,920",996,924,0,92,314,258,580,560,116,0,679,930,72,10,0,229,2
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040511,AREQUIPA,CASTILLA,TIPAN,373,204,169,0,16,43,40,100,130,44,0,133,177,37,2,0,24,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040512,AREQUIPA,CASTILLA,URACA,"4,825","2,510","2,315",0,332,"1,096",683,"1,434","1,109",171,0,"1,230","2,914",400,56,0,225,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040513,AREQUIPA,CASTILLA,UÑON,181,100,81,0,9,42,24,52,47,7,0,44,112,14,2,0,9,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040514,AREQUIPA,CASTILLA,VIRACO,"1,149",626,523,0,45,151,128,334,393,98,0,386,583,49,8,0,123,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040601,AREQUIPA,CONDESUYOS,CHUQUIBAMBA,"2,598","1,257","1,341",0,170,531,328,661,675,233,0,693,"1,317",310,43,0,235,4
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040602,AREQUIPA,CONDESUYOS,ANDARAY,451,245,206,0,34,93,48,115,132,29,0,157,211,24,5,0,54,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040603,AREQUIPA,CONDESUYOS,CAYARANI,"1,678",925,753,0,121,429,240,483,374,31,0,642,588,16,3,0,429,1
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040604,AREQUIPA,CONDESUYOS,CHICHAS,551,299,252,0,20,76,54,160,188,53,0,218,232,28,4,0,69,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040605,AREQUIPA,CONDESUYOS,IRAY,540,278,262,0,25,90,51,149,170,55,0,198,256,53,6,0,27,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040606,AREQUIPA,CONDESUYOS,SALAMANCA,644,331,313,0,15,92,78,173,241,45,0,245,230,12,8,0,149,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040607,AREQUIPA,CONDESUYOS,YANAQUIHUA,"2,059","1,087",972,0,85,358,321,648,544,103,0,811,941,56,6,0,245,1
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040608,AREQUIPA,CONDESUYOS,RIO GRANDE,"1,476",786,690,0,58,229,188,517,430,54,0,534,771,48,8,0,115,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040701,AREQUIPA,ISLAY,MOLLENDO,"18,746","9,430","9,316",0,"1,096","3,698","2,687","5,304","5,020",941,0,"3,101","11,519","2,747",824,7,548,40
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040702,AREQUIPA,ISLAY,COCACHACRA,"6,602","3,485","3,117",0,393,"1,366",930,"1,968","1,639",306,0,"1,598","3,873",481,210,0,440,15
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040703,AREQUIPA,ISLAY,DEAN VALDIVIA,"4,509","2,290","2,219",0,332,"1,046",640,"1,281","1,017",193,0,"1,084","2,724",271,113,0,317,3
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040704,AREQUIPA,ISLAY,ISLAY,"2,618","1,391","1,227",0,177,595,455,789,535,67,0,447,"1,848",173,69,0,81,1
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040705,AREQUIPA,ISLAY,MEJIA,"1,147",626,521,0,47,210,133,356,344,57,0,208,645,198,43,1,52,1
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040706,AREQUIPA,ISLAY,PUNTA DE BOMBON,"4,872","2,552","2,320",0,313,"1,032",625,"1,343","1,272",287,0,"1,419","2,665",320,115,0,353,3
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040801,AREQUIPA,LA UNION,COTAHUASI,"1,865",954,911,1,123,381,226,524,465,145,0,518,945,175,34,0,193,1
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040802,AREQUIPA,LA UNION,ALCA,"1,359",711,648,0,98,242,162,398,393,66,0,586,436,29,10,0,298,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040803,AREQUIPA,LA UNION,CHARCANA,454,242,212,0,33,93,57,120,125,26,0,158,225,16,3,0,52,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040804,AREQUIPA,LA UNION,HUAYNACOTAS,"1,374",727,647,0,88,275,191,404,337,79,0,595,455,40,8,0,276,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040805,AREQUIPA,LA UNION,PAMPAMARCA,"1,012",527,485,0,69,191,150,264,294,44,0,442,294,28,2,0,246,1
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040806,AREQUIPA,LA UNION,PUYCA,"1,533",825,708,0,119,342,235,490,336,11,0,796,288,9,0,0,440,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040807,AREQUIPA,LA UNION,QUECHUALLA,404,237,167,0,31,94,38,106,111,24,0,102,247,24,6,0,25,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040808,AREQUIPA,LA UNION,SAYLA,227,129,98,0,11,37,32,60,73,14,0,89,110,11,2,0,15,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040809,AREQUIPA,LA UNION,TAURIA,206,109,97,0,10,47,20,46,67,16,0,68,113,8,0,0,17,1
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040810,AREQUIPA,LA UNION,TOMEPAMPA,556,303,253,0,40,101,60,168,152,35,0,191,259,44,7,0,55,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,040811,AREQUIPA,LA UNION,TORO,513,276,237,0,16,71,55,158,157,56,0,207,232,26,3,0,45,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,050101,AYACUCHO,HUAMANGA,AYACUCHO,"71,920","35,082","36,838",0,"6,434","20,339","11,554","19,178","12,465","1,950",0,"9,769","42,352","14,159",738,7,"4,895",135
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,050102,AYACUCHO,HUAMANGA,ACOS VINCHOS,"2,794","1,350","1,444",0,272,707,443,743,503,126,0,"1,035",824,23,1,0,911,1
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,050103,AYACUCHO,HUAMANGA,CARMEN ALTO,"10,473","5,031","5,442",0,"1,178","3,131","1,585","2,799","1,540",240,0,"2,166","6,180",817,54,0,"1,256",43
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,050104,AYACUCHO,HUAMANGA,CHIARA,"2,911","1,306","1,605",0,217,719,499,858,544,74,0,"1,132","1,045",49,2,0,683,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,050105,AYACUCHO,HUAMANGA,QUINUA,"4,192","1,938","2,254",0,349,"1,035",569,"1,062",946,231,0,"1,228","1,851",89,10,1,"1,013",8
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,050106,AYACUCHO,HUAMANGA,SAN JOSE DE TICLLAS,"1,521",696,825,0,75,346,242,379,392,87,0,584,550,33,1,1,352,1
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,050107,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,"22,535","11,033","11,502",0,"2,715","7,263","3,377","5,607","3,088",485,0,"3,497","14,478","2,482",165,2,"1,911",42
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,050108,AYACUCHO,HUAMANGA,SANTIAGO DE PISCHA,853,421,432,0,39,147,99,185,319,64,0,331,282,29,3,0,208,2
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,050109,AYACUCHO,HUAMANGA,VINCHOS,"9,350","4,329","5,021",0,844,"2,456","1,445","2,315","1,980",310,0,"3,784","2,320",77,8,0,"3,161",5
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,050110,AYACUCHO,HUAMANGA,TAMBILLO,"3,267","1,628","1,639",0,307,927,519,806,614,94,0,"1,202","1,331",50,4,0,680,2
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,050111,AYACUCHO,HUAMANGA,ACOCRO,"4,243","1,979","2,264",0,360,"1,096",676,"1,143",828,140,0,"1,681","1,263",33,6,0,"1,260",4
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,050112,AYACUCHO,HUAMANGA,SOCOS,"4,715","2,252","2,463",0,433,"1,233",599,"1,187","1,060",203,0,"1,818","1,486",53,4,0,"1,354",1
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,050113,AYACUCHO,HUAMANGA,OCROS,"3,824","1,948","1,876",0,298,807,519,"1,147",944,109,0,"1,572","1,367",41,1,0,843,4
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,050114,AYACUCHO,HUAMANGA,PACAYCASA,"1,758",821,937,0,191,488,229,440,333,77,0,503,905,40,4,0,306,3
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,050115,AYACUCHO,HUAMANGA,JESUS NAZARENO,"9,040","4,369","4,671",0,970,"2,745","1,283","2,258","1,569",215,0,"1,413","5,564","1,294",59,4,706,28
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,050201,AYACUCHO,CANGALLO,CANGALLO,"4,015","1,748","2,267",0,256,832,504,966,"1,122",335,0,"1,148","1,433",383,20,0,"1,031",8
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,050204,AYACUCHO,CANGALLO,CHUSCHI,"4,934","2,258","2,676",0,422,"1,165",607,"1,328","1,144",268,0,"2,026","1,473",39,2,0,"1,394",8
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,050206,AYACUCHO,CANGALLO,LOS MOROCHUCOS,"5,329","2,462","2,867",0,422,"1,264",775,"1,279","1,248",341,0,"1,885","2,031",72,9,0,"1,332",7
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,050207,AYACUCHO,CANGALLO,PARAS,"2,922","1,362","1,560",0,245,631,374,776,769,127,0,"1,194",989,35,2,0,702,2
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,050208,AYACUCHO,CANGALLO,TOTOS,"2,435","1,157","1,278",1,151,519,315,631,692,126,0,838,934,52,2,0,609,6
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,050211,AYACUCHO,CANGALLO,MARIA PARADO DE BELLIDO,"1,446",664,782,0,134,306,179,370,361,96,0,552,457,27,2,1,407,3
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,050301,AYACUCHO,HUANTA,HUANTA,"25,878","12,151","13,727",0,"2,477","7,233","3,693","6,387","5,177",911,0,"6,127","13,096","1,754",146,0,"4,755",25
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,050302,AYACUCHO,HUANTA,AYAHUANCO,"2,438","1,230","1,208",0,147,582,402,662,597,48,0,"1,005",465,15,1,0,952,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,050303,AYACUCHO,HUANTA,HUAMANGUILLA,"3,046","1,420","1,626",0,253,643,350,815,800,185,0,"1,059","1,192",52,2,0,741,4
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,050304,AYACUCHO,HUANTA,IGUAIN,"2,062",957,"1,105",0,155,545,297,489,471,105,0,677,837,50,0,0,498,1
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,050305,AYACUCHO,HUANTA,LURICOCHA,"3,316","1,551","1,765",0,268,811,423,810,820,184,0,"1,105","1,396",68,6,0,741,1
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,050307,AYACUCHO,HUANTA,SANTILLANA,"4,096","1,890","2,206",0,327,"1,002",646,"1,120",921,80,0,"1,622",994,19,2,0,"1,459",1
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,050308,AYACUCHO,HUANTA,SIVIA,"5,045","2,702","2,343",0,234,"1,279",893,"1,593",997,49,0,"1,951","1,813",74,8,0,"1,199",2
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,050309,AYACUCHO,HUANTA,LLOCHEGUA,"5,601","3,139","2,462",0,290,"1,647","1,044","1,692",877,51,0,"2,166","2,303",67,6,0,"1,059",1
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,050401,AYACUCHO,LA MAR,SAN MIGUEL,"10,322","5,088","5,234",0,961,"2,485","1,510","2,866","2,161",339,0,"3,672","3,400",172,14,0,"3,064",9
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,050402,AYACUCHO,LA MAR,ANCO,"7,000","3,700","3,300",0,501,"1,746","1,202","2,066","1,372",113,0,"2,814","2,330",79,7,0,"1,770",5
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,050403,AYACUCHO,LA MAR,AYNA,"5,503","2,872","2,631",0,356,"1,272",884,"1,767","1,130",94,0,"1,799","2,278",116,12,1,"1,297",3
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,050404,AYACUCHO,LA MAR,CHILCAS,"1,334",673,661,0,96,281,194,346,357,60,0,473,381,14,1,0,465,2
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,050405,AYACUCHO,LA MAR,CHUNGUI,"2,711","1,368","1,343",0,114,605,498,889,560,45,0,"1,265",739,21,1,0,685,5
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,050406,AYACUCHO,LA MAR,TAMBO,"8,237","3,949","4,288",0,643,"1,887","1,242","2,367","1,855",243,0,"2,844","2,314",108,2,1,"2,968",29
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,050407,AYACUCHO,LA MAR,LUIS CARRANZA,727,367,360,0,62,155,100,187,178,45,0,261,248,11,1,0,206,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,050408,AYACUCHO,LA MAR,SANTA ROSA,"5,522","2,820","2,702",0,330,"1,445","1,086","1,708",897,56,0,"2,070","2,173",78,7,0,"1,194",3
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,050501,AYACUCHO,LUCANAS,PUQUIO,"9,427","4,414","5,013",0,810,"2,247","1,276","2,402","2,072",620,0,"1,764","4,684","1,338",214,2,"1,425",10
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,050502,AYACUCHO,LUCANAS,AUCARA,"1,780",850,930,0,51,197,151,430,752,199,0,547,666,65,13,0,489,0
ELECCIONES REGIONALES Y MUNICIPALES 2010,2010,050503,AYACUCHO,LUCANAS,CABANA,768,336,432,0,33,79,65,206,269,116,0,189,311,48,2,0,218,0
