ELECTION_PROCESS,ELECTION_TYPE,YEAR,ZIP_CODE,REGION,PROVINCE,DISTRICT,POLITICAL_ORGANIZATION,POLITICAL_ORGANIZATION_TYPE,VOTES_OBTAINED,TOTAL_VOTES,VOTES_NOT_OBTAINED
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,010500,AMAZONAS,RODRIGUEZ DE MENDOZA,,UNIDAD Y DEMOCRACIA DE AMAZONAS,MOVIMIENTO REGIONAL,264,"16,955","14,035"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,010500,AMAZONAS,RODRIGUEZ DE MENDOZA,,VOTOS EN BLANCO,,"1,000","16,955","14,035"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,010500,AMAZONAS,RODRIGUEZ DE MENDOZA,,VOTOS NULOS,,"1,037","16,955","14,035"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,010600,AMAZONAS,CONDORCANQUI,,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,MOVIMIENTO REGIONAL,"3,456","21,503","17,003"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,010600,AMAZONAS,CONDORCANQUI,,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,MOVIMIENTO REGIONAL,"2,752","21,503","17,003"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,010600,AMAZONAS,CONDORCANQUI,,ACCION POPULAR,PARTIDO POLÍTICO,"1,925","21,503","17,003"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,010600,AMAZONAS,CONDORCANQUI,,UNIDAD Y DEMOCRACIA DE AMAZONAS,MOVIMIENTO REGIONAL,"1,888","21,503","17,003"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,010600,AMAZONAS,CONDORCANQUI,,ALIANZA REGIONAL JUNTOS POR AMAZONAS,ALIANZA ELECTORAL,"1,210","21,503","17,003"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,010600,AMAZONAS,CONDORCANQUI,,ALIANZA PARA EL PROGRESO,PARTIDO POLÍTICO,955,"21,503","17,003"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,010600,AMAZONAS,CONDORCANQUI,,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,MOVIMIENTO REGIONAL,890,"21,503","17,003"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,010600,AMAZONAS,CONDORCANQUI,,MOVIMIENTO DE INTEGRACION REGIONAL AMAZONICO,MOVIMIENTO REGIONAL,432,"21,503","17,003"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,010600,AMAZONAS,CONDORCANQUI,,UNION POR EL PERU,PARTIDO POLÍTICO,260,"21,503","17,003"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,010600,AMAZONAS,CONDORCANQUI,,PARTIDO APRISTA PERUANO,PARTIDO POLÍTICO,252,"21,503","17,003"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,010600,AMAZONAS,CONDORCANQUI,,VOTOS EN BLANCO,,"1,100","21,503","17,003"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,010600,AMAZONAS,CONDORCANQUI,,VOTOS NULOS,,"1,883","21,503","17,003"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,010700,AMAZONAS,UTCUBAMBA,,MOVIMIENTO INDEPENDIENTE SURGE AMAZONAS,MOVIMIENTO REGIONAL,"12,537","65,660","52,489"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,010700,AMAZONAS,UTCUBAMBA,,ENERGIA COMUNAL AMAZONICA,MOVIMIENTO REGIONAL,"9,334","65,660","52,489"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,010700,AMAZONAS,UTCUBAMBA,,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,MOVIMIENTO REGIONAL,"6,889","65,660","52,489"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,010700,AMAZONAS,UTCUBAMBA,,ALIANZA REGIONAL JUNTOS POR AMAZONAS,ALIANZA ELECTORAL,"5,868","65,660","52,489"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,010700,AMAZONAS,UTCUBAMBA,,MOVIMIENTO REGIONAL FUERZA AMAZONENSE,MOVIMIENTO REGIONAL,"2,275","65,660","52,489"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,010700,AMAZONAS,UTCUBAMBA,,PARTIDO APRISTA PERUANO,PARTIDO POLÍTICO,"2,008","65,660","52,489"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,010700,AMAZONAS,UTCUBAMBA,,UNIDAD Y DEMOCRACIA DE AMAZONAS,MOVIMIENTO REGIONAL,"1,909","65,660","52,489"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,010700,AMAZONAS,UTCUBAMBA,,MOVIMIENTO DE INTEGRACION REGIONAL AMAZONICO,MOVIMIENTO REGIONAL,"1,715","65,660","52,489"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,010700,AMAZONAS,UTCUBAMBA,,ACCION POPULAR,PARTIDO POLÍTICO,"1,044","65,660","52,489"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,010700,AMAZONAS,UTCUBAMBA,,ALIANZA PARA EL PROGRESO,PARTIDO POLÍTICO,849,"65,660","52,489"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,010700,AMAZONAS,UTCUBAMBA,,DESARROLLO SOCIAL AMAZONENSE,MOVIMIENTO REGIONAL,333,"65,660","52,489"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,010700,AMAZONAS,UTCUBAMBA,,VOTOS EN BLANCO,,"3,186","65,660","52,489"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,010700,AMAZONAS,UTCUBAMBA,,VOTOS NULOS,,"4,542","65,660","52,489"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,020100,ANCASH,HUARAZ,,"MOVIMIENTO INDEPENDIENTE NUEVA ESPERANZA REGIONAL ANCASHINA ""NUEVA ERA""",MOVIMIENTO REGIONAL,"22,410","103,548","89,981"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,020100,ANCASH,HUARAZ,,MOVIMIENTO INDEPENDIENTE RECONSTRUYAMOS ANCASH,MOVIMIENTO REGIONAL,"19,892","103,548","89,981"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,020100,ANCASH,HUARAZ,,MOVIMIENTO ACCION NACIONALISTA PERUANO,MOVIMIENTO REGIONAL,"8,805","103,548","89,981"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,020100,ANCASH,HUARAZ,,CORAZON HUARACINO,ORGANIZACIÓN LOCAL (PROVINCIAL),"6,690","103,548","89,981"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,020100,ANCASH,HUARAZ,,ANCASH DIGNIDAD,MOVIMIENTO REGIONAL,"2,201","103,548","89,981"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,020100,ANCASH,HUARAZ,,MOVIMIENTO REGIONAL INDEPENDIENTE CUENTA CONMIGO,MOVIMIENTO REGIONAL,"1,796","103,548","89,981"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,020100,ANCASH,HUARAZ,,ALIANZA PARA EL PROGRESO,PARTIDO POLÍTICO,"1,762","103,548","89,981"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,020100,ANCASH,HUARAZ,,MOVIMIENTO INDEPENDIENTE REGIONAL RIO SANTA CAUDALOSO,MOVIMIENTO REGIONAL,"1,493","103,548","89,981"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,020100,ANCASH,HUARAZ,,PARTIDO APRISTA PERUANO,PARTIDO POLÍTICO,"1,210","103,548","89,981"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,020100,ANCASH,HUARAZ,,RESTAURACION NACIONAL,PARTIDO POLÍTICO,"1,024","103,548","89,981"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,020100,ANCASH,HUARAZ,,MOVIMIENTO INDEPENDIENTE REGIONAL UNIDOS POR ANCASH,MOVIMIENTO REGIONAL,882,"103,548","89,981"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,020100,ANCASH,HUARAZ,,MOVIMIENTO INDEPENDIENTE NUEVO DESTINO,MOVIMIENTO REGIONAL,682,"103,548","89,981"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,020100,ANCASH,HUARAZ,,FUERZA 2011,PARTIDO POLÍTICO,590,"103,548","89,981"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,020100,ANCASH,HUARAZ,,ACCION POPULAR,PARTIDO POLÍTICO,541,"103,548","89,981"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,020100,ANCASH,HUARAZ,,PARTIDO DEMOCRATICO SOMOS PERU,PARTIDO POLÍTICO,484,"103,548","89,981"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,020100,ANCASH,HUARAZ,,PARTICIPACION POPULAR,PARTIDO POLÍTICO,358,"103,548","89,981"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,020100,ANCASH,HUARAZ,,VOTOS EN BLANCO,,"6,119","103,548","89,981"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,020100,ANCASH,HUARAZ,,VOTOS NULOS,,"13,042","103,548","89,981"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,020200,ANCASH,AIJA,,MOVIMIENTO INDEPENDIENTE RECONSTRUYAMOS ANCASH,MOVIMIENTO REGIONAL,"1,142","5,397","4,664"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,020200,ANCASH,AIJA,,MOVIMIENTO REGIONAL INDEPENDIENTE CUENTA CONMIGO,MOVIMIENTO REGIONAL,613,"5,397","4,664"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,020200,ANCASH,AIJA,,MOVIMIENTO NUEVA IZQUIERDA,PARTIDO POLÍTICO,572,"5,397","4,664"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,020200,ANCASH,AIJA,,PARTIDO APRISTA PERUANO,PARTIDO POLÍTICO,376,"5,397","4,664"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,020200,ANCASH,AIJA,,MOVIMIENTO INDEPENDIENTE REGIONAL RIO SANTA CAUDALOSO,MOVIMIENTO REGIONAL,329,"5,397","4,664"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,020200,ANCASH,AIJA,,ALIANZA PARA EL PROGRESO,PARTIDO POLÍTICO,214,"5,397","4,664"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,020200,ANCASH,AIJA,,MOVIMIENTO ACCION NACIONALISTA PERUANO,MOVIMIENTO REGIONAL,179,"5,397","4,664"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,020200,ANCASH,AIJA,,MOVIMIENTO INDEPENDIENTE NUEVO DESTINO,MOVIMIENTO REGIONAL,152,"5,397","4,664"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,020200,ANCASH,AIJA,,PERU POSIBLE,PARTIDO POLÍTICO,106,"5,397","4,664"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,020200,ANCASH,AIJA,,TODOS POR EL PERU,PARTIDO POLÍTICO,92,"5,397","4,664"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,020200,ANCASH,AIJA,,VOTOS EN BLANCO,,454,"5,397","4,664"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,020200,ANCASH,AIJA,,VOTOS NULOS,,435,"5,397","4,664"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,020300,ANCASH,BOLOGNESI,,"MOVIMIENTO INDEPENDIENTE NUEVA ESPERANZA REGIONAL ANCASHINA ""NUEVA ERA""",MOVIMIENTO REGIONAL,"2,957","16,998","14,400"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,020300,ANCASH,BOLOGNESI,,PARTIDO DEMOCRATICO SOMOS PERU,PARTIDO POLÍTICO,"2,378","16,998","14,400"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,020300,ANCASH,BOLOGNESI,,MOVIMIENTO INDEPENDIENTE REGIONAL RIO SANTA CAUDALOSO,MOVIMIENTO REGIONAL,"1,749","16,998","14,400"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,020300,ANCASH,BOLOGNESI,,PERU POSIBLE,PARTIDO POLÍTICO,"1,497","16,998","14,400"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,020300,ANCASH,BOLOGNESI,,PARTIDO APRISTA PERUANO,PARTIDO POLÍTICO,"1,020","16,998","14,400"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,020300,ANCASH,BOLOGNESI,,ALIANZA PARA EL PROGRESO,PARTIDO POLÍTICO,688,"16,998","14,400"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,020300,ANCASH,BOLOGNESI,,VOTOS EN BLANCO,,"2,736","16,998","14,400"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,020300,ANCASH,BOLOGNESI,,VOTOS NULOS,,"1,375","16,998","14,400"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,020400,ANCASH,CARHUAZ,,PARTIDO DEMOCRATICO SOMOS PERU,PARTIDO POLÍTICO,"4,896","32,487","28,967"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,020400,ANCASH,CARHUAZ,,MOVIMIENTO ACCION NACIONALISTA PERUANO,MOVIMIENTO REGIONAL,"3,122","32,487","28,967"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,020400,ANCASH,CARHUAZ,,PERU POSIBLE,PARTIDO POLÍTICO,"3,021","32,487","28,967"
ELECCIONES REGIONALES Y MUNICIPALES 2010,MUNICIPAL PROVINCIAL,2010,020400,ANCASH,CARHUAZ,,"MOVIMIENTO INDEPENDIENTE NUEVA ESPERANZA REGIONAL ANCASHINA ""NUEVA ERA""",MOVIMIENTO REGIONAL,"2,656","32,487","28,967"
