REGION,PROVINCE,DISTRICT,CAPITAL,POVERTY_INDICATOR,POPULATION,NUMBER_OF_PROVINCES,NUMBER_OF_DISTRICTS,NUMBER_OF_VOTERS,PROVINCE_ALDERMEN,PROVINCE_COUNCILMEN,DISTRICT_ALDERMEN,DISTRICT_COUNCILMEN
Departamento,Provincia,Distrito,Capital,Indicador de pobreza,Población,N° Provincias,N° Distritos,Electores,Alcaldes provinciales,Regidores provinciales,Alcaldes distritales,Regidores distritales
SAN MARTIN,LAMAS,SAN ROQUE DE CUMBAZA,SAN ROQUE DE CUMBAZA,NO POBRE,"1,447",0,1,"1,293",0,0,1,5
SAN MARTIN,MARISCAL CACERES,,JUANJUI,,"50,784",1,4,"46,236",1,9,4,20
SAN MARTIN,MARISCAL CACERES,JUANJUI,JUANJUI,NO POBRE,"26,315",0,1,"23,344",0,0,0,0
SAN MARTIN,MARISCAL CACERES,CAMPANILLA,CAMPANILLA,NO POBRE,"7,545",0,1,"8,434",0,0,1,5
SAN MARTIN,MARISCAL CACERES,HUICUNGO,HUICUNGO,NO POBRE,"6,581",0,1,"5,973",0,0,1,5
SAN MARTIN,MARISCAL CACERES,PACHIZA,PACHIZA,NO POBRE,"4,140",0,1,"4,456",0,0,1,5
SAN MARTIN,MARISCAL CACERES,PAJARILLO,PAJARILLO,NO POBRE,"6,203",0,1,"4,029",0,0,1,5
SAN MARTIN,RIOJA,,RIOJA,,"134,871",1,8,"94,825",1,11,8,42
SAN MARTIN,RIOJA,RIOJA,RIOJA,NO POBRE,"24,143",0,1,"19,565",0,0,0,0
SAN MARTIN,RIOJA,POSIC,POSIC,NO POBRE,"1,711",0,1,"1,921",0,0,1,5
SAN MARTIN,RIOJA,YORONGOS,YORONGOS,POBRE NO EXTREMO,"3,748",0,1,"2,434",0,0,1,5
SAN MARTIN,RIOJA,YURACYACU,YURACYACU,NO POBRE,"3,842",0,1,"3,350",0,0,1,5
SAN MARTIN,RIOJA,NUEVA CAJAMARCA,NUEVA CAJAMARCA,NO POBRE,"47,936",0,1,"32,499",0,0,1,7
SAN MARTIN,RIOJA,ELIAS SOPLIN VARGAS,SEGUNDA JERUSALEN - AZUNGUILLO,POBRE EXTREMO,"14,005",0,1,"11,239",0,0,1,5
SAN MARTIN,RIOJA,SAN FERNANDO,SAN FERNANDO,POBRE NO EXTREMO,"3,285",0,1,"2,704",0,0,1,5
SAN MARTIN,RIOJA,PARDO MIGUEL,NARANJOS,NO POBRE,"23,738",0,1,"13,838",0,0,1,5
SAN MARTIN,RIOJA,AWAJUN,BAJO NARANJILLO,NO POBRE,"12,463",0,1,"7,275",0,0,1,5
SAN MARTIN,SAN MARTIN,,TARAPOTO,,"195,326",1,13,"138,496",1,11,13,69
SAN MARTIN,SAN MARTIN,TARAPOTO,TARAPOTO,NO POBRE,"75,557",0,1,"61,865",0,0,0,0
SAN MARTIN,SAN MARTIN,ALBERTO LEVEAU,UCTURARCA,NO POBRE,620,0,1,"1,005",0,0,1,5
SAN MARTIN,SAN MARTIN,CACATACHI,CACATACHI,NO POBRE,"3,469",0,1,"2,793",0,0,1,5
SAN MARTIN,SAN MARTIN,CHAZUTA,CHAZUTA,POBRE EXTREMO,"8,101",0,1,"7,067",0,0,1,5
SAN MARTIN,SAN MARTIN,CHIPURANA,NAVARRO,NO POBRE,"1,798",0,1,"1,733",0,0,1,5
SAN MARTIN,SAN MARTIN,EL PORVENIR,PELEJO,NO POBRE,"2,862",0,1,"1,930",0,0,1,5
SAN MARTIN,SAN MARTIN,HUIMBAYOC,HUIMBAYOC,NO POBRE,"3,114",0,1,"3,063",0,0,1,5
SAN MARTIN,SAN MARTIN,JUAN GUERRA,JUAN GUERRA,NO POBRE,"3,134",0,1,"2,864",0,0,1,5
SAN MARTIN,SAN MARTIN,MORALES,MORALES,NO POBRE,"31,031",0,1,"19,418",0,0,1,7
SAN MARTIN,SAN MARTIN,PAPAPLAYA,PAPAPLAYA,NO POBRE,"1,896",0,1,"1,805",0,0,1,5
SAN MARTIN,SAN MARTIN,SAN ANTONIO,SAN ANTONIO,NO POBRE,"1,322",0,1,"1,560",0,0,1,5
SAN MARTIN,SAN MARTIN,SAUCE,SAUCE,POBRE EXTREMO,"16,974",0,1,"4,998",0,0,1,5
SAN MARTIN,SAN MARTIN,SHAPAJA,SHAPAJA,NO POBRE,"1,438",0,1,"1,989",0,0,1,5
SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO,LA BANDA,NO POBRE,"44,010",0,1,"26,406",0,0,1,7
SAN MARTIN,BELLAVISTA,,BELLAVISTA,,"61,733",1,5,"39,421",1,9,5,25
SAN MARTIN,BELLAVISTA,BELLAVISTA,BELLAVISTA,NO POBRE,"13,514",0,1,"12,048",0,0,0,0
SAN MARTIN,BELLAVISTA,SAN RAFAEL,SAN RAFAEL,NO POBRE,"7,768",0,1,"3,825",0,0,1,5
SAN MARTIN,BELLAVISTA,SAN PABLO,SAN PABLO,NO POBRE,"9,064",0,1,"6,474",0,0,1,5
SAN MARTIN,BELLAVISTA,ALTO BIAVO,CUSCO,NO POBRE,"7,406",0,1,"6,261",0,0,1,5
SAN MARTIN,BELLAVISTA,HUALLAGA,LEDOY,NO POBRE,"3,118",0,1,"1,880",0,0,1,5
SAN MARTIN,BELLAVISTA,BAJO BIAVO,NUEVO LIMA,NO POBRE,"20,863",0,1,"8,933",0,0,1,5
SAN MARTIN,TOCACHE,,TOCACHE,,"72,588",1,4,"54,326",1,9,4,20
SAN MARTIN,TOCACHE,TOCACHE,TOCACHE,NO POBRE,"24,988",0,1,"22,576",0,0,0,0
SAN MARTIN,TOCACHE,NUEVO PROGRESO,NUEVO PROGRESO,NO POBRE,"12,336",0,1,"7,749",0,0,1,5
SAN MARTIN,TOCACHE,POLVORA,POLVORA,NO POBRE,"14,543",0,1,"7,116",0,0,1,5
SAN MARTIN,TOCACHE,SHUNTE,TAMBO DE PAJA,NO POBRE,954,0,1,"2,689",0,0,1,5
SAN MARTIN,TOCACHE,UCHIZA,UCHIZA,NO POBRE,"19,767",0,1,"14,196",0,0,1,5
SAN MARTIN,PICOTA,,PICOTA,,"46,540",1,9,"31,854",1,7,9,45
SAN MARTIN,PICOTA,PICOTA,PICOTA,NO POBRE,"8,267",0,1,"7,240",0,0,0,0
SAN MARTIN,PICOTA,BUENOS AIRES,BUENOS AIRES,NO POBRE,"3,267",0,1,"2,888",0,0,1,5
SAN MARTIN,PICOTA,CASPIZAPA,CASPIZAPA,NO POBRE,"2,129",0,1,"1,700",0,0,1,5
SAN MARTIN,PICOTA,PILLUANA,PILLUANA,NO POBRE,657,0,1,870,0,0,1,5
SAN MARTIN,PICOTA,PUCACACA,PUCACACA,NO POBRE,"2,374",0,1,"2,503",0,0,1,5
SAN MARTIN,PICOTA,SAN CRISTOBAL,PUERTO RICO,NO POBRE,"1,425",0,1,"1,162",0,0,1,5
SAN MARTIN,PICOTA,SAN HILARION,SAN CRISTOBAL DE SISA,NO POBRE,"5,796",0,1,"2,919",0,0,1,5
SAN MARTIN,PICOTA,TINGO DE PONASA,TINGO DE PONASA,NO POBRE,"4,912",0,1,"3,431",0,0,1,5
SAN MARTIN,PICOTA,TRES UNIDOS,TRES UNIDOS,NO POBRE,"5,385",0,1,"3,200",0,0,1,5
SAN MARTIN,PICOTA,SHAMBOYACU,SHAMBOYACU,NO POBRE,"12,328",0,1,"5,941",0,0,1,5
SAN MARTIN,EL DORADO,,SAN JOSE DE SISA,,"42,271",1,4,"27,206",1,7,4,20
SAN MARTIN,EL DORADO,SAN JOSE DE SISA,SISA,POBRE EXTREMO,"11,812",0,1,"11,406",0,0,0,0
SAN MARTIN,EL DORADO,AGUA BLANCA,AGUA BLANCA,POBRE NO EXTREMO,"2,355",0,1,"1,908",0,0,1,5
SAN MARTIN,EL DORADO,SHATOJA,SHATOJA,POBRE NO EXTREMO,"3,300",0,1,"1,874",0,0,1,5
SAN MARTIN,EL DORADO,SAN MARTIN,ALAO,POBRE EXTREMO,"13,977",0,1,"7,234",0,0,1,5
SAN MARTIN,EL DORADO,SANTA ROSA,SANTA ROSA,POBRE NO EXTREMO,"10,827",0,1,"4,784",0,0,1,5
TACNA,,,TACNA,,"354,158",4,24,"269,714",4,28,24,130
TACNA,TACNA,,TACNA,,"329,911",1,10,"246,795",1,13,10,60
TACNA,TACNA,TACNA,TACNA,NO POBRE,"79,771",0,1,"92,594",0,0,0,0
TACNA,TACNA,CALANA,CALANA,NO POBRE,"3,355",0,1,"3,352",0,0,1,5
TACNA,TACNA,INCLAN,SAMA GRANDE,NO POBRE,"8,202",0,1,"2,332",0,0,1,5
TACNA,TACNA,PACHIA,PACHIA,NO POBRE,"1,939",0,1,"2,376",0,0,1,5
TACNA,TACNA,PALCA,PALCA,POBRE NO EXTREMO,"1,727",0,1,"1,609",0,0,1,5
TACNA,TACNA,POCOLLAY,POCOLLAY,NO POBRE,"22,449",0,1,"13,265",0,0,1,5
TACNA,TACNA,SAMA,LAS YARAS,NO POBRE,"2,669",0,1,"2,211",0,0,1,5
TACNA,TACNA,ALTO DE LA ALIANZA,LA ESPERANZA,NO POBRE,"40,681",0,1,"29,060",0,0,1,7
TACNA,TACNA,CIUDAD NUEVA,CIUDAD NUEVA,NO POBRE,"39,075",0,1,"29,944",0,0,1,7
TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA,CORONEL GREGORIO ALBARRACIN LANCHIPA,NO POBRE,"125,067",0,1,"66,115",0,0,1,11
TACNA,TACNA,LA YARADA LOS PALOS,LOS PALOS,,"4,976",0,1,"3,937",0,0,1,5
TACNA,TARATA,,TARATA,,"7,675",1,7,"6,951",1,5,7,35
TACNA,TARATA,TARATA,TARATA,POBRE EXTREMO,"3,166",0,1,"2,676",0,0,0,0
TACNA,TARATA,HEROES ALBARRACIN,CHUCATAMANI,NO POBRE,673,0,1,694,0,0,1,5
TACNA,TARATA,ESTIQUE,ESTIQUE PUEBLO,POBRE EXTREMO,747,0,1,708,0,0,1,5
TACNA,TARATA,ESTIQUE PAMPA,ESTIQUE PAMPA,POBRE EXTREMO,708,0,1,409,0,0,1,5
TACNA,TARATA,SITAJARA,SITAJARA,POBRE NO EXTREMO,731,0,1,353,0,0,1,5
TACNA,TARATA,SUSAPAYA,SUSAPAYA,NO POBRE,724,0,1,649,0,0,1,5
TACNA,TARATA,TARUCACHI,TARUCACHI,POBRE EXTREMO,407,0,1,654,0,0,1,5
TACNA,TARATA,TICACO,TICACO,NO POBRE,519,0,1,808,0,0,1,5
TACNA,JORGE BASADRE,,LOCUMBA,,"8,627",1,2,"9,554",1,5,2,10
TACNA,JORGE BASADRE,LOCUMBA,LOCUMBA,NO POBRE,"2,619",0,1,"2,316",0,0,0,0
TACNA,JORGE BASADRE,ITE,ITE,NO POBRE,"3,351",0,1,"2,828",0,0,1,5
TACNA,JORGE BASADRE,ILABAYA,ILABAYA,NO POBRE,"2,657",0,1,"4,410",0,0,1,5
TACNA,CANDARAVE,,CANDARAVE,,"7,945",1,5,"6,414",1,5,5,25
TACNA,CANDARAVE,CANDARAVE,CANDARAVE,POBRE NO EXTREMO,"2,960",0,1,"2,249",0,0,0,0
TACNA,CANDARAVE,CAIRANI,CAIRANI,POBRE EXTREMO,"1,276",0,1,"1,070",0,0,1,5
TACNA,CANDARAVE,CURIBAYA,CURIBAYA,NO POBRE,169,0,1,363,0,0,1,5
TACNA,CANDARAVE,HUANUARA,HUANUARA,NO POBRE,899,0,1,793,0,0,1,5
TACNA,CANDARAVE,QUILAHUANI,QUILAHUANI,NO POBRE,"1,221",0,1,803,0,0,1,5
TACNA,CANDARAVE,CAMILACA,ALTO CAMILACA,NO POBRE,"1,420",0,1,"1,136",0,0,1,5
TUMBES,,,TUMBES,,"246,050",3,10,"163,849",3,25,10,50
TUMBES,TUMBES,,TUMBES,,"169,433",1,5,"115,229",1,11,5,25
TUMBES,TUMBES,TUMBES,TUMBES,NO POBRE,"115,538",0,1,"75,642",0,0,0,0
TUMBES,TUMBES,CORRALES,SAN PEDRO DE LOS INCAS,NO POBRE,"24,495",0,1,"16,604",0,0,1,5
TUMBES,TUMBES,LA CRUZ,CALETA CRUZ,NO POBRE,"9,419",0,1,"6,693",0,0,1,5
TUMBES,TUMBES,PAMPAS DE HOSPITAL,PAMPAS DE HOSPITAL,NO POBRE,"7,213",0,1,"5,460",0,0,1,5
TUMBES,TUMBES,SAN JACINTO,SAN JACINTO,NO POBRE,"8,640",0,1,"7,060",0,0,1,5
TUMBES,TUMBES,SAN JUAN DE LA VIRGEN,SAN JUAN DE LA VIRGEN,NO POBRE,"4,128",0,1,"3,770",0,0,1,5
TUMBES,CONTRALMIRANTE VILLAR,,ZORRITOS,,"20,563",1,2,"14,983",1,5,2,10
TUMBES,CONTRALMIRANTE VILLAR,ZORRITOS,ZORRITOS,NO POBRE,"12,802",0,1,"8,472",0,0,0,0
TUMBES,CONTRALMIRANTE VILLAR,CASITAS,CAÑAVERAL,NO POBRE,"2,044",0,1,"2,636",0,0,1,5
TUMBES,CONTRALMIRANTE VILLAR,CANOAS DE PUNTA SAL,CANOAS DE PUNTA SAL,NO POBRE,"5,717",0,1,"3,875",0,0,1,5
TUMBES,ZARUMILLA,,ZARUMILLA,,"56,054",1,3,"33,637",1,9,3,15
TUMBES,ZARUMILLA,ZARUMILLA,ZARUMILLA,NO POBRE,"23,196",0,1,"14,294",0,0,0,0
TUMBES,ZARUMILLA,MATAPALO,MATAPALO,NO POBRE,"2,551",0,1,"2,244",0,0,1,5
TUMBES,ZARUMILLA,PAPAYAL,PAPAYAL,NO POBRE,"5,310",0,1,"4,409",0,0,1,5
TUMBES,ZARUMILLA,AGUAS VERDES,AGUAS VERDES,NO POBRE,"24,997",0,1,"12,690",0,0,1,5
CALLAO,,,CALLAO,,"1,056,906",1,6,"792,637",1,15,6,52
CALLAO,CALLAO,,CALLAO,,"1,056,906",1,6,"792,637",1,15,6,52
CALLAO,CALLAO,CALLAO,CALLAO,NO POBRE,"405,572",0,1,"370,813",0,0,0,0
CALLAO,CALLAO,BELLAVISTA,BELLAVISTA,NO POBRE,"71,931",0,1,"71,665",0,0,1,9
CALLAO,CALLAO,LA PUNTA,LA PUNTA,NO POBRE,"3,039",0,1,"6,917",0,0,1,5
CALLAO,CALLAO,CARMEN DE LA LEGUA-REYNOSO,CARMEN DE LA LEGUA-REYNOSO,NO POBRE,"40,077",0,1,"42,502",0,0,1,7
CALLAO,CALLAO,LA PERLA,LA PERLA,NO POBRE,"59,699",0,1,"57,036",0,0,1,9
CALLAO,CALLAO,VENTANILLA,VENTANILLA,NO POBRE,"411,581",0,1,"218,908",0,0,1,13
CALLAO,CALLAO,MI PERU,MI PERU,NO POBRE,"65,007",0,1,"24,796",0,0,1,9
UCAYALI,,,PUCALLPA,,"511,631",4,13,"365,109",4,36,13,75
UCAYALI,CORONEL PORTILLO,,PUCALLPA,,"390,143",1,6,"281,626",1,13,6,40
UCAYALI,CORONEL PORTILLO,CALLERIA,PUCALLPA,NO POBRE,"159,043",0,1,"122,454",0,0,0,0
UCAYALI,CORONEL PORTILLO,YARINACOCHA,PUERTO CALLAO,NO POBRE,"100,970",0,1,"71,362",0,0,1,11
UCAYALI,CORONEL PORTILLO,MASISEA,MASISEA,POBRE NO EXTREMO,"13,102",0,1,"9,457",0,0,1,5
UCAYALI,CORONEL PORTILLO,CAMPOVERDE,CAMPOVERDE,NO POBRE,"16,310",0,1,"12,021",0,0,1,5
UCAYALI,CORONEL PORTILLO,IPARIA,IPARIA,POBRE EXTREMO,"12,152",0,1,"8,828",0,0,1,5
UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,NUEVA REQUENA,NO POBRE,"5,675",0,1,"4,377",0,0,1,5
UCAYALI,CORONEL PORTILLO,MANANTAY,MANANTAY,NO POBRE,"82,891",0,1,"53,127",0,0,1,9
UCAYALI,PADRE ABAD,,AGUAYTIA,,"61,478",1,4,"45,614",1,9,4,20
UCAYALI,PADRE ABAD,PADRE ABAD,AGUAYTIA,NO POBRE,"26,445",0,1,"22,392",0,0,0,0
UCAYALI,PADRE ABAD,IRAZOLA,SAN ALEJANDRO,NO POBRE,"10,866",0,1,"9,711",0,0,1,5
UCAYALI,PADRE ABAD,CURIMANA,CURIMANA,NO POBRE,"8,994",0,1,"6,587",0,0,1,5
UCAYALI,PADRE ABAD,NESHUYA,MONTE ALEGRE,POBRE NO EXTREMO,"8,473",0,1,"4,087",0,0,1,5
UCAYALI,PADRE ABAD,ALEXANDER VON HUMBOLDT,ALEXANDER VON HUMBOLDT,POBRE NO EXTREMO,"6,700",0,1,"2,837",0,0,1,5
UCAYALI,ATALAYA,,ATALAYA,,"55,354",1,3,"34,873",1,9,3,15
UCAYALI,ATALAYA,RAIMONDI,RAIMONDI,POBRE EXTREMO,"35,145",0,1,"23,072",0,0,0,0
UCAYALI,ATALAYA,TAHUANIA,BOLOGNESI,POBRE EXTREMO,"8,261",0,1,"5,823",0,0,1,5
UCAYALI,ATALAYA,YURUA,BREU,POBRE EXTREMO,"2,728",0,1,"1,376",0,0,1,5
UCAYALI,ATALAYA,SEPAHUA,SEPAHUA,NO POBRE,"9,220",0,1,"4,602",0,0,1,5
UCAYALI,PURUS,,ESPERANZA,,"4,656",1,1,"2,996",1,5,0,0
UCAYALI,PURUS,PURUS,ESPERANZA,NO POBRE,"4,656",0,1,"2,996",0,0,0,0
