REGION,PROVINCE,DISTRICT,CAPITAL,POVERTY_INDICATOR,POPULATION,NUMBER_OF_PROVINCES,NUMBER_OF_DISTRICTS,NUMBER_OF_VOTERS,PROVINCE_ALDERMEN,PROVINCE_COUNCILMEN,DISTRICT_ALDERMEN,DISTRICT_COUNCILMEN
Departamento,Provincia,Distrito,Capital,Indicador de pobreza,Población,N° Provincias,N° Distritos,Electores,Alcaldes provinciales,Regidores provinciales,Alcaldes distritales,Regidores distritales
ANCASH,SIHUAS,ACOBAMBA,ACOBAMBA,POBRE EXTREMO,"2,243",0,1,"1,242",0,0,1,5
ANCASH,SIHUAS,CASHAPAMPA,CASHAPAMPA,POBRE EXTREMO,"2,793",0,1,"1,897",0,0,1,5
ANCASH,SIHUAS,RAGASH,RAGASH,POBRE EXTREMO,"2,581",0,1,"2,316",0,0,1,5
ANCASH,SIHUAS,SAN JUAN,CHULLIN,POBRE EXTREMO,"6,545",0,1,"5,198",0,0,1,5
ANCASH,YUNGAY,,YUNGAY,,"59,459",1,7,"42,681",1,9,7,35
ANCASH,YUNGAY,YUNGAY,YUNGAY,NO POBRE,"22,357",0,1,"15,848",0,0,0,0
ANCASH,YUNGAY,CASCAPARA,CASCAPARA,POBRE EXTREMO,"2,338",0,1,"1,567",0,0,1,5
ANCASH,YUNGAY,MANCOS,MANCOS,NO POBRE,"6,892",0,1,"5,750",0,0,1,5
ANCASH,YUNGAY,MATACOTO,MATACOTO,NO POBRE,"1,670",0,1,"1,334",0,0,1,5
ANCASH,YUNGAY,QUILLO,QUILLO,POBRE EXTREMO,"14,195",0,1,"9,080",0,0,1,5
ANCASH,YUNGAY,RANRAHIRCA,RANRAHIRCA,NO POBRE,"2,663",0,1,"2,467",0,0,1,5
ANCASH,YUNGAY,SHUPLUY,SHUPLUY,POBRE EXTREMO,"2,400",0,1,"1,776",0,0,1,5
ANCASH,YUNGAY,YANAMA,YANAMA,POBRE EXTREMO,"6,944",0,1,"4,859",0,0,1,5
ANCASH,ANTONIO RAIMONDI,,LLAMELLIN,,"16,105",1,5,"11,123",1,5,5,25
ANCASH,ANTONIO RAIMONDI,LLAMELLIN,LLAMELLIN,POBRE NO EXTREMO,"3,507",0,1,"2,225",0,0,0,0
ANCASH,ANTONIO RAIMONDI,ACZO,ACZO,POBRE EXTREMO,"2,093",0,1,"1,598",0,0,1,5
ANCASH,ANTONIO RAIMONDI,CHACCHO,CHACCHO,POBRE EXTREMO,"1,636",0,1,"1,362",0,0,1,5
ANCASH,ANTONIO RAIMONDI,CHINGAS,CHINGAS,NO POBRE,"1,882",0,1,"1,402",0,0,1,5
ANCASH,ANTONIO RAIMONDI,MIRGAS,MIRGAS,POBRE EXTREMO,"5,347",0,1,"3,481",0,0,1,5
ANCASH,ANTONIO RAIMONDI,SAN JUAN DE RONTOY,SAN JUAN DE RONTOY,POBRE EXTREMO,"1,640",0,1,"1,055",0,0,1,5
ANCASH,CARLOS FERMIN FITZCARRALD,,SAN LUIS,,"21,878",1,2,"14,260",1,5,2,10
ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,SAN LUIS,POBRE EXTREMO,"12,658",0,1,"7,984",0,0,0,0
ANCASH,CARLOS FERMIN FITZCARRALD,YAUYA,YAUYA,POBRE EXTREMO,"5,580",0,1,"3,583",0,0,1,5
ANCASH,CARLOS FERMIN FITZCARRALD,SAN NICOLAS,SAN NICOLAS,POBRE EXTREMO,"3,640",0,1,"2,693",0,0,1,5
ANCASH,ASUNCION,,CHACAS,,"8,665",1,1,"6,118",1,5,1,5
ANCASH,ASUNCION,CHACAS,CHACAS,NO POBRE,"5,602",0,1,"3,401",0,0,0,0
ANCASH,ASUNCION,ACOCHACA,ACOCHACA,POBRE EXTREMO,"3,063",0,1,"2,717",0,0,1,5
ANCASH,HUARMEY,,HUARMEY,,"31,386",1,4,"22,940",1,7,4,20
ANCASH,HUARMEY,HUARMEY,HUARMEY,NO POBRE,"24,935",0,1,"18,672",0,0,0,0
ANCASH,HUARMEY,COCHAPETI,COCHAPETI,NO POBRE,730,0,1,778,0,0,1,5
ANCASH,HUARMEY,HUAYAN,HUAYAN,NO POBRE,"1,056",0,1,766,0,0,1,5
ANCASH,HUARMEY,MALVAS,MALVAS,NO POBRE,887,0,1,825,0,0,1,5
ANCASH,HUARMEY,CULEBRAS,LA CALETA DE CULEBRAS,NO POBRE,"3,778",0,1,"1,899",0,0,1,5
ANCASH,OCROS,,OCROS,,"11,149",1,9,"5,909",1,5,9,45
ANCASH,OCROS,ACAS,ACAS,NO POBRE,"1,067",0,1,353,0,0,1,5
ANCASH,OCROS,CAJAMARQUILLA,CAJAMARQUILLA,NO POBRE,609,0,1,168,0,0,1,5
ANCASH,OCROS,CARHUAPAMPA,ACO,NO POBRE,843,0,1,443,0,0,1,5
ANCASH,OCROS,COCHAS,HUANCHAY,NO POBRE,"1,497",0,1,"1,149",0,0,1,5
ANCASH,OCROS,CONGAS,CONGAS,NO POBRE,"1,215",0,1,856,0,0,1,5
ANCASH,OCROS,LLIPA,LLIPA,NO POBRE,"1,835",0,1,245,0,0,1,5
ANCASH,OCROS,OCROS,OCROS,NO POBRE,987,0,1,987,0,0,0,0
ANCASH,OCROS,SAN CRISTOBAL DE RAJAN,RAJAN,NO POBRE,641,0,1,543,0,0,1,5
ANCASH,OCROS,SAN PEDRO,COPA,NO POBRE,"2,076",0,1,845,0,0,1,5
ANCASH,OCROS,SANTIAGO DE CHILCAS,SANTIAGO DE CHILCAS,NO POBRE,379,0,1,320,0,0,1,5
APURIMAC,,,ABANCAY,,"464,584",7,77,"303,697",7,59,77,387
APURIMAC,ABANCAY,,ABANCAY,,"107,021",1,8,"78,699",1,11,8,40
APURIMAC,ABANCAY,ABANCAY,ABANCAY,NO POBRE,"56,931",0,1,"44,915",0,0,0,0
APURIMAC,ABANCAY,CIRCA,CIRCA,POBRE EXTREMO,"2,506",0,1,"2,676",0,0,1,5
APURIMAC,ABANCAY,CURAHUASI,CURAHUASI,POBRE NO EXTREMO,"18,362",0,1,"11,577",0,0,1,5
APURIMAC,ABANCAY,CHACOCHE,CHACOCHE,POBRE NO EXTREMO,"1,224",0,1,"1,088",0,0,1,5
APURIMAC,ABANCAY,HUANIPACA,HUANIPACA,POBRE NO EXTREMO,"4,753",0,1,"3,295",0,0,1,5
APURIMAC,ABANCAY,LAMBRAMA,LAMBRAMA,POBRE EXTREMO,"5,552",0,1,"3,351",0,0,1,5
APURIMAC,ABANCAY,PICHIRHUA,PICHIRHUA,POBRE NO EXTREMO,"3,997",0,1,"3,300",0,0,1,5
APURIMAC,ABANCAY,SAN PEDRO DE CACHORA,SAN PEDRO DE CACHORA,POBRE NO EXTREMO,"3,854",0,1,"2,390",0,0,1,5
APURIMAC,ABANCAY,TAMBURCO,TAMBURCO,NO POBRE,"9,842",0,1,"6,107",0,0,1,5
APURIMAC,AYMARAES,,CHALHUANCA,,"33,215",1,16,"20,996",1,7,16,80
APURIMAC,AYMARAES,CHALHUANCA,CHALHUANCA,NO POBRE,"5,110",0,1,"2,613",0,0,0,0
APURIMAC,AYMARAES,CAPAYA,CAPAYA,POBRE NO EXTREMO,"1,028",0,1,509,0,0,1,5
APURIMAC,AYMARAES,CARAYBAMBA,CARAYBAMBA,POBRE NO EXTREMO,"1,500",0,1,"1,010",0,0,1,5
APURIMAC,AYMARAES,COLCABAMBA,COLCABAMBA,POBRE NO EXTREMO,965,0,1,629,0,0,1,5
APURIMAC,AYMARAES,COTARUSE,COTARUSE,POBRE EXTREMO,"5,466",0,1,"2,247",0,0,1,5
APURIMAC,AYMARAES,CHAPIMARCA,CHAPIMARCA,POBRE NO EXTREMO,"2,118",0,1,"1,793",0,0,1,5
APURIMAC,AYMARAES,IHUAYLLO,IHUAYLLO,POBRE NO EXTREMO,741,0,1,538,0,0,1,5
APURIMAC,AYMARAES,LUCRE,LUCRE,POBRE NO EXTREMO,"2,121",0,1,"1,499",0,0,1,5
APURIMAC,AYMARAES,POCOHUANCA,POCOHUANCA,POBRE NO EXTREMO,"1,138",0,1,"1,050",0,0,1,5
APURIMAC,AYMARAES,SAÑAYCA,SAÑAYCA,POBRE EXTREMO,"1,452",0,1,942,0,0,1,5
APURIMAC,AYMARAES,SORAYA,SORAYA,POBRE NO EXTREMO,820,0,1,584,0,0,1,5
APURIMAC,AYMARAES,TAPAIRIHUA,TAPAIRIHUA,POBRE NO EXTREMO,"2,235",0,1,"1,828",0,0,1,5
APURIMAC,AYMARAES,TINTAY,TINTAY,POBRE NO EXTREMO,"3,188",0,1,"2,335",0,0,1,5
APURIMAC,AYMARAES,TORAYA,TORAYA,POBRE EXTREMO,"2,013",0,1,"1,188",0,0,1,5
APURIMAC,AYMARAES,YANACA,YANACA,POBRE NO EXTREMO,"1,150",0,1,935,0,0,1,5
APURIMAC,AYMARAES,SAN JUAN DE CHACÑA,SAN JUAN DE CHACÑA,POBRE NO EXTREMO,816,0,1,683,0,0,1,5
APURIMAC,AYMARAES,JUSTO APU SAHUARAURA,JUSTO APU SAHUARAURA,POBRE NO EXTREMO,"1,354",0,1,613,0,0,1,5
APURIMAC,ANDAHUAYLAS,,ANDAHUAYLAS,,"171,892",1,19,"108,984",1,11,19,97
APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,ANDAHUAYLAS,NO POBRE,"47,360",0,1,"27,511",0,0,0,0
APURIMAC,ANDAHUAYLAS,ANDARAPA,ANDARAPA,POBRE NO EXTREMO,"6,277",0,1,"5,150",0,0,1,5
APURIMAC,ANDAHUAYLAS,CHIARA,CHIARA,POBRE NO EXTREMO,"1,303",0,1,"1,038",0,0,1,5
APURIMAC,ANDAHUAYLAS,HUANCARAMA,HUANCARAMA,POBRE NO EXTREMO,"7,352",0,1,"4,365",0,0,1,5
APURIMAC,ANDAHUAYLAS,HUANCARAY,HUANCARAY,POBRE NO EXTREMO,"4,585",0,1,"3,160",0,0,1,5
APURIMAC,ANDAHUAYLAS,KISHUARA,KISHUARA,POBRE EXTREMO,"9,342",0,1,"5,348",0,0,1,5
APURIMAC,ANDAHUAYLAS,PACOBAMBA,PACOBAMBA,POBRE NO EXTREMO,"4,596",0,1,"3,732",0,0,1,5
APURIMAC,ANDAHUAYLAS,PAMPACHIRI,PAMPACHIRI,POBRE NO EXTREMO,"2,822",0,1,"1,720",0,0,1,5
APURIMAC,ANDAHUAYLAS,SAN ANTONIO DE CACHI,SAN ANTONIO DE CACHI,POBRE NO EXTREMO,"3,141",0,1,"2,306",0,0,1,5
APURIMAC,ANDAHUAYLAS,SAN JERONIMO,SAN JERONIMO,POBRE NO EXTREMO,"29,447",0,1,"14,079",0,0,1,7
APURIMAC,ANDAHUAYLAS,TALAVERA,TALAVERA,POBRE NO EXTREMO,"18,448",0,1,"13,919",0,0,1,5
APURIMAC,ANDAHUAYLAS,TURPO,TURPO,POBRE NO EXTREMO,"4,110",0,1,"3,266",0,0,1,5
APURIMAC,ANDAHUAYLAS,PACUCHA,PACUCHA,POBRE NO EXTREMO,"9,709",0,1,"7,554",0,0,1,5
APURIMAC,ANDAHUAYLAS,POMACOCHA,POMACOCHA,POBRE NO EXTREMO,"1,045",0,1,685,0,0,1,5
APURIMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO,SANTA MARIA DE CHICMO,POBRE NO EXTREMO,"9,789",0,1,"6,837",0,0,1,5
APURIMAC,ANDAHUAYLAS,TUMAY HUARACA,UMAMARCA,POBRE EXTREMO,"2,450",0,1,"1,514",0,0,1,5
APURIMAC,ANDAHUAYLAS,HUAYANA,HUAYANA,POBRE NO EXTREMO,"1,054",0,1,691,0,0,1,5
APURIMAC,ANDAHUAYLAS,SAN MIGUEL DE CHACCRAMPA,CHACCRAMPA,POBRE EXTREMO,"2,079",0,1,"1,529",0,0,1,5
APURIMAC,ANDAHUAYLAS,KAQUIABAMBA,KAQUIABAMBA,POBRE NO EXTREMO,"3,011",0,1,"1,890",0,0,1,5
APURIMAC,ANDAHUAYLAS,JOSE MARIA ARGUEDAS,HUANCABAMBA,NO POBRE,"3,972",0,1,"2,690",0,0,1,5
APURIMAC,ANTABAMBA,,ANTABAMBA,,"13,356",1,6,"9,084",1,5,6,30
APURIMAC,ANTABAMBA,ANTABAMBA,ANTABAMBA,POBRE EXTREMO,"3,175",0,1,"2,298",0,0,0,0
APURIMAC,ANTABAMBA,EL ORO,EL ORO,NO POBRE,543,0,1,470,0,0,1,5
APURIMAC,ANTABAMBA,HUAQUIRCA,HUAQUIRCA,POBRE EXTREMO,"1,558",0,1,"1,159",0,0,1,5
APURIMAC,ANTABAMBA,JUAN ESPINOZA MEDRANO,JUAN ESPINOZA MEDRANO,POBRE EXTREMO,"2,025",0,1,"1,484",0,0,1,5
APURIMAC,ANTABAMBA,OROPESA,OROPESA,POBRE NO EXTREMO,"3,119",0,1,"1,553",0,0,1,5
APURIMAC,ANTABAMBA,PACHACONAS,PACHACONAS,POBRE NO EXTREMO,"1,284",0,1,978,0,0,1,5
APURIMAC,ANTABAMBA,SABAINO,SABAINO,POBRE EXTREMO,"1,652",0,1,"1,142",0,0,1,5
APURIMAC,COTABAMBAS,,TAMBOBAMBA,,"53,288",1,5,"33,830",1,9,5,25
APURIMAC,COTABAMBAS,TAMBOBAMBA,TAMBOBAMBA,POBRE EXTREMO,"11,830",0,1,"8,034",0,0,0,0
APURIMAC,COTABAMBAS,COYLLURQUI,COYLLURQUI,POBRE NO EXTREMO,"8,622",0,1,"5,047",0,0,1,5
APURIMAC,COTABAMBAS,COTABAMBAS,COTABAMBAS,POBRE NO EXTREMO,"4,269",0,1,"3,241",0,0,1,5
APURIMAC,COTABAMBAS,HAQUIRA,HAQUIRA,POBRE EXTREMO,"11,890",0,1,"6,845",0,0,1,5
APURIMAC,COTABAMBAS,MARA,MARA,POBRE EXTREMO,"6,690",0,1,"3,827",0,0,1,5
APURIMAC,COTABAMBAS,CHALLHUAHUACHO,CHALLHUAHUACHO,POBRE EXTREMO,"9,987",0,1,"6,836",0,0,1,5
APURIMAC,GRAU,,CHUQUIBAMBILLA,,"26,311",1,13,"18,264",1,7,13,65
APURIMAC,GRAU,CHUQUIBAMBILLA,CHUQUIBAMBILLA,POBRE NO EXTREMO,"5,379",0,1,"3,744",0,0,0,0
APURIMAC,GRAU,CURPAHUASI,CURPAHUASI,POBRE EXTREMO,"2,285",0,1,"1,776",0,0,1,5
APURIMAC,GRAU,HUAILLATI,HUAILLATI,POBRE NO EXTREMO,"1,629",0,1,"1,265",0,0,1,5
APURIMAC,GRAU,MAMARA,MAMARA,POBRE NO EXTREMO,964,0,1,733,0,0,1,5
APURIMAC,GRAU,MARISCAL GAMARRA,PALPACACHI,POBRE EXTREMO,"3,826",0,1,"2,975",0,0,1,5
APURIMAC,GRAU,MICAELA BASTIDAS,AYRIHUANCA,POBRE EXTREMO,"1,687",0,1,799,0,0,1,5
APURIMAC,GRAU,PROGRESO,PROGRESO,POBRE NO EXTREMO,"3,330",0,1,"2,306",0,0,1,5
APURIMAC,GRAU,PATAYPAMPA,PATAYPAMPA,POBRE EXTREMO,"1,125",0,1,777,0,0,1,5
APURIMAC,GRAU,SAN ANTONIO,SAN ANTONIO,POBRE EXTREMO,354,0,1,296,0,0,1,5
APURIMAC,GRAU,TURPAY,TURPAY,POBRE NO EXTREMO,731,0,1,578,0,0,1,5
APURIMAC,GRAU,VILCABAMBA,VILCABAMBA,NO POBRE,"1,396",0,1,758,0,0,1,5
APURIMAC,GRAU,VIRUNDO,SAN JUAN DE VIRUNDO,POBRE EXTREMO,"1,301",0,1,719,0,0,1,5
APURIMAC,GRAU,SANTA ROSA,SANTA ROSA,POBRE EXTREMO,689,0,1,554,0,0,1,5
APURIMAC,GRAU,CURASCO,CURASCO,POBRE EXTREMO,"1,615",0,1,984,0,0,1,5
APURIMAC,CHINCHEROS,,CHINCHEROS,,"59,501",1,10,"33,840",1,9,10,50
APURIMAC,CHINCHEROS,CHINCHEROS,CHINCHEROS,POBRE NO EXTREMO,"7,052",0,1,"3,794",0,0,0,0
APURIMAC,CHINCHEROS,ONGOY,ONGOY,POBRE NO EXTREMO,"3,808",0,1,"2,697",0,0,1,5
APURIMAC,CHINCHEROS,OCOBAMBA,OCOBAMBA,POBRE NO EXTREMO,"8,290",0,1,"4,980",0,0,1,5
APURIMAC,CHINCHEROS,COCHARCAS,COCHARCAS,POBRE EXTREMO,"2,757",0,1,"1,400",0,0,1,5
APURIMAC,CHINCHEROS,ANCO HUALLO,URIPA,POBRE NO EXTREMO,"12,621",0,1,"7,739",0,0,1,5
APURIMAC,CHINCHEROS,HUACCANA,HUACCANA,POBRE NO EXTREMO,"9,127",0,1,"5,294",0,0,1,5
APURIMAC,CHINCHEROS,URANMARCA,URANMARCA,POBRE NO EXTREMO,"3,772",0,1,"1,966",0,0,1,5
APURIMAC,CHINCHEROS,RANRACANCHA,RANRACANCHA,POBRE EXTREMO,"5,381",0,1,"2,850",0,0,1,5
APURIMAC,CHINCHEROS,ROCCHACC,ROCCHACC,,"3,407",0,1,"1,559",0,0,1,5
APURIMAC,CHINCHEROS,EL PORVENIR,SAN PEDRO DE HUAMBURQUE,,"2,012",0,1,972,0,0,1,5
APURIMAC,CHINCHEROS,LOS CHANKAS,RIO BLANCO,,"1,274",0,1,589,0,0,1,5
AREQUIPA,,,AREQUIPA,,"1,329,802",8,101,"1,100,448",8,68,101,551
AREQUIPA,AREQUIPA,,AREQUIPA,,"1,002,202",1,28,"859,146",1,15,28,182
AREQUIPA,AREQUIPA,AREQUIPA,AREQUIPA,NO POBRE,"50,796",0,1,"76,292",0,0,0,0
AREQUIPA,AREQUIPA,CAYMA,CAYMA,NO POBRE,"97,866",0,1,"74,208",0,0,1,9
AREQUIPA,AREQUIPA,CERRO COLORADO,LA LIBERTAD,NO POBRE,"161,678",0,1,"123,064",0,0,1,11
AREQUIPA,AREQUIPA,CHARACATO,CHARACATO,NO POBRE,"10,358",0,1,"7,394",0,0,1,5
AREQUIPA,AREQUIPA,CHIGUATA,CHIGUATA,NO POBRE,"3,002",0,1,"3,371",0,0,1,5
AREQUIPA,AREQUIPA,LA JOYA,LA JOYA,NO POBRE,"32,448",0,1,"20,889",0,0,1,7
AREQUIPA,AREQUIPA,MIRAFLORES,MIRAFLORES,NO POBRE,"47,254",0,1,"50,091",0,0,1,7
AREQUIPA,AREQUIPA,MOLLEBAYA,MOLLEBAYA,NO POBRE,"1,988",0,1,"2,217",0,0,1,5
AREQUIPA,AREQUIPA,PAUCARPATA,PAUCARPATA,NO POBRE,"124,585",0,1,"112,197",0,0,1,11
AREQUIPA,AREQUIPA,POCSI,POCSI,NO POBRE,527,0,1,959,0,0,1,5
AREQUIPA,AREQUIPA,POLOBAYA,POLOBAYA GRANDE,NO POBRE,"1,487",0,1,"1,131",0,0,1,5
AREQUIPA,AREQUIPA,QUEQUEÑA,QUEQUEÑA,NO POBRE,"1,398",0,1,"1,505",0,0,1,5
AREQUIPA,AREQUIPA,SABANDIA,SABANDIA,NO POBRE,"4,199",0,1,"3,804",0,0,1,5
AREQUIPA,AREQUIPA,SACHACA,SACHACA,NO POBRE,"19,914",0,1,"23,364",0,0,1,5
AREQUIPA,AREQUIPA,SAN JUAN DE SIGUAS,SAN JUAN DE SIGUAS,NO POBRE,"1,589",0,1,931,0,0,1,5
AREQUIPA,AREQUIPA,SAN JUAN DE TARUCANI,TARUCANI,NO POBRE,"2,167",0,1,"1,332",0,0,1,5
AREQUIPA,AREQUIPA,SANTA ISABEL DE SIGUAS,SANTA ISABEL DE SIGUAS,NO POBRE,"1,257",0,1,683,0,0,1,5
AREQUIPA,AREQUIPA,SANTA RITA DE SIHUAS,SANTA RITA DE SIHUAS,NO POBRE,"5,849",0,1,"4,800",0,0,1,5
AREQUIPA,AREQUIPA,SOCABAYA,SOCABAYA,NO POBRE,"85,330",0,1,"51,100",0,0,1,9
AREQUIPA,AREQUIPA,TIABAYA,TIABAYA,NO POBRE,"14,592",0,1,"14,966",0,0,1,5
AREQUIPA,AREQUIPA,UCHUMAYO,UCHUMAYO,NO POBRE,"12,999",0,1,"14,015",0,0,1,5
AREQUIPA,AREQUIPA,VITOR,VITOR,NO POBRE,"2,195",0,1,"2,390",0,0,1,5
AREQUIPA,AREQUIPA,YANAHUARA,YANAHUARA,NO POBRE,"26,179",0,1,"27,195",0,0,1,7
AREQUIPA,AREQUIPA,YARABAMBA,YARABAMBA,NO POBRE,"1,129",0,1,"1,933",0,0,1,5
AREQUIPA,AREQUIPA,YURA,YURA,NO POBRE,"29,779",0,1,"17,937",0,0,1,7
AREQUIPA,AREQUIPA,MARIANO MELGAR,MARIANO MELGAR,NO POBRE,"52,130",0,1,"49,989",0,0,1,9
AREQUIPA,AREQUIPA,JACOBO HUNTER,JACOBO HUNTER,NO POBRE,"48,515",0,1,"40,165",0,0,1,7
AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,SELVA ALEGRE,NO POBRE,"85,236",0,1,"67,040",0,0,1,9
AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,CIUDAD SATELITE,NO POBRE,"75,756",0,1,"64,184",0,0,1,9
AREQUIPA,CAYLLOMA,,CHIVAY,,"102,330",1,19,"74,104",1,11,19,99
AREQUIPA,CAYLLOMA,CHIVAY,CHIVAY,NO POBRE,"8,146",0,1,"4,688",0,0,0,0
AREQUIPA,CAYLLOMA,ACHOMA,ACHOMA,NO POBRE,841,0,1,"1,032",0,0,1,5
AREQUIPA,CAYLLOMA,CABANACONDE,CABANACONDE,NO POBRE,"2,268",0,1,"1,868",0,0,1,5
AREQUIPA,CAYLLOMA,CAYLLOMA,CAYLLOMA,NO POBRE,"2,917",0,1,"2,999",0,0,1,5
AREQUIPA,CAYLLOMA,CALLALLI,CALLALLI,NO POBRE,"1,850",0,1,"1,678",0,0,1,5
AREQUIPA,CAYLLOMA,COPORAQUE,COPORAQUE,NO POBRE,"1,526",0,1,896,0,0,1,5
AREQUIPA,CAYLLOMA,HUAMBO,HUAMBO,NO POBRE,539,0,1,718,0,0,1,5
AREQUIPA,CAYLLOMA,HUANCA,HUANCA,NO POBRE,"1,336",0,1,"1,336",0,0,1,5
AREQUIPA,CAYLLOMA,ICHUPAMPA,ICHUPAMPA,NO POBRE,632,0,1,692,0,0,1,5
AREQUIPA,CAYLLOMA,LARI,LARI,NO POBRE,"1,531",0,1,961,0,0,1,5
AREQUIPA,CAYLLOMA,LLUTA,LLUTA,NO POBRE,"1,226",0,1,"1,369",0,0,1,5
AREQUIPA,CAYLLOMA,MACA,MACA,NO POBRE,669,0,1,865,0,0,1,5
AREQUIPA,CAYLLOMA,MADRIGAL,MADRIGAL,NO POBRE,443,0,1,699,0,0,1,5
AREQUIPA,CAYLLOMA,SAN ANTONIO DE CHUCA,SAN ANTONIO DE CHUCA,NO POBRE,"1,592",0,1,879,0,0,1,5
AREQUIPA,CAYLLOMA,SIBAYO,SIBAYO,NO POBRE,636,0,1,767,0,0,1,5
AREQUIPA,CAYLLOMA,TAPAY,TAPAY,NO POBRE,506,0,1,806,0,0,1,5
AREQUIPA,CAYLLOMA,TISCO,TISCO,NO POBRE,"1,341",0,1,"1,374",0,0,1,5
AREQUIPA,CAYLLOMA,TUTI,TUTI,NO POBRE,719,0,1,770,0,0,1,5
AREQUIPA,CAYLLOMA,YANQUE,YANQUE,NO POBRE,"2,072",0,1,"1,920",0,0,1,5
AREQUIPA,CAYLLOMA,MAJES,EL PEDREGAL,NO POBRE,"71,540",0,1,"47,787",0,0,1,9
AREQUIPA,CAMANA,,CAMANA,,"60,716",1,7,"47,370",1,9,7,35
AREQUIPA,CAMANA,CAMANA,CAMANA,NO POBRE,"14,138",0,1,"13,409",0,0,0,0
AREQUIPA,CAMANA,JOSE MARIA QUIMPER,EL CARDO,NO POBRE,"4,156",0,1,"3,745",0,0,1,5
AREQUIPA,CAMANA,MARIANO NICOLAS VALCARCEL,URASQUI,NO POBRE,"8,043",0,1,"2,703",0,0,1,5
AREQUIPA,CAMANA,MARISCAL CACERES,SAN JOSE,NO POBRE,"6,658",0,1,"5,665",0,0,1,5
AREQUIPA,CAMANA,NICOLAS DE PIEROLA,SAN GREGORIO,NO POBRE,"6,322",0,1,"5,834",0,0,1,5
AREQUIPA,CAMANA,OCOÑA,OCOÑA,NO POBRE,"4,806",0,1,"3,464",0,0,1,5
AREQUIPA,CAMANA,QUILCA,PUEBLO NUEVO,NO POBRE,605,0,1,823,0,0,1,5
AREQUIPA,CAMANA,SAMUEL PASTOR,LA PAMPA,NO POBRE,"15,988",0,1,"11,727",0,0,1,5
AREQUIPA,CARAVELI,,CARAVELI,,"42,508",1,12,"25,848",1,7,12,60
AREQUIPA,CARAVELI,CARAVELI,CARAVELI,NO POBRE,"3,634",0,1,"2,653",0,0,0,0
AREQUIPA,CARAVELI,ACARI,ACARI,NO POBRE,"2,872",0,1,"3,416",0,0,1,5
AREQUIPA,CARAVELI,ATICO,ATICO,NO POBRE,"4,050",0,1,"3,390",0,0,1,5
AREQUIPA,CARAVELI,ATIQUIPA,ATIQUIPA,NO POBRE,945,0,1,510,0,0,1,5
AREQUIPA,CARAVELI,BELLA UNION,BELLA UNION,NO POBRE,"7,539",0,1,"1,819",0,0,1,5
AREQUIPA,CARAVELI,CAHUACHO,CAHUACHO,NO POBRE,895,0,1,627,0,0,1,5
AREQUIPA,CARAVELI,CHALA,CHALA,NO POBRE,"7,279",0,1,"5,014",0,0,1,5
AREQUIPA,CARAVELI,CHAPARRA,ACHANIZO,NO POBRE,"5,942",0,1,"1,903",0,0,1,5
AREQUIPA,CARAVELI,HUANUHUANU,TOCOTA,NO POBRE,"3,516",0,1,"1,460",0,0,1,5
AREQUIPA,CARAVELI,JAQUI,JAQUI,NO POBRE,"1,103",0,1,"1,220",0,0,1,5
AREQUIPA,CARAVELI,LOMAS,LOMAS,NO POBRE,"1,341",0,1,"1,038",0,0,1,5
AREQUIPA,CARAVELI,QUICACHA,QUICACHA,NO POBRE,"1,870",0,1,"1,338",0,0,1,5
AREQUIPA,CARAVELI,YAUCA,YAUCA,NO POBRE,"1,522",0,1,"1,460",0,0,1,5
AREQUIPA,CASTILLA,,APLAO,,"38,358",1,13,"26,387",1,7,13,65
AREQUIPA,CASTILLA,APLAO,APLAO,NO POBRE,"8,717",0,1,"7,290",0,0,0,0
AREQUIPA,CASTILLA,ANDAGUA,ANDAGUA,NO POBRE,"1,082",0,1,849,0,0,1,5
AREQUIPA,CASTILLA,AYO,AYO,NO POBRE,397,0,1,355,0,0,1,5
AREQUIPA,CASTILLA,CHACHAS,CHACHAS,POBRE EXTREMO,"1,620",0,1,"1,481",0,0,1,5
AREQUIPA,CASTILLA,CHILCAYMARCA,CHILCAYMARCA,NO POBRE,"1,421",0,1,892,0,0,1,5
AREQUIPA,CASTILLA,CHOCO,CHOCO,NO POBRE,956,0,1,766,0,0,1,5
AREQUIPA,CASTILLA,HUANCARQUI,HUANCARQUI,NO POBRE,"1,254",0,1,"1,445",0,0,1,5
AREQUIPA,CASTILLA,MACHAGUAY,MACHAGUAY,NO POBRE,651,0,1,555,0,0,1,5
AREQUIPA,CASTILLA,ORCOPAMPA,ORCOPAMPA,NO POBRE,"10,060",0,1,"3,717",0,0,1,5
AREQUIPA,CASTILLA,PAMPACOLCA,PAMPACOLCA,NO POBRE,"2,524",0,1,"1,879",0,0,1,5
AREQUIPA,CASTILLA,TIPAN,TIPAN,NO POBRE,493,0,1,390,0,0,1,5
AREQUIPA,CASTILLA,URACA,CORIRI,NO POBRE,"7,126",0,1,"5,415",0,0,1,5
AREQUIPA,CASTILLA,UÑON,UÑON,NO POBRE,468,0,1,211,0,0,1,5
