ELECTION_PROCESS,YEAR,ZIP_CODE,REGION,PROVINCE,DISTRICT,TOTAL_VOTERS,MALE_VOTERS,FEMALE_VOTERS,UNDER_18,AGE_18_TO_20,AGE_21_TO_29,AGE_30_TO_35,AGE_36_TO_50,AGE_51_TO_75,OVER_75,INITIAL_EDUCATION,PRIMARY_EDUCATION,SECONDARY_EDUCATION,UNIVERSITY_EDUCATION,TECHNICAL_EDUCATION,SPECIAL_EDUCATION,NO_EDUCATION,DISABILITIES
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140618,LIMA,HUAROCHIRI,SANGALLAYA,467,245,222,0,23,77,58,135,137,37,0,205,230,14,5,0,13,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140619,LIMA,HUAROCHIRI,SAN JUAN DE TANTARANCHE,312,155,157,0,16,59,46,75,106,10,0,117,167,18,2,0,8,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140620,LIMA,HUAROCHIRI,SAN LORENZO DE QUINTI,"1,254",674,580,0,77,198,129,330,414,106,0,447,727,43,5,0,32,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140621,LIMA,HUAROCHIRI,SAN MATEO,"4,154","2,106","2,048",0,314,"1,014",593,"1,150",930,153,0,758,"3,008",226,14,3,145,12
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140622,LIMA,HUAROCHIRI,SAN MATEO DE OTAO,"1,820",956,864,0,110,370,232,499,505,104,0,574,"1,144",71,6,0,25,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140623,LIMA,HUAROCHIRI,SAN PEDRO DE HUANCAYRE,258,132,126,0,20,50,24,55,75,34,0,78,157,14,3,0,6,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140624,LIMA,HUAROCHIRI,SANTA CRUZ DE COCACHACRA,"1,837",917,920,0,122,407,269,540,425,74,0,287,"1,311",148,16,0,75,3
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140625,LIMA,HUAROCHIRI,SANTA EULALIA,"9,035","4,492","4,543",0,704,"2,148","1,294","2,599","1,943",347,0,"1,224","6,601",822,137,11,240,26
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140626,LIMA,HUAROCHIRI,SANTIAGO DE ANCHUCAYA,503,252,251,0,42,113,69,116,127,36,0,124,338,20,6,0,15,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140627,LIMA,HUAROCHIRI,SANTIAGO DE TUNA,575,287,288,0,29,81,57,155,189,64,0,226,318,13,5,0,13,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140628,LIMA,HUAROCHIRI,SANTO DOMINGO DE LOS OLLEROS,"2,443","1,254","1,189",0,131,538,349,731,602,92,0,871,"1,399",97,19,1,56,9
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140629,LIMA,HUAROCHIRI,SURCO,"1,719",914,805,0,106,330,247,484,458,94,0,344,"1,206",106,24,0,39,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140630,LIMA,HUAROCHIRI,HUACHUPAMPA,771,379,392,0,47,153,75,246,200,50,0,175,528,51,6,0,11,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140631,LIMA,HUAROCHIRI,LARAOS,406,200,206,0,20,68,46,83,154,35,0,126,238,24,4,0,14,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140632,LIMA,HUAROCHIRI,SAN JUAN DE IRIS,481,255,226,0,27,97,65,138,122,32,0,130,319,24,2,0,6,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140701,LIMA,YAUYOS,YAUYOS,"1,387",707,680,0,106,281,138,337,379,146,0,382,782,150,32,0,41,9
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140702,LIMA,YAUYOS,ALIS,516,267,249,0,34,109,81,143,121,28,0,94,359,53,5,0,5,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140703,LIMA,YAUYOS,ALLAUCA,"1,206",669,537,0,81,238,172,317,319,79,0,365,750,57,19,0,15,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140704,LIMA,YAUYOS,AYAVIRI,513,250,263,0,45,80,55,142,143,48,0,174,301,20,3,0,15,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140705,LIMA,YAUYOS,AZANGARO,643,349,294,0,54,139,84,170,159,37,0,144,445,20,10,0,24,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140706,LIMA,YAUYOS,CACRA,565,301,264,0,39,127,76,131,163,29,0,141,377,17,11,0,19,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140707,LIMA,YAUYOS,CARANIA,224,115,109,0,11,49,20,48,68,28,0,85,124,10,3,0,2,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140708,LIMA,YAUYOS,COCHAS,158,77,81,0,8,30,11,34,50,25,0,56,92,8,1,0,1,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140709,LIMA,YAUYOS,COLONIA,"1,488",772,716,0,91,283,164,377,435,138,0,439,938,84,11,0,16,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140710,LIMA,YAUYOS,CHOCOS,"1,365",725,640,0,91,296,155,385,373,65,0,353,822,71,16,0,103,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140711,LIMA,YAUYOS,HUAMPARA,626,331,295,0,43,104,80,167,182,50,0,118,457,37,8,0,6,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140712,LIMA,YAUYOS,HUANCAYA,639,336,303,0,45,130,74,197,155,38,0,106,434,75,15,0,9,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140713,LIMA,YAUYOS,HUANGASCAR,"1,182",604,578,0,96,256,143,342,271,74,0,217,815,80,14,0,56,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140714,LIMA,YAUYOS,HUANTAN,843,431,412,0,68,179,88,215,233,60,0,279,490,43,10,0,21,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140715,LIMA,YAUYOS,HUAÑEC,593,311,282,0,32,116,68,145,167,65,0,138,399,49,2,0,5,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140716,LIMA,YAUYOS,LARAOS,600,294,306,0,36,124,71,126,185,58,0,164,371,35,4,0,26,3
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140717,LIMA,YAUYOS,LINCHA,773,412,361,0,76,187,88,208,175,39,0,266,435,9,6,0,57,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140718,LIMA,YAUYOS,MIRAFLORES,293,139,154,0,20,59,24,75,82,33,0,93,177,19,0,0,4,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140719,LIMA,YAUYOS,OMAS,870,445,425,0,41,156,81,242,268,82,0,213,571,52,13,0,21,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140720,LIMA,YAUYOS,QUINCHES,886,455,431,0,60,106,88,228,304,100,0,301,498,60,8,0,19,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140721,LIMA,YAUYOS,QUINOCAY,592,332,260,0,33,70,67,164,207,51,0,212,337,18,5,0,20,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140722,LIMA,YAUYOS,SAN JOAQUIN,274,156,118,0,19,47,19,92,72,25,0,63,188,17,3,0,3,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140723,LIMA,YAUYOS,SAN PEDRO DE PILAS,379,196,183,0,13,52,32,93,123,66,0,131,213,12,1,0,22,3
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140724,LIMA,YAUYOS,TANTA,585,275,310,0,67,135,77,141,141,24,0,194,352,17,1,0,21,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140725,LIMA,YAUYOS,TAURIPAMPA,830,426,404,0,47,137,91,209,263,83,0,274,491,34,15,0,16,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140726,LIMA,YAUYOS,TUPE,669,337,332,0,40,132,77,181,199,40,0,189,388,34,8,0,50,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140727,LIMA,YAUYOS,TOMAS,777,392,385,0,71,173,120,213,179,21,0,157,560,42,10,0,8,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140728,LIMA,YAUYOS,VIÑAC,"1,774",931,843,0,143,380,174,485,489,103,0,559,990,38,10,0,177,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140729,LIMA,YAUYOS,VITIS,330,168,162,0,29,43,30,97,102,29,0,83,183,57,4,0,3,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140730,LIMA,YAUYOS,HONGOS,462,241,221,0,39,86,57,106,140,34,0,123,279,27,7,0,26,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140731,LIMA,YAUYOS,MADEAN,910,452,458,0,68,212,92,241,238,59,0,256,554,25,11,1,63,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140732,LIMA,YAUYOS,PUTINZA,846,419,427,0,51,184,105,250,207,49,0,170,618,43,8,0,7,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140733,LIMA,YAUYOS,CATAHUASI,"1,163",610,553,0,97,232,138,350,272,74,0,235,773,97,18,0,40,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140801,LIMA,HUARAL,HUARAL,"75,527","38,340","37,187",1,"6,093","17,361","10,175","21,439","17,337","3,121",0,"14,767","50,633","5,349",982,79,"3,717",350
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140802,LIMA,HUARAL,ATAVILLOS ALTO,748,399,349,0,50,110,61,163,292,72,0,260,422,38,8,0,20,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140803,LIMA,HUARAL,ATAVILLOS BAJO,947,489,458,0,40,95,66,189,407,150,0,310,537,76,5,0,19,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140804,LIMA,HUARAL,AUCALLAMA,"10,841","5,519","5,322",0,909,"2,529","1,413","3,050","2,435",505,0,"2,808","6,692",314,116,9,902,49
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140805,LIMA,HUARAL,CHANCAY,"38,895","19,592","19,303",0,"3,221","9,093","5,160","11,195","8,687","1,539",0,"7,795","26,181","2,359",562,24,"1,974",179
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140806,LIMA,HUARAL,IHUARI,"2,314","1,263","1,051",0,160,494,258,609,642,151,0,953,"1,112",72,13,0,164,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140807,LIMA,HUARAL,LAMPIAN,725,370,355,0,35,128,104,171,233,54,0,221,430,40,5,0,29,3
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140808,LIMA,HUARAL,PACARAOS,837,424,413,0,57,128,90,195,261,106,0,328,436,32,1,0,40,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140809,LIMA,HUARAL,SAN MIGUEL DE ACOS,843,470,373,0,57,161,101,231,233,60,0,249,502,47,9,0,36,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140810,LIMA,HUARAL,VEINTISIETE DE NOVIEMBRE,588,299,289,0,25,81,53,149,209,71,0,272,251,22,1,0,42,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140811,LIMA,HUARAL,SANTA CRUZ DE ANDAMARCA,387,204,183,0,20,51,25,100,150,41,0,139,218,19,4,0,7,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140812,LIMA,HUARAL,SUMBILCA,"1,161",595,566,0,54,160,132,290,388,137,0,418,654,39,6,1,43,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140901,LIMA,BARRANCA,BARRANCA,"46,762","23,084","23,678",0,"3,839","10,535","6,268","13,214","10,965","1,941",1,"9,114","30,961","3,887",548,48,"2,203",229
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140902,LIMA,BARRANCA,PARAMONGA,"19,265","9,718","9,547",0,"1,194","3,524","2,345","5,234","5,722","1,246",0,"3,849","12,544","1,334",403,34,"1,101",139
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140903,LIMA,BARRANCA,PATIVILCA,"13,557","6,815","6,742",0,988,"3,002","1,788","3,634","3,444",701,0,"3,300","8,472",498,141,13,"1,133",72
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140904,LIMA,BARRANCA,SUPE,"16,381","8,457","7,924",0,"1,373","3,789","2,099","4,335","3,922",863,0,"4,215","10,253",822,152,14,925,60
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,140905,LIMA,BARRANCA,SUPE PUERTO,"8,306","4,102","4,204",1,663,"1,759","1,076","2,352","2,090",365,0,"1,755","5,520",557,114,6,354,50
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,141001,LIMA,OYON,OYON,"7,119","3,506","3,613",0,690,"1,811",925,"1,905","1,519",269,0,"1,785","4,636",155,39,4,500,10
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,141002,LIMA,OYON,NAVAN,814,409,405,0,42,136,97,243,230,66,0,261,477,43,2,0,31,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,141003,LIMA,OYON,CAUJUL,452,229,223,0,40,76,51,108,147,30,0,162,250,16,1,0,23,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,141004,LIMA,OYON,ANDAJES,546,255,291,0,10,43,30,112,251,100,0,246,184,17,3,0,96,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,141005,LIMA,OYON,PACHANGARA,"2,293","1,159","1,134",0,173,443,280,594,670,133,0,668,"1,352",93,15,1,164,3
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,141006,LIMA,OYON,COCHAMARCA,"1,111",578,533,0,119,252,120,314,230,76,0,419,568,29,1,0,94,4
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,150101,LORETO,MAYNAS,IQUITOS,"127,194","64,578","62,616",0,"8,656","28,886","18,032","35,794","31,380","4,446",2,"20,880","89,744","13,245","1,334",63,"1,926",393
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,150102,LORETO,MAYNAS,ALTO NANAY,"2,740","1,620","1,120",0,222,639,354,836,604,85,0,"1,414","1,108",39,4,0,175,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,150103,LORETO,MAYNAS,FERNANDO LORES,"10,815","6,094","4,721",0,"1,148","2,561","1,388","2,953","2,418",347,0,"5,241","4,914",109,19,0,532,9
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,150104,LORETO,MAYNAS,LAS AMAZONAS,"7,281","4,265","3,016",0,648,"1,846",966,"2,030","1,629",162,0,"3,884","2,752",57,5,0,583,4
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,150105,LORETO,MAYNAS,MAZAN,"9,506","5,259","4,247",0,"1,042","2,497","1,256","2,687","1,844",180,0,"5,357","3,361",56,5,0,727,9
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,150106,LORETO,MAYNAS,NAPO,"7,798","4,475","3,323",0,778,"2,037","1,036","2,218","1,620",109,0,"4,267","2,704",70,3,1,753,9
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,150107,LORETO,MAYNAS,PUTUMAYO,"4,037","2,288","1,749",0,360,"1,016",537,"1,210",828,86,0,"1,729","1,803",71,8,0,426,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,150108,LORETO,MAYNAS,TORRES CAUSANA,"2,989","1,574","1,415",0,317,822,422,816,580,32,0,"1,486",737,12,3,0,751,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,150110,LORETO,MAYNAS,INDIANA,"8,197","4,545","3,652",0,831,"2,006","1,022","2,277","1,821",240,0,"3,791","3,795",91,11,0,509,6
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,150111,LORETO,MAYNAS,PUNCHANA,"59,540","30,424","29,116",0,"5,875","16,555","8,703","15,796","11,302","1,309",0,"15,445","39,721","2,385",473,21,"1,495",158
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,150112,LORETO,MAYNAS,BELEN,"44,691","22,654","22,037",0,"4,370","12,284","6,553","11,552","8,775","1,157",1,"12,400","29,133","1,730",241,15,"1,171",102
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,150113,LORETO,MAYNAS,SAN JUAN BAUTISTA,"66,532","32,566","33,966",0,"6,923","18,418","9,311","17,369","12,976","1,535",1,"17,587","43,891","2,809",422,21,"1,801",198
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,150114,LORETO,MAYNAS,TENIENTE MANUEL CLAVERO,"1,623",888,735,0,190,379,199,518,301,36,0,766,440,14,2,0,401,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,150201,LORETO,ALTO AMAZONAS,YURIMAGUAS,"47,357","24,343","23,014",1,"4,820","11,908","6,469","13,053","9,830","1,276",1,"18,145","23,488","2,020",312,13,"3,378",256
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,150202,LORETO,ALTO AMAZONAS,BALSAPUERTO,"7,846","4,102","3,744",0,"1,032","2,293","1,210","2,243","1,048",20,1,"2,763","1,738",38,9,0,"3,297",7
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,150205,LORETO,ALTO AMAZONAS,JEBEROS,"2,568","1,432","1,136",0,310,699,375,673,455,56,0,"1,036",811,22,2,0,697,8
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,150206,LORETO,ALTO AMAZONAS,LAGUNAS,"8,107","4,458","3,649",0,837,"2,184","1,094","1,993","1,761",238,0,"3,633","3,307",94,22,2,"1,049",22
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,150210,LORETO,ALTO AMAZONAS,SANTA CRUZ,"2,576","1,504","1,072",0,258,594,358,713,590,63,0,"1,467",739,23,2,0,345,8
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,150211,LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS,"4,161","2,401","1,760",0,360,"1,024",592,"1,226",876,83,0,"2,318","1,327",39,8,0,469,16
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,150301,LORETO,LORETO,NAUTA,"19,261","10,239","9,022",0,"2,068","5,132","2,486","4,985","3,974",616,0,"7,882","9,955",360,46,6,"1,012",67
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,150302,LORETO,LORETO,PARINARI,"4,522","2,618","1,904",0,459,"1,133",650,"1,263",926,91,0,"2,265","2,049",26,3,0,179,6
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,150303,LORETO,LORETO,TIGRE,"4,736","2,640","2,096",0,536,"1,255",642,"1,299",902,102,0,"2,202","2,037",25,3,0,469,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,150304,LORETO,LORETO,URARINAS,"7,118","3,981","3,137",0,751,"2,052",960,"2,086","1,158",111,0,"3,206","1,945",38,7,0,"1,922",4
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,150305,LORETO,LORETO,TROMPETEROS,"4,492","2,671","1,821",0,504,"1,424",612,"1,258",652,42,0,"1,678","1,915",16,3,0,880,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,150401,LORETO,REQUENA,REQUENA,"17,105","8,856","8,249",0,"1,830","4,578","2,213","4,563","3,421",500,0,"6,323","9,748",487,24,16,507,53
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,150402,LORETO,REQUENA,ALTO TAPICHE,"1,357",807,550,0,114,348,128,468,266,33,0,716,558,10,2,0,71,4
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,150403,LORETO,REQUENA,CAPELO,"2,328","1,300","1,028",0,214,608,328,648,475,55,0,"1,033","1,192",21,2,0,80,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,150404,LORETO,REQUENA,EMILIO SAN MARTIN,"4,489","2,586","1,903",0,434,"1,201",577,"1,306",875,96,0,"2,182","2,065",40,2,0,200,5
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,150405,LORETO,REQUENA,MAQUIA,"4,663","2,677","1,986",0,467,"1,183",625,"1,339",958,91,1,"2,496","1,953",25,2,0,186,6
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,150406,LORETO,REQUENA,PUINAHUA,"3,374","1,889","1,485",0,316,890,490,951,651,76,0,"1,710","1,456",29,5,0,174,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,150407,LORETO,REQUENA,SAQUENA,"2,695","1,571","1,124",0,244,671,310,742,643,85,1,"1,352","1,211",25,1,0,105,5
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,150408,LORETO,REQUENA,SOPLIN,795,478,317,0,58,217,141,236,133,10,0,402,366,11,0,1,15,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,150409,LORETO,REQUENA,TAPICHE,930,540,390,0,93,245,105,275,184,28,0,435,466,7,1,0,21,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,150410,LORETO,REQUENA,JENARO HERRERA,"3,278","1,819","1,459",0,322,840,404,925,698,89,0,"1,496","1,633",37,1,0,111,3
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,150411,LORETO,REQUENA,YAQUERANA,"1,327",704,623,0,151,352,213,382,217,12,3,590,624,13,0,0,97,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,150501,LORETO,UCAYALI,CONTAMANA,"14,199","7,420","6,779",0,"1,435","3,749","2,036","3,775","2,869",335,0,"4,936","7,987",472,41,1,762,27
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,150502,LORETO,UCAYALI,VARGAS GUERRA,"5,962","3,329","2,633",0,537,"1,523",872,"1,733","1,174",123,0,"2,398","3,141",81,3,1,338,3
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,150503,LORETO,UCAYALI,PADRE MARQUEZ,"4,182","2,279","1,903",0,343,"1,076",644,"1,232",824,63,0,"1,547","2,325",45,4,0,261,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,150504,LORETO,UCAYALI,PAMPA HERMOSA,"3,589","2,024","1,565",0,375,874,555,"1,031",687,67,0,"1,863","1,307",32,0,0,387,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,150505,LORETO,UCAYALI,SARAYACU,"8,102","4,555","3,547",0,771,"1,926","1,013","2,468","1,727",197,0,"3,539","3,737",58,4,0,764,10
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,150506,LORETO,UCAYALI,INAHUAYA,"2,431","1,415","1,016",0,221,624,370,705,461,50,0,895,"1,365",38,3,1,129,3
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,150601,LORETO,MARISCAL RAMON CASTILLA,RAMON CASTILLA,"12,910","7,083","5,827",1,"1,347","3,668","1,805","3,457","2,337",295,0,"5,446","5,734",178,20,3,"1,529",75
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,150602,LORETO,MARISCAL RAMON CASTILLA,PEBAS,"8,828","5,020","3,808",0,805,"2,406","1,168","2,463","1,805",181,0,"4,152","3,705",76,6,0,889,10
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,150603,LORETO,MARISCAL RAMON CASTILLA,YAVARI,"7,910","4,320","3,590",2,669,"2,053","1,112","2,272","1,675",127,0,"3,831","3,045",62,9,0,963,4
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,150604,LORETO,MARISCAL RAMON CASTILLA,SAN PABLO,"9,317","5,163","4,154",1,821,"2,252","1,236","2,729","2,017",261,0,"4,558","3,458",60,6,2,"1,233",21
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,150701,LORETO,DATEM DEL MARAÑON,BARRANCA,"7,798","4,129","3,669",0,940,"2,097","1,184","2,109","1,342",126,0,"3,340","3,343",195,20,1,899,10
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,150702,LORETO,DATEM DEL MARAÑON,ANDOAS,"4,354","2,476","1,878",0,539,"1,261",702,"1,349",487,16,1,"1,402","1,497",23,6,0,"1,425",2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,150703,LORETO,DATEM DEL MARAÑON,CAHUAPANAS,"3,917","2,078","1,839",0,492,"1,155",674,"1,028",550,18,0,"1,489","1,394",36,3,1,994,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,150704,LORETO,DATEM DEL MARAÑON,MANSERICHE,"5,058","2,755","2,303",0,500,"1,412",809,"1,398",885,54,0,"2,413","1,996",32,3,0,614,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,150705,LORETO,DATEM DEL MARAÑON,MORONA,"3,817","2,046","1,771",0,416,"1,154",605,"1,094",526,22,0,"1,483","1,344",24,2,0,964,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,150706,LORETO,DATEM DEL MARAÑON,PASTAZA,"4,847","2,674","2,173",0,512,"1,308",695,"1,532",741,59,1,"2,171","1,360",22,8,0,"1,285",2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,160101,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,"60,493","33,692","26,801",0,"5,360","17,701","9,951","16,761","9,883",837,1,"9,829","43,558","4,336",612,2,"2,155",113
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,160102,MADRE DE DIOS,TAMBOPATA,INAMBARI,"5,498","2,988","2,510",0,399,"1,443",908,"1,696","1,001",51,0,"1,518","3,331",136,27,0,486,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,160103,MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,"4,786","2,706","2,080",0,298,"1,082",775,"1,517","1,039",75,0,"1,408","2,862",136,13,0,367,6
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,160104,MADRE DE DIOS,TAMBOPATA,LABERINTO,"3,295","1,774","1,521",0,196,778,515,"1,133",640,33,0,"1,040","1,843",73,8,0,331,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,160201,MADRE DE DIOS,MANU,MANU,"1,833","1,071",762,0,140,448,271,576,371,27,0,453,"1,081",103,11,0,185,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,160202,MADRE DE DIOS,MANU,FITZCARRALD,619,348,271,0,63,149,93,179,121,14,0,219,270,12,0,0,118,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,160203,MADRE DE DIOS,MANU,MADRE DE DIOS,"3,464","2,019","1,445",0,179,881,593,"1,262",537,12,0,"1,029","2,112",78,9,0,236,1
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,160204,MADRE DE DIOS,MANU,HUEPETUHE,"4,360","2,415","1,945",0,241,822,742,"1,746",798,11,0,"1,166","2,671",162,30,0,331,4
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,160301,MADRE DE DIOS,TAHUAMANU,IÑAPARI,979,560,419,0,85,203,147,338,194,12,0,228,628,52,9,0,62,0
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,160302,MADRE DE DIOS,TAHUAMANU,IBERIA,"3,668","2,092","1,576",0,266,858,533,"1,101",814,96,0,881,"2,391",163,40,1,192,6
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,160303,MADRE DE DIOS,TAHUAMANU,TAHUAMANU,"1,547",837,710,0,135,355,229,472,317,39,0,472,913,33,1,0,128,2
ELECCIONES REGIONALES Y MUNICIPALES 2014,2014,170101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,"39,535","19,724","19,811",0,"2,802","8,531","5,368","11,797","9,320","1,717",1,"5,317","24,636","7,215",923,9,"1,434",160
