ELECTION_PROCESS,ELECTION_TYPE,YEAR,ZIP_CODE,REGION,PROVINCE,DISTRICT,POLITICAL_ORGANIZATION,POLITICAL_ORGANIZATION_TYPE,VOTES_OBTAINED,TOTAL_VOTES,VOTES_NOT_OBTAINED
Proceso electoral,Tipo de elección,Año,Ubigeo,Departamento,Provincia,Distrito,Organización politica,Tipo de Organización politica,Votos obtenidos,Total Electores,Votos emitidos
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,010100,AMAZONAS,CHACHAPOYAS,,UNION POR EL PERU,PARTIDO POLÍTICO,"5,368","27,726","23,741"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,010100,AMAZONAS,CHACHAPOYAS,,INTEGRACION 6 DE JUNIO,MOVIMIENTO REGIONAL,"5,104","27,726","23,741"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,010100,AMAZONAS,CHACHAPOYAS,,PARTIDO APRISTA PERUANO,PARTIDO POLÍTICO,"3,392","27,726","23,741"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,010100,AMAZONAS,CHACHAPOYAS,,FUERZA DEMOCRATICA,PARTIDO POLÍTICO,"2,822","27,726","23,741"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,010100,AMAZONAS,CHACHAPOYAS,,ACCION POPULAR,PARTIDO POLÍTICO,"2,169","27,726","23,741"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,010100,AMAZONAS,CHACHAPOYAS,,PARTIDO NACIONALISTA PERUANO,PARTIDO POLÍTICO,"1,721","27,726","23,741"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,010100,AMAZONAS,CHACHAPOYAS,,VOTOS EN BLANCO,,"1,854","27,726","23,741"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,010100,AMAZONAS,CHACHAPOYAS,,VOTOS NULOS,,"1,311","27,726","23,741"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,010200,AMAZONAS,BAGUA,,FUERZA DEMOCRATICA,PARTIDO POLÍTICO,"9,466","38,851","31,620"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,010200,AMAZONAS,BAGUA,,ACCION POPULAR,PARTIDO POLÍTICO,"5,432","38,851","31,620"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,010200,AMAZONAS,BAGUA,,PARTIDO APRISTA PERUANO,PARTIDO POLÍTICO,"3,493","38,851","31,620"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,010200,AMAZONAS,BAGUA,,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,MOVIMIENTO REGIONAL,"2,916","38,851","31,620"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,010200,AMAZONAS,BAGUA,,PARTIDO NACIONALISTA PERUANO,PARTIDO POLÍTICO,"1,841","38,851","31,620"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,010200,AMAZONAS,BAGUA,,AGRUPACION INDEPENDIENTE SI CUMPLE,PARTIDO POLÍTICO,"1,348","38,851","31,620"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,010200,AMAZONAS,BAGUA,,UNION POR EL PERU,PARTIDO POLÍTICO,"1,035","38,851","31,620"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,010200,AMAZONAS,BAGUA,,PERU AHORA,PARTIDO POLÍTICO,409,"38,851","31,620"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,010200,AMAZONAS,BAGUA,,VOTOS EN BLANCO,,"4,000","38,851","31,620"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,010200,AMAZONAS,BAGUA,,VOTOS NULOS,,"1,680","38,851","31,620"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,010300,AMAZONAS,BONGARA,,ACCION POPULAR,PARTIDO POLÍTICO,"3,332","13,932","11,941"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,010300,AMAZONAS,BONGARA,,FUERZA DEMOCRATICA,PARTIDO POLÍTICO,"2,665","13,932","11,941"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,010300,AMAZONAS,BONGARA,,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,MOVIMIENTO REGIONAL,"1,644","13,932","11,941"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,010300,AMAZONAS,BONGARA,,PARTIDO APRISTA PERUANO,PARTIDO POLÍTICO,"1,181","13,932","11,941"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,010300,AMAZONAS,BONGARA,,VOTOS EN BLANCO,,"2,509","13,932","11,941"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,010300,AMAZONAS,BONGARA,,VOTOS NULOS,,610,"13,932","11,941"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,010400,AMAZONAS,LUYA,,ALIANZA ELECTORAL UNIDAD NACIONAL,ALIANZA ELECTORAL,"5,212","22,812","19,512"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,010400,AMAZONAS,LUYA,,ACCION POPULAR,PARTIDO POLÍTICO,"3,104","22,812","19,512"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,010400,AMAZONAS,LUYA,,PARTIDO APRISTA PERUANO,PARTIDO POLÍTICO,"2,956","22,812","19,512"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,010400,AMAZONAS,LUYA,,FUERZA DEMOCRATICA,PARTIDO POLÍTICO,"2,767","22,812","19,512"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,010400,AMAZONAS,LUYA,,PARTIDO NACIONALISTA PERUANO,PARTIDO POLÍTICO,"1,245","22,812","19,512"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,010400,AMAZONAS,LUYA,,VOTOS EN BLANCO,,"3,478","22,812","19,512"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,010400,AMAZONAS,LUYA,,VOTOS NULOS,,750,"22,812","19,512"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,010500,AMAZONAS,RODRIGUEZ DE MENDOZA,,PARTIDO APRISTA PERUANO,PARTIDO POLÍTICO,"4,264","14,485","12,221"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,010500,AMAZONAS,RODRIGUEZ DE MENDOZA,,FUERZA DEMOCRATICA,PARTIDO POLÍTICO,"3,156","14,485","12,221"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,010500,AMAZONAS,RODRIGUEZ DE MENDOZA,,ACCION POPULAR,PARTIDO POLÍTICO,"2,684","14,485","12,221"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,010500,AMAZONAS,RODRIGUEZ DE MENDOZA,,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,MOVIMIENTO REGIONAL,902,"14,485","12,221"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,010500,AMAZONAS,RODRIGUEZ DE MENDOZA,,VOTOS EN BLANCO,,835,"14,485","12,221"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,010500,AMAZONAS,RODRIGUEZ DE MENDOZA,,VOTOS NULOS,,380,"14,485","12,221"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,010600,AMAZONAS,CONDORCANQUI,,FUERZA DEMOCRATICA,PARTIDO POLÍTICO,"2,339","14,739","12,000"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,010600,AMAZONAS,CONDORCANQUI,,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,MOVIMIENTO REGIONAL,"2,312","14,739","12,000"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,010600,AMAZONAS,CONDORCANQUI,,ACCION POPULAR,PARTIDO POLÍTICO,"2,097","14,739","12,000"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,010600,AMAZONAS,CONDORCANQUI,,ALIANZA ELECTORAL UNIDAD NACIONAL,ALIANZA ELECTORAL,964,"14,739","12,000"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,010600,AMAZONAS,CONDORCANQUI,,ALIANZA PARA EL PROGRESO,PARTIDO POLÍTICO,582,"14,739","12,000"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,010600,AMAZONAS,CONDORCANQUI,,UNION POR EL PERU,PARTIDO POLÍTICO,547,"14,739","12,000"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,010600,AMAZONAS,CONDORCANQUI,,INTEGRACION 6 DE JUNIO,MOVIMIENTO REGIONAL,464,"14,739","12,000"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,010600,AMAZONAS,CONDORCANQUI,,PARTIDO NACIONALISTA PERUANO,PARTIDO POLÍTICO,410,"14,739","12,000"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,010600,AMAZONAS,CONDORCANQUI,,PARTIDO APRISTA PERUANO,PARTIDO POLÍTICO,238,"14,739","12,000"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,010600,AMAZONAS,CONDORCANQUI,,AGRUPACION INDEPENDIENTE SI CUMPLE,PARTIDO POLÍTICO,214,"14,739","12,000"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,010600,AMAZONAS,CONDORCANQUI,,VOTOS EN BLANCO,,913,"14,739","12,000"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,010600,AMAZONAS,CONDORCANQUI,,VOTOS NULOS,,920,"14,739","12,000"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,010700,AMAZONAS,UTCUBAMBA,,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,MOVIMIENTO REGIONAL,"10,051","56,296","45,621"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,010700,AMAZONAS,UTCUBAMBA,,FRENTE DE INTEGRACION VECINAL DE UTCUBAMBA,ORGANIZACIÓN LOCAL (PROVINCIAL),"6,511","56,296","45,621"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,010700,AMAZONAS,UTCUBAMBA,,ENERGIA COMUNAL AMAZONICA,MOVIMIENTO REGIONAL,"6,438","56,296","45,621"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,010700,AMAZONAS,UTCUBAMBA,,ACCION POPULAR,PARTIDO POLÍTICO,"3,755","56,296","45,621"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,010700,AMAZONAS,UTCUBAMBA,,PARTIDO NACIONALISTA PERUANO,PARTIDO POLÍTICO,"2,850","56,296","45,621"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,010700,AMAZONAS,UTCUBAMBA,,PARTIDO APRISTA PERUANO,PARTIDO POLÍTICO,"2,745","56,296","45,621"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,010700,AMAZONAS,UTCUBAMBA,,FUERZA DEMOCRATICA,PARTIDO POLÍTICO,"2,653","56,296","45,621"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,010700,AMAZONAS,UTCUBAMBA,,AGRUPACION INDEPENDIENTE SI CUMPLE,PARTIDO POLÍTICO,"2,647","56,296","45,621"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,010700,AMAZONAS,UTCUBAMBA,,MOVIMIENTO NUEVA IZQUIERDA,PARTIDO POLÍTICO,499,"56,296","45,621"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,010700,AMAZONAS,UTCUBAMBA,,VOTOS EN BLANCO,,"3,594","56,296","45,621"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,010700,AMAZONAS,UTCUBAMBA,,VOTOS NULOS,,"3,878","56,296","45,621"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020100,ANCASH,HUARAZ,,MOVIMIENTO ACCION NACIONALISTA PERUANO,MOVIMIENTO REGIONAL,"18,616","92,498","81,231"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020100,ANCASH,HUARAZ,,RECONSTRUYAMOS HUARAZ,ORGANIZACIÓN LOCAL (PROVINCIAL),"18,231","92,498","81,231"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020100,ANCASH,HUARAZ,,PARTIDO DEMOCRATICO SOMOS PERU,PARTIDO POLÍTICO,"8,035","92,498","81,231"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020100,ANCASH,HUARAZ,,FUERZA HUARAZ,ORGANIZACIÓN LOCAL (PROVINCIAL),"4,165","92,498","81,231"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020100,ANCASH,HUARAZ,,"MOVIMIENTO INDEPENDIENTE NUEVA ESPERANZA REGIONAL ANCASHINA ""NUEVA ERA""",MOVIMIENTO REGIONAL,"3,565","92,498","81,231"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020100,ANCASH,HUARAZ,,PARTIDO APRISTA PERUANO,PARTIDO POLÍTICO,"2,698","92,498","81,231"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020100,ANCASH,HUARAZ,,UNION POR EL PERU,PARTIDO POLÍTICO,"2,462","92,498","81,231"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020100,ANCASH,HUARAZ,,PARTIDO NACIONALISTA PERUANO,PARTIDO POLÍTICO,"1,857","92,498","81,231"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020100,ANCASH,HUARAZ,,MOVIMIENTO INDEPENDIENTE REGIONAL RIO SANTA CAUDALOSO,MOVIMIENTO REGIONAL,"1,545","92,498","81,231"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020100,ANCASH,HUARAZ,,RESTAURACION NACIONAL,PARTIDO POLÍTICO,"1,348","92,498","81,231"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020100,ANCASH,HUARAZ,,ALIANZA REGIONAL ANCASH,ALIANZA ELECTORAL,"1,337","92,498","81,231"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020100,ANCASH,HUARAZ,,VOTOS EN BLANCO,,"9,792","92,498","81,231"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020100,ANCASH,HUARAZ,,VOTOS NULOS,,"7,580","92,498","81,231"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020200,ANCASH,AIJA,,MOVIMIENTO INDEPENDIENTE REGIONAL RIO SANTA CAUDALOSO,MOVIMIENTO REGIONAL,927,"4,938","4,213"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020200,ANCASH,AIJA,,MOVIMIENTO NUEVA IZQUIERDA,PARTIDO POLÍTICO,649,"4,938","4,213"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020200,ANCASH,AIJA,,PARTIDO APRISTA PERUANO,PARTIDO POLÍTICO,445,"4,938","4,213"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020200,ANCASH,AIJA,,UNION POR EL PERU,PARTIDO POLÍTICO,366,"4,938","4,213"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020200,ANCASH,AIJA,,FRENTE DEMOCRATICO AMA SUA,ORGANIZACIÓN LOCAL (PROVINCIAL),346,"4,938","4,213"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020200,ANCASH,AIJA,,ALIANZA REGIONAL ANCASH,ALIANZA ELECTORAL,317,"4,938","4,213"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020200,ANCASH,AIJA,,PARTIDO NACIONALISTA PERUANO,PARTIDO POLÍTICO,279,"4,938","4,213"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020200,ANCASH,AIJA,,"MOVIMIENTO INDEPENDIENTE NUEVA ESPERANZA REGIONAL ANCASHINA ""NUEVA ERA""",MOVIMIENTO REGIONAL,188,"4,938","4,213"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020200,ANCASH,AIJA,,MOVIMIENTO REGIONAL INDEPENDIENTE CUENTA CONMIGO,MOVIMIENTO REGIONAL,117,"4,938","4,213"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020200,ANCASH,AIJA,,VOTOS EN BLANCO,,356,"4,938","4,213"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020200,ANCASH,AIJA,,VOTOS NULOS,,223,"4,938","4,213"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020300,ANCASH,BOLOGNESI,,PARTIDO APRISTA PERUANO,PARTIDO POLÍTICO,"2,174","14,819","12,595"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020300,ANCASH,BOLOGNESI,,ALIANZA REGIONAL ANCASH,ALIANZA ELECTORAL,"1,925","14,819","12,595"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020300,ANCASH,BOLOGNESI,,MOVIMIENTO INDEPENDIENTE REGIONAL RIO SANTA CAUDALOSO,MOVIMIENTO REGIONAL,"1,350","14,819","12,595"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020300,ANCASH,BOLOGNESI,,"MOVIMIENTO INDEPENDIENTE NUEVA ESPERANZA REGIONAL ANCASHINA ""NUEVA ERA""",MOVIMIENTO REGIONAL,"1,241","14,819","12,595"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020300,ANCASH,BOLOGNESI,,PARTIDO NACIONALISTA PERUANO,PARTIDO POLÍTICO,852,"14,819","12,595"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020300,ANCASH,BOLOGNESI,,UNION POR EL PERU,PARTIDO POLÍTICO,488,"14,819","12,595"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020300,ANCASH,BOLOGNESI,,LOS ANDES UNIDOS DE BOLOGNESI,ORGANIZACIÓN LOCAL (PROVINCIAL),96,"14,819","12,595"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020300,ANCASH,BOLOGNESI,,VOTOS EN BLANCO,,"2,991","14,819","12,595"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020300,ANCASH,BOLOGNESI,,VOTOS NULOS,,"1,478","14,819","12,595"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020400,ANCASH,CARHUAZ,,PARTIDO NACIONALISTA PERUANO,PARTIDO POLÍTICO,"5,019","28,407","25,432"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020400,ANCASH,CARHUAZ,,PARTIDO DEMOCRATICO SOMOS PERU,PARTIDO POLÍTICO,"4,399","28,407","25,432"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020400,ANCASH,CARHUAZ,,UNION POR EL PERU,PARTIDO POLÍTICO,"3,646","28,407","25,432"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020400,ANCASH,CARHUAZ,,ALIANZA REGIONAL ANCASH,ALIANZA ELECTORAL,"2,018","28,407","25,432"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020400,ANCASH,CARHUAZ,,ACCION POPULAR,PARTIDO POLÍTICO,"1,603","28,407","25,432"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020400,ANCASH,CARHUAZ,,PARTIDO APRISTA PERUANO,PARTIDO POLÍTICO,"1,319","28,407","25,432"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020400,ANCASH,CARHUAZ,,MOVIMIENTO INDEPENDIENTE REGIONAL RIO SANTA CAUDALOSO,MOVIMIENTO REGIONAL,"1,184","28,407","25,432"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020400,ANCASH,CARHUAZ,,MOVIMIENTO REGIONAL INDEPENDIENTE CUENTA CONMIGO,MOVIMIENTO REGIONAL,"1,031","28,407","25,432"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020400,ANCASH,CARHUAZ,,VOTOS EN BLANCO,,"1,900","28,407","25,432"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020400,ANCASH,CARHUAZ,,VOTOS NULOS,,"3,313","28,407","25,432"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020500,ANCASH,CASMA,,PARTIDO DEMOCRATICO SOMOS PERU,PARTIDO POLÍTICO,"5,438","25,650","22,728"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020500,ANCASH,CASMA,,PARTIDO APRISTA PERUANO,PARTIDO POLÍTICO,"2,918","25,650","22,728"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020500,ANCASH,CASMA,,SIEMPRE UNIDOS,PARTIDO POLÍTICO,"1,917","25,650","22,728"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020500,ANCASH,CASMA,,CASMA AVANZA,ORGANIZACIÓN LOCAL (PROVINCIAL),"1,741","25,650","22,728"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020500,ANCASH,CASMA,,AGRUPACION POPULAR CASMEÑA,ORGANIZACIÓN LOCAL (PROVINCIAL),"1,730","25,650","22,728"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020500,ANCASH,CASMA,,PARTIDO NACIONALISTA PERUANO,PARTIDO POLÍTICO,"1,643","25,650","22,728"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020500,ANCASH,CASMA,,MOVIMIENTO INDEPENDIENTE REGIONAL RIO SANTA CAUDALOSO,MOVIMIENTO REGIONAL,"1,455","25,650","22,728"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020500,ANCASH,CASMA,,UNION POR EL PERU,PARTIDO POLÍTICO,"1,297","25,650","22,728"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020500,ANCASH,CASMA,,ALIANZA PARA EL PROGRESO,PARTIDO POLÍTICO,700,"25,650","22,728"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020500,ANCASH,CASMA,,ALIANZA REGIONAL ANCASH,ALIANZA ELECTORAL,643,"25,650","22,728"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020500,ANCASH,CASMA,,VAMOS CASMA,ORGANIZACIÓN LOCAL (PROVINCIAL),470,"25,650","22,728"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020500,ANCASH,CASMA,,VOTOS EN BLANCO,,"1,298","25,650","22,728"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020500,ANCASH,CASMA,,VOTOS NULOS,,"1,478","25,650","22,728"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020600,ANCASH,CORONGO,,ACCION POPULAR,PARTIDO POLÍTICO,575,"4,134","3,638"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020600,ANCASH,CORONGO,,MOVIMIENTO REGIONAL INDEPENDIENTE CUENTA CONMIGO,MOVIMIENTO REGIONAL,525,"4,134","3,638"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020600,ANCASH,CORONGO,,MOVIMIENTO ACCION NACIONALISTA PERUANO,MOVIMIENTO REGIONAL,465,"4,134","3,638"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020600,ANCASH,CORONGO,,AGRUPACION INDEPENDIENTE SI CUMPLE,PARTIDO POLÍTICO,395,"4,134","3,638"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020600,ANCASH,CORONGO,,RESTAURACION NACIONAL,PARTIDO POLÍTICO,338,"4,134","3,638"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020600,ANCASH,CORONGO,,PARTIDO APRISTA PERUANO,PARTIDO POLÍTICO,330,"4,134","3,638"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020600,ANCASH,CORONGO,,UNION POR EL PERU,PARTIDO POLÍTICO,326,"4,134","3,638"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,020600,ANCASH,CORONGO,,MOVIMIENTO INDEPENDIENTE NUEVO DESTINO,MOVIMIENTO REGIONAL,23,"4,134","3,638"
