ELECTION_PROCESS,ELECTION_TYPE,YEAR,ZIP_CODE,REGION,PROVINCE,DISTRICT,POLITICAL_ORGANIZATION,POLITICAL_ORGANIZATION_TYPE,VOTES_OBTAINED,TOTAL_VOTES,VOTES_NOT_OBTAINED
Proceso electoral,Tipo de elección,Año,Ubigeo,Departamento,Provincia,Distrito,Organización politica,Tipo de Organización politica,Votos obtenidos,Total Electores,Votos emitidos
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,110700,JUNIN,SATIPO,,VOTOS EN BLANCO,,"4,611","66,513","55,103"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,110700,JUNIN,SATIPO,,VOTOS NULOS,,"3,877","66,513","55,103"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,110800,JUNIN,CHANCHAMAYO,,MOVIMIENTO INDEPENDIENTE FUERZA CONSTRUCTORA,MOVIMIENTO REGIONAL,"17,227","85,651","68,771"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,110800,JUNIN,CHANCHAMAYO,,CONVERGENCIA REGIONAL DESCENTRALISTA - CONREDES,ALIANZA ELECTORAL,"12,130","85,651","68,771"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,110800,JUNIN,CHANCHAMAYO,,PARTIDO APRISTA PERUANO,PARTIDO POLÍTICO,"9,481","85,651","68,771"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,110800,JUNIN,CHANCHAMAYO,,FUERZA CHANCHAMAYO,ORGANIZACIÓN LOCAL (PROVINCIAL),"4,194","85,651","68,771"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,110800,JUNIN,CHANCHAMAYO,,UNION POR EL PERU,PARTIDO POLÍTICO,"2,680","85,651","68,771"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,110800,JUNIN,CHANCHAMAYO,,ALIANZA REVOLUCIONARIA INTEGRACIONISTA MORALIZADORA,MOVIMIENTO REGIONAL,"2,371","85,651","68,771"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,110800,JUNIN,CHANCHAMAYO,,ACCION POPULAR,PARTIDO POLÍTICO,"2,242","85,651","68,771"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,110800,JUNIN,CHANCHAMAYO,,RESTAURACION NACIONAL,PARTIDO POLÍTICO,"2,209","85,651","68,771"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,110800,JUNIN,CHANCHAMAYO,,PARTIDO NACIONALISTA PERUANO,PARTIDO POLÍTICO,"2,015","85,651","68,771"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,110800,JUNIN,CHANCHAMAYO,,ALIANZA ELECTORAL UNIDAD NACIONAL,ALIANZA ELECTORAL,941,"85,651","68,771"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,110800,JUNIN,CHANCHAMAYO,,ALIANZA ELECTORAL UNIDAD POPULAR,ALIANZA ELECTORAL,281,"85,651","68,771"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,110800,JUNIN,CHANCHAMAYO,,VOTOS EN BLANCO,,"7,997","85,651","68,771"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,110800,JUNIN,CHANCHAMAYO,,VOTOS NULOS,,"5,003","85,651","68,771"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,110900,JUNIN,CHUPACA,,FRENTE PATRIOTA PERUANO,MOVIMIENTO REGIONAL,"5,048","32,604","28,280"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,110900,JUNIN,CHUPACA,,PARTIDO APRISTA PERUANO,PARTIDO POLÍTICO,"4,505","32,604","28,280"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,110900,JUNIN,CHUPACA,,MOVIMIENTO INDEPENDIENTE FUERZA CONSTRUCTORA,MOVIMIENTO REGIONAL,"4,294","32,604","28,280"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,110900,JUNIN,CHUPACA,,CONVERGENCIA REGIONAL DESCENTRALISTA - CONREDES,ALIANZA ELECTORAL,"4,174","32,604","28,280"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,110900,JUNIN,CHUPACA,,PARTIDO NACIONALISTA PERUANO,PARTIDO POLÍTICO,"1,471","32,604","28,280"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,110900,JUNIN,CHUPACA,,UNION POR EL PERU,PARTIDO POLÍTICO,"1,278","32,604","28,280"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,110900,JUNIN,CHUPACA,,ALIANZA ELECTORAL UNIDAD NACIONAL,ALIANZA ELECTORAL,"1,177","32,604","28,280"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,110900,JUNIN,CHUPACA,,ALIANZA REVOLUCIONARIA INTEGRACIONISTA MORALIZADORA,MOVIMIENTO REGIONAL,824,"32,604","28,280"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,110900,JUNIN,CHUPACA,,JUNIN SOSTENIBLE CON SU GENTE,MOVIMIENTO REGIONAL,800,"32,604","28,280"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,110900,JUNIN,CHUPACA,,ALIANZA PARA EL PROGRESO,PARTIDO POLÍTICO,665,"32,604","28,280"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,110900,JUNIN,CHUPACA,,RESTAURACION NACIONAL,PARTIDO POLÍTICO,615,"32,604","28,280"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,110900,JUNIN,CHUPACA,,AGRUPACION INDEPENDIENTE SI CUMPLE,PARTIDO POLÍTICO,218,"32,604","28,280"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,110900,JUNIN,CHUPACA,,VOTOS EN BLANCO,,"1,280","32,604","28,280"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,110900,JUNIN,CHUPACA,,VOTOS NULOS,,"1,931","32,604","28,280"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120100,LA LIBERTAD,TRUJILLO,,ALIANZA PARA EL PROGRESO,PARTIDO POLÍTICO,"229,673","520,676","450,135"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120100,LA LIBERTAD,TRUJILLO,,PARTIDO APRISTA PERUANO,PARTIDO POLÍTICO,"116,803","520,676","450,135"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120100,LA LIBERTAD,TRUJILLO,,FUERZA DEMOCRATICA,PARTIDO POLÍTICO,"25,357","520,676","450,135"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120100,LA LIBERTAD,TRUJILLO,,ALIANZA ELECTORAL JUNTOS POR LA LIBERTAD,ALIANZA ELECTORAL,"22,326","520,676","450,135"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120100,LA LIBERTAD,TRUJILLO,,PARTIDO NACIONALISTA PERUANO,PARTIDO POLÍTICO,"10,656","520,676","450,135"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120100,LA LIBERTAD,TRUJILLO,,ACCION POPULAR,PARTIDO POLÍTICO,"1,742","520,676","450,135"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120100,LA LIBERTAD,TRUJILLO,,VOTOS EN BLANCO,,"17,614","520,676","450,135"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120100,LA LIBERTAD,TRUJILLO,,VOTOS NULOS,,"25,964","520,676","450,135"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120200,LA LIBERTAD,BOLIVAR,,ALIANZA ELECTORAL JUNTOS POR LA LIBERTAD,ALIANZA ELECTORAL,"2,392","8,114","6,594"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120200,LA LIBERTAD,BOLIVAR,,PARTIDO APRISTA PERUANO,PARTIDO POLÍTICO,"1,279","8,114","6,594"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120200,LA LIBERTAD,BOLIVAR,,ALIANZA PARA EL PROGRESO,PARTIDO POLÍTICO,671,"8,114","6,594"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120200,LA LIBERTAD,BOLIVAR,,UNION POR EL PERU,PARTIDO POLÍTICO,592,"8,114","6,594"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120200,LA LIBERTAD,BOLIVAR,,AGRUPACION INDEPENDIENTE SI CUMPLE,PARTIDO POLÍTICO,493,"8,114","6,594"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120200,LA LIBERTAD,BOLIVAR,,VOTOS EN BLANCO,,543,"8,114","6,594"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120200,LA LIBERTAD,BOLIVAR,,VOTOS NULOS,,624,"8,114","6,594"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120300,LA LIBERTAD,SANCHEZ CARRION,,FUERZA SANCHEZ CARRION,ORGANIZACIÓN LOCAL (PROVINCIAL),"17,820","65,412","55,144"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120300,LA LIBERTAD,SANCHEZ CARRION,,PARTIDO APRISTA PERUANO,PARTIDO POLÍTICO,"12,181","65,412","55,144"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120300,LA LIBERTAD,SANCHEZ CARRION,,ALIANZA PARA EL PROGRESO,PARTIDO POLÍTICO,"4,973","65,412","55,144"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120300,LA LIBERTAD,SANCHEZ CARRION,,ALIANZA ELECTORAL JUNTOS POR LA LIBERTAD,ALIANZA ELECTORAL,"4,910","65,412","55,144"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120300,LA LIBERTAD,SANCHEZ CARRION,,UNION POR EL PERU,PARTIDO POLÍTICO,"2,464","65,412","55,144"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120300,LA LIBERTAD,SANCHEZ CARRION,,PERU POSIBLE,PARTIDO POLÍTICO,920,"65,412","55,144"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120300,LA LIBERTAD,SANCHEZ CARRION,,VOTOS EN BLANCO,,"6,654","65,412","55,144"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120300,LA LIBERTAD,SANCHEZ CARRION,,VOTOS NULOS,,"5,222","65,412","55,144"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120400,LA LIBERTAD,OTUZCO,,ALIANZA ELECTORAL JUNTOS POR LA LIBERTAD,ALIANZA ELECTORAL,"9,413","52,316","44,783"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120400,LA LIBERTAD,OTUZCO,,PARTIDO APRISTA PERUANO,PARTIDO POLÍTICO,"9,035","52,316","44,783"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120400,LA LIBERTAD,OTUZCO,,ALIANZA PARA EL PROGRESO,PARTIDO POLÍTICO,"7,790","52,316","44,783"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120400,LA LIBERTAD,OTUZCO,,FRENTE CIVICO OTUZCO,ORGANIZACIÓN LOCAL (PROVINCIAL),"7,579","52,316","44,783"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120400,LA LIBERTAD,OTUZCO,,PARTIDO NACIONALISTA PERUANO,PARTIDO POLÍTICO,"3,425","52,316","44,783"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120400,LA LIBERTAD,OTUZCO,,VOTOS EN BLANCO,,"4,440","52,316","44,783"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120400,LA LIBERTAD,OTUZCO,,VOTOS NULOS,,"3,101","52,316","44,783"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120500,LA LIBERTAD,PACASMAYO,,PARTIDO NACIONALISTA PERUANO,PARTIDO POLÍTICO,"14,772","61,141","53,330"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120500,LA LIBERTAD,PACASMAYO,,PARTIDO APRISTA PERUANO,PARTIDO POLÍTICO,"10,779","61,141","53,330"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120500,LA LIBERTAD,PACASMAYO,,ALIANZA PARA EL PROGRESO,PARTIDO POLÍTICO,"8,265","61,141","53,330"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120500,LA LIBERTAD,PACASMAYO,,ALIANZA ELECTORAL JUNTOS POR LA LIBERTAD,ALIANZA ELECTORAL,"4,795","61,141","53,330"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120500,LA LIBERTAD,PACASMAYO,,FUERZA DEMOCRATICA,PARTIDO POLÍTICO,"2,723","61,141","53,330"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120500,LA LIBERTAD,PACASMAYO,,UNION POR EL PERU,PARTIDO POLÍTICO,"1,789","61,141","53,330"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120500,LA LIBERTAD,PACASMAYO,,AGRUPACION INDEPENDIENTE SI CUMPLE,PARTIDO POLÍTICO,516,"61,141","53,330"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120500,LA LIBERTAD,PACASMAYO,,VOTOS EN BLANCO,,"5,876","61,141","53,330"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120500,LA LIBERTAD,PACASMAYO,,VOTOS NULOS,,"3,815","61,141","53,330"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120600,LA LIBERTAD,PATAZ,,MOVIMIENTO NUEVA IZQUIERDA,PARTIDO POLÍTICO,"3,971","30,257","25,087"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120600,LA LIBERTAD,PATAZ,,ALIANZA PARA EL PROGRESO,PARTIDO POLÍTICO,"3,279","30,257","25,087"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120600,LA LIBERTAD,PATAZ,,PARTIDO APRISTA PERUANO,PARTIDO POLÍTICO,"2,984","30,257","25,087"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120600,LA LIBERTAD,PATAZ,,ACCION POPULAR,PARTIDO POLÍTICO,"2,415","30,257","25,087"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120600,LA LIBERTAD,PATAZ,,FUERZA DEMOCRATICA,PARTIDO POLÍTICO,"1,845","30,257","25,087"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120600,LA LIBERTAD,PATAZ,,UNIDOS POR PATAZ,ORGANIZACIÓN LOCAL (PROVINCIAL),"1,793","30,257","25,087"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120600,LA LIBERTAD,PATAZ,,UNION POR EL PERU,PARTIDO POLÍTICO,"1,669","30,257","25,087"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120600,LA LIBERTAD,PATAZ,,ALIANZA ELECTORAL JUNTOS POR LA LIBERTAD,ALIANZA ELECTORAL,"1,236","30,257","25,087"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120600,LA LIBERTAD,PATAZ,,PARTIDO DEMOCRATICO SOMOS PERU,PARTIDO POLÍTICO,908,"30,257","25,087"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120600,LA LIBERTAD,PATAZ,,PERU POSIBLE,PARTIDO POLÍTICO,483,"30,257","25,087"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120600,LA LIBERTAD,PATAZ,,VOTOS EN BLANCO,,"2,494","30,257","25,087"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120600,LA LIBERTAD,PATAZ,,VOTOS NULOS,,"2,010","30,257","25,087"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120700,LA LIBERTAD,SANTIAGO DE CHUCO,,ALIANZA PARA EL PROGRESO,PARTIDO POLÍTICO,"4,805","28,837","24,225"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120700,LA LIBERTAD,SANTIAGO DE CHUCO,,TIERRA MIA,ORGANIZACIÓN LOCAL (PROVINCIAL),"4,484","28,837","24,225"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120700,LA LIBERTAD,SANTIAGO DE CHUCO,,ALIANZA ELECTORAL JUNTOS POR LA LIBERTAD,ALIANZA ELECTORAL,"3,028","28,837","24,225"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120700,LA LIBERTAD,SANTIAGO DE CHUCO,,UNION POR EL PERU,PARTIDO POLÍTICO,"1,865","28,837","24,225"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120700,LA LIBERTAD,SANTIAGO DE CHUCO,,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL,PARTIDO POLÍTICO,"1,240","28,837","24,225"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120700,LA LIBERTAD,SANTIAGO DE CHUCO,,AGRUPACION INDEPENDIENTE SI CUMPLE,PARTIDO POLÍTICO,601,"28,837","24,225"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120700,LA LIBERTAD,SANTIAGO DE CHUCO,,PARTIDO NACIONALISTA PERUANO,PARTIDO POLÍTICO,543,"28,837","24,225"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120700,LA LIBERTAD,SANTIAGO DE CHUCO,,FUERZA DEMOCRATICA,PARTIDO POLÍTICO,326,"28,837","24,225"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120700,LA LIBERTAD,SANTIAGO DE CHUCO,,VOTOS EN BLANCO,,"4,918","28,837","24,225"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120700,LA LIBERTAD,SANTIAGO DE CHUCO,,VOTOS NULOS,,"2,415","28,837","24,225"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120800,LA LIBERTAD,ASCOPE,,PARTIDO APRISTA PERUANO,PARTIDO POLÍTICO,"21,504","81,061","71,249"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120800,LA LIBERTAD,ASCOPE,,ALIANZA PARA EL PROGRESO,PARTIDO POLÍTICO,"15,599","81,061","71,249"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120800,LA LIBERTAD,ASCOPE,,MAS ACCION,ORGANIZACIÓN LOCAL (PROVINCIAL),"9,082","81,061","71,249"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120800,LA LIBERTAD,ASCOPE,,PARTIDO NACIONALISTA PERUANO,PARTIDO POLÍTICO,"5,880","81,061","71,249"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120800,LA LIBERTAD,ASCOPE,,AGRUPACION INDEPENDIENTE SI CUMPLE,PARTIDO POLÍTICO,"4,559","81,061","71,249"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120800,LA LIBERTAD,ASCOPE,,VOTOS EN BLANCO,,"10,911","81,061","71,249"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120800,LA LIBERTAD,ASCOPE,,VOTOS NULOS,,"3,714","81,061","71,249"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120900,LA LIBERTAD,CHEPEN,,PARTIDO APRISTA PERUANO,PARTIDO POLÍTICO,"13,988","50,625","43,582"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120900,LA LIBERTAD,CHEPEN,,VUELVEN LAS OBRAS A LA PROVINCIA DE CHEPEN,ORGANIZACIÓN LOCAL (PROVINCIAL),"12,355","50,625","43,582"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120900,LA LIBERTAD,CHEPEN,,ALIANZA PARA EL PROGRESO,PARTIDO POLÍTICO,"6,855","50,625","43,582"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120900,LA LIBERTAD,CHEPEN,,FUERZA DEMOCRATICA,PARTIDO POLÍTICO,"1,835","50,625","43,582"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120900,LA LIBERTAD,CHEPEN,,PARTIDO NACIONALISTA PERUANO,PARTIDO POLÍTICO,"1,546","50,625","43,582"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120900,LA LIBERTAD,CHEPEN,,SIEMPRE UNIDOS,PARTIDO POLÍTICO,197,"50,625","43,582"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120900,LA LIBERTAD,CHEPEN,,VOTOS EN BLANCO,,"3,697","50,625","43,582"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,120900,LA LIBERTAD,CHEPEN,,VOTOS NULOS,,"3,109","50,625","43,582"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,121000,LA LIBERTAD,JULCAN,,PARTIDO APRISTA PERUANO,PARTIDO POLÍTICO,"3,860","19,415","17,096"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,121000,LA LIBERTAD,JULCAN,,JUNTOS PARA EL TRABAJO,ORGANIZACIÓN LOCAL (PROVINCIAL),"3,378","19,415","17,096"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,121000,LA LIBERTAD,JULCAN,,ALIANZA PARA EL PROGRESO,PARTIDO POLÍTICO,"2,427","19,415","17,096"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,121000,LA LIBERTAD,JULCAN,,RESTAURACION NACIONAL,PARTIDO POLÍTICO,"2,291","19,415","17,096"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,121000,LA LIBERTAD,JULCAN,,AGRUPACION INDEPENDIENTE SI CUMPLE,PARTIDO POLÍTICO,964,"19,415","17,096"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,121000,LA LIBERTAD,JULCAN,,PARTIDO NACIONALISTA PERUANO,PARTIDO POLÍTICO,596,"19,415","17,096"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,121000,LA LIBERTAD,JULCAN,,ALIANZA ELECTORAL JUNTOS POR LA LIBERTAD,ALIANZA ELECTORAL,414,"19,415","17,096"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,121000,LA LIBERTAD,JULCAN,,FUERZA DEMOCRATICA,PARTIDO POLÍTICO,400,"19,415","17,096"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,121000,LA LIBERTAD,JULCAN,,ACCION POPULAR,PARTIDO POLÍTICO,57,"19,415","17,096"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,121000,LA LIBERTAD,JULCAN,,VOTOS EN BLANCO,,"1,130","19,415","17,096"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,121000,LA LIBERTAD,JULCAN,,VOTOS NULOS,,"1,579","19,415","17,096"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,121100,LA LIBERTAD,GRAN CHIMU,,ALIANZA PARA EL PROGRESO,PARTIDO POLÍTICO,"4,539","16,441","14,259"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,121100,LA LIBERTAD,GRAN CHIMU,,PARTIDO APRISTA PERUANO,PARTIDO POLÍTICO,"4,429","16,441","14,259"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,121100,LA LIBERTAD,GRAN CHIMU,,JUSTICIA Y DESARROLLO,ORGANIZACIÓN LOCAL (PROVINCIAL),"2,204","16,441","14,259"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,121100,LA LIBERTAD,GRAN CHIMU,,FUERZA DEMOCRATICA,PARTIDO POLÍTICO,568,"16,441","14,259"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,121100,LA LIBERTAD,GRAN CHIMU,,AGRUPACION INDEPENDIENTE SI CUMPLE,PARTIDO POLÍTICO,376,"16,441","14,259"
ELECCIONES REGIONALES Y MUNICIPALES 2006,MUNICIPAL PROVINCIAL,2006,121100,LA LIBERTAD,GRAN CHIMU,,ALIANZA ELECTORAL JUNTOS POR LA LIBERTAD,ALIANZA ELECTORAL,108,"16,441","14,259"
