ELECTION_PROCESS,ELECTION_TYPE,YEAR,ZIP_CODE,REGION,PROVINCE,DISTRICT,POLITICAL_ORGANIZATION,POLITICAL_ORGANIZATION_TYPE,VOTES_OBTAINED,TOTAL_VOTES,VOTES_NOT_OBTAINED
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,040000,AREQUIPA,,,MOVIMIENTO INDEPENDIENTE REGIONAL POR TI AREQUIPA,MOVIMIENTO REGIONAL,"10,303","997,237","863,193"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,040000,AREQUIPA,,,RESTAURACION NACIONAL,PARTIDO POLÍTICO,"9,532","997,237","863,193"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,040000,AREQUIPA,,,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",PARTIDO POLÍTICO,"9,453","997,237","863,193"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,040000,AREQUIPA,,,PARTIDO POPULAR CRISTIANO - PPC,PARTIDO POLÍTICO,"6,243","997,237","863,193"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,040000,AREQUIPA,,,PERU PATRIA SEGURA,PARTIDO POLÍTICO,"2,479","997,237","863,193"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,040000,AREQUIPA,,,VOTOS EN BLANCO,,"71,487","997,237","863,193"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,040000,AREQUIPA,,,VOTOS NULOS,,"76,896","997,237","863,193"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,050000,AYACUCHO,,,ALIANZA RENACE AYACUCHO,MOVIMIENTO REGIONAL,"87,364","409,671","329,045"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,050000,AYACUCHO,,,ALIANZA PARA EL PROGRESO DE AYACUCHO,ALIANZA ELECTORAL,"76,165","409,671","329,045"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,050000,AYACUCHO,,,MUSUQ ÑAN,MOVIMIENTO REGIONAL,"36,453","409,671","329,045"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,050000,AYACUCHO,,,FUERZA POPULAR,PARTIDO POLÍTICO,"21,816","409,671","329,045"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,050000,AYACUCHO,,,UNIDOS POR EL DESARROLLO DE AYACUCHO,MOVIMIENTO REGIONAL,"21,681","409,671","329,045"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,050000,AYACUCHO,,,QATUN TARPUY,MOVIMIENTO REGIONAL,"20,347","409,671","329,045"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,050000,AYACUCHO,,,PARTIDO APRISTA PERUANO,PARTIDO POLÍTICO,"6,450","409,671","329,045"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,050000,AYACUCHO,,,PERU POSIBLE,PARTIDO POLÍTICO,"3,225","409,671","329,045"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,050000,AYACUCHO,,,PARTIDO POPULAR CRISTIANO - PPC,PARTIDO POLÍTICO,"1,072","409,671","329,045"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,050000,AYACUCHO,,,PERU PATRIA SEGURA,PARTIDO POLÍTICO,741,"409,671","329,045"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,050000,AYACUCHO,,,VOTOS EN BLANCO,,"31,200","409,671","329,045"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,050000,AYACUCHO,,,VOTOS NULOS,,"22,531","409,671","329,045"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,060000,CAJAMARCA,,,MOVIMIENTO DE AFIRMACION SOCIAL,MOVIMIENTO REGIONAL,"288,432","992,516","822,397"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,060000,CAJAMARCA,,,FUERZA POPULAR,PARTIDO POLÍTICO,"117,207","992,516","822,397"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,060000,CAJAMARCA,,,CAJAMARCA SIEMPRE VERDE,MOVIMIENTO REGIONAL,"82,289","992,516","822,397"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,060000,CAJAMARCA,,,FRENTE REGIONAL DE CAJAMARCA,MOVIMIENTO REGIONAL,"58,832","992,516","822,397"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,060000,CAJAMARCA,,,MOVIMIENTO INDEPENDIENTE DIALOGO SOCIAL,MOVIMIENTO REGIONAL,"43,062","992,516","822,397"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,060000,CAJAMARCA,,,MOVIMIENTO REGIONAL FUERZA SOCIAL CAJAMARCA,MOVIMIENTO REGIONAL,"34,603","992,516","822,397"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,060000,CAJAMARCA,,,ALIANZA PARA EL PROGRESO,PARTIDO POLÍTICO,"14,995","992,516","822,397"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,060000,CAJAMARCA,,,PARTIDO APRISTA PERUANO,PARTIDO POLÍTICO,"12,140","992,516","822,397"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,060000,CAJAMARCA,,,VOTOS EN BLANCO,,"93,789","992,516","822,397"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,060000,CAJAMARCA,,,VOTOS NULOS,,"77,048","992,516","822,397"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,070000,CUSCO,,,MOVIMIENTO REGIONAL ACUERDO POPULAR UNIFICADO,MOVIMIENTO REGIONAL,"138,688","880,889","739,047"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,070000,CUSCO,,,KAUSACHUN CUSCO,MOVIMIENTO REGIONAL,"65,332","880,889","739,047"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,070000,CUSCO,,,ALIANZA POPULAR,ALIANZA ELECTORAL,"56,297","880,889","739,047"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,070000,CUSCO,,,ALIANZA PARA EL PROGRESO,PARTIDO POLÍTICO,"53,899","880,889","739,047"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,070000,CUSCO,,,SIEMPRE UNIDOS,PARTIDO POLÍTICO,"50,548","880,889","739,047"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,070000,CUSCO,,,MOVIMIENTO REGIONAL INKA PACHAKUTEQ,MOVIMIENTO REGIONAL,"49,606","880,889","739,047"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,070000,CUSCO,,,FUERZA INKA AMAZONICA,MOVIMIENTO REGIONAL,"31,518","880,889","739,047"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,070000,CUSCO,,,AUTOGOBIERNO AYLLU,MOVIMIENTO REGIONAL,"31,446","880,889","739,047"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,070000,CUSCO,,,TIERRA Y LIBERTAD CUSCO,MOVIMIENTO REGIONAL,"31,139","880,889","739,047"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,070000,CUSCO,,,FUERZA POPULAR,PARTIDO POLÍTICO,"29,706","880,889","739,047"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,070000,CUSCO,,,MOVIMIENTO REGIONAL TAWANTINSUYO,MOVIMIENTO REGIONAL,"28,336","880,889","739,047"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,070000,CUSCO,,,ACCION POPULAR,PARTIDO POLÍTICO,"27,641","880,889","739,047"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,070000,CUSCO,,,PATRIA ARRIBA PERU ADELANTE,MOVIMIENTO REGIONAL,"8,022","880,889","739,047"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,070000,CUSCO,,,VOTOS EN BLANCO,,"75,753","880,889","739,047"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,070000,CUSCO,,,VOTOS NULOS,,"61,116","880,889","739,047"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,080000,HUANCAVELICA,,,MOVIMIENTO INDEPENDIENTE REGIONAL AYLLU,MOVIMIENTO REGIONAL,"57,663","274,992","225,309"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,080000,HUANCAVELICA,,,MOVIMIENTO INDEPENDIENTE TRABAJANDO PARA TODOS,MOVIMIENTO REGIONAL,"54,540","274,992","225,309"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,080000,HUANCAVELICA,,,MOVIMIENTO REGIONAL AYNI,MOVIMIENTO REGIONAL,"27,805","274,992","225,309"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,080000,HUANCAVELICA,,,MOVIMIENTO INDEPENDIENTE DE CAMPESINOS Y PROFESIONALES,MOVIMIENTO REGIONAL,"14,020","274,992","225,309"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,080000,HUANCAVELICA,,,MOVIMIENTO INDEPENDIENTE REGIONAL UNIDOS POR HUANCAVELICA,MOVIMIENTO REGIONAL,"12,914","274,992","225,309"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,080000,HUANCAVELICA,,,ACCION DE GOBERNABILIDAD PARA LA UNIDAD ANDINA,MOVIMIENTO REGIONAL,"10,334","274,992","225,309"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,080000,HUANCAVELICA,,,MOVIMIENTO POLITICO FUERZA HUANCAVELICA,MOVIMIENTO REGIONAL,"7,808","274,992","225,309"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,080000,HUANCAVELICA,,,ACCION POPULAR,PARTIDO POLÍTICO,"4,009","274,992","225,309"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,080000,HUANCAVELICA,,,ALIANZA PARA EL PROGRESO,PARTIDO POLÍTICO,"2,070","274,992","225,309"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,080000,HUANCAVELICA,,,VOTOS EN BLANCO,,"19,984","274,992","225,309"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,080000,HUANCAVELICA,,,VOTOS NULOS,,"14,162","274,992","225,309"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,090000,HUANUCO,,,MOVIMIENTO INTEGRACION DESCENTRALISTA,MOVIMIENTO REGIONAL,"99,389","509,995","404,354"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,090000,HUANUCO,,,AVANZADA REGIONAL INDEPENDIENTE UNIDOS POR HUANUCO,MOVIMIENTO REGIONAL,"61,138","509,995","404,354"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,090000,HUANUCO,,,PARTIDO DEMOCRATICO SOMOS PERU,PARTIDO POLÍTICO,"51,383","509,995","404,354"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,090000,HUANUCO,,,MOVIMIENTO POLITICO FRENTE AMPLIO REGIONAL PAISANOCUNA,MOVIMIENTO REGIONAL,"34,535","509,995","404,354"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,090000,HUANUCO,,,MOVIMIENTO POLITICO HECHOS Y NO PALABRAS,MOVIMIENTO REGIONAL,"20,601","509,995","404,354"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,090000,HUANUCO,,,ACCION POPULAR,PARTIDO POLÍTICO,"13,738","509,995","404,354"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,090000,HUANUCO,,,FUERZA POPULAR,PARTIDO POLÍTICO,"12,365","509,995","404,354"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,090000,HUANUCO,,,UNION POR EL PERU,PARTIDO POLÍTICO,"12,199","509,995","404,354"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,090000,HUANUCO,,,MOVIMIENTO INDEPENDIENTE REGIONAL LUCHEMOS POR HUANUCO,MOVIMIENTO REGIONAL,"10,931","509,995","404,354"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,090000,HUANUCO,,,ALIANZA PARA EL PROGRESO,PARTIDO POLÍTICO,"5,996","509,995","404,354"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,090000,HUANUCO,,,AUTENTICO REGIONAL,MOVIMIENTO REGIONAL,"5,657","509,995","404,354"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,090000,HUANUCO,,,VAMOS PERU,PARTIDO POLÍTICO,"2,042","509,995","404,354"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,090000,HUANUCO,,,FRENTE DEMOCRATICO REGIONAL,MOVIMIENTO REGIONAL,"1,644","509,995","404,354"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,090000,HUANUCO,,,VOTOS EN BLANCO,,"36,810","509,995","404,354"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,090000,HUANUCO,,,VOTOS NULOS,,"35,926","509,995","404,354"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,100000,ICA,,,FUERZA POPULAR,PARTIDO POLÍTICO,"105,435","563,023","494,846"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,100000,ICA,,,MOVIMIENTO REGIONAL OBRAS POR LA MODERNIDAD,MOVIMIENTO REGIONAL,"86,168","563,023","494,846"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,100000,ICA,,,UNIDOS POR LA REGION,MOVIMIENTO REGIONAL,"56,343","563,023","494,846"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,100000,ICA,,,PARTIDO REGIONAL DE INTEGRACION,MOVIMIENTO REGIONAL,"56,194","563,023","494,846"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,100000,ICA,,,PARTIDO APRISTA PERUANO,PARTIDO POLÍTICO,"35,100","563,023","494,846"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,100000,ICA,,,ACCION POPULAR,PARTIDO POLÍTICO,"14,265","563,023","494,846"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,100000,ICA,,,FRENTE CIVICO LIBERTAD,MOVIMIENTO REGIONAL,"12,844","563,023","494,846"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,100000,ICA,,,SOLIDARIDAD NACIONAL,PARTIDO POLÍTICO,"12,539","563,023","494,846"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,100000,ICA,,,MOVIMIENTO INDEPENDIENTE REGIONAL HAMBRE CERO,MOVIMIENTO REGIONAL,"11,992","563,023","494,846"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,100000,ICA,,,UNION POR EL PERU,PARTIDO POLÍTICO,"11,085","563,023","494,846"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,100000,ICA,,,ALIANZA PARA EL PROGRESO,PARTIDO POLÍTICO,"6,212","563,023","494,846"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,100000,ICA,,,ALIANZA REGIONAL INDEPENDIENTE,MOVIMIENTO REGIONAL,"5,477","563,023","494,846"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,100000,ICA,,,PERU POSIBLE,PARTIDO POLÍTICO,"5,233","563,023","494,846"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,100000,ICA,,,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",PARTIDO POLÍTICO,"4,150","563,023","494,846"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,100000,ICA,,,DEMOCRACIA DIRECTA,PARTIDO POLÍTICO,"1,768","563,023","494,846"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,100000,ICA,,,VOTOS EN BLANCO,,"34,642","563,023","494,846"
ELECCIONES REGIONALES Y MUNICIPALES 2014,REGIONAL,2014,100000,ICA,,,VOTOS NULOS,,"35,399","563,023","494,846"
